series	locus	present_e_lengths	present_members	present_member_count	triple_stable_members	triple_stable_member_count
CH_DY	f103r.2	0|1	chdy|chedy	2	NONE	0
CH_DY	f104v.42	1|2	chedy|cheedy	2	chedy|cheedy	2
CH_DY	f104v.6	1|2	chedy|cheedy	2	chedy|cheedy	2
CH_DY	f104v.7	1|2	chedy|cheedy	2	chedy|cheedy	2
CH_DY	f105r.13	1|2	chedy|cheedy	2	chedy|cheedy	2
CH_DY	f105r.18	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f106r.2	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f106v.23	0|1	chdy|chedy	2	chdy	1
CH_DY	f108r.17	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f108r.36	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f108r.7	0|1	chdy|chedy	2	chdy	1
CH_DY	f111r.6	0|1	chdy|chedy	2	chedy	1
CH_DY	f111v.42	1|2	chedy|cheedy	2	NONE	0
CH_DY	f112v.17	1|2	chedy|cheedy	2	cheedy	1
CH_DY	f114r.5	0|1	chdy|chedy	2	chdy	1
CH_DY	f114v.15	1|2	chedy|cheedy	2	cheedy	1
CH_DY	f115r.22	1|2	chedy|cheedy	2	chedy|cheedy	2
CH_DY	f115v.28	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f34v.9	0|1	chdy|chedy	2	NONE	0
CH_DY	f39r.4	0|1	chdy|chedy	2	chdy	1
CH_DY	f39r.7	0|1	chdy|chedy	2	chdy	1
CH_DY	f46r.7	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f46v.5	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f48v.10	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f66r.53	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f75v.48	1|2	chedy|cheedy	2	chedy|cheedy	2
CH_DY	f76r.11	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f77v.11	0|1	chdy|chedy	2	chdy|chedy	2
CH_DY	f77v.12	0|1	chdy|chedy	2	chedy	1
CH_DY	f77v.13	0|1	chdy|chedy	2	chedy	1
CH_DY	f78v.11	0|1	chdy|chedy	2	chedy	1
