audit_id	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	reader_support	reader_exact	split_normalized	old_gloss_de	new_gloss_de	changed_gloss	clean_known_other_tokens	local_before_de	local_after_de	thermal_reader_rival	hard_collision	verdict
G647-A001-001	kchy	f103r	f103r.48	S	B	3	8	MEDIAL	opchealol	sam	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[polarar:?] | eingeweichtes Drogenholz | [qotolaiin:?] | [qokeey:?] | [qokeey:?] | [shkchy:?] | [opchealol:?] | [kchy:?] | Samen/Saatgut: Maß-/Einheitsform I	[polarar:?] | eingeweichtes Drogenholz | [qotolaiin:?] | heiß am Ende des Grades | heiß am Ende des Grades | [shkchy:?] | [opchealol:?] | heiß und trocken am Anfang des Grades | Samen/Saatgut: Maß-/Einheitsform I	0	0	READER_VARIANT_WARNING
G647-A001-002	kchy	f11r	f11r.4	H	A	1	3	MEDIAL	chy	dy	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	3	Maß trockenen Materials | trocken, Grundform | [kchy:?] | [dy:?] | Grad-/Maßwert III	Maß trockenen Materials | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [dy:?] | Grad-/Maßwert III	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-003	kchy	f11v	f11v.3	H	A	1	3	MEDIAL	dy	tchy	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	kalt-trockene Drogenportion im Ansatz | [dy:?] | [kchy:?] | [tchy:?] | [ar:?] | [qokchd:?] | heißer Ansatz, Grundform | [choldy:?] | [dy:?]	kalt-trockene Drogenportion im Ansatz | [dy:?] | heiß und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | [ar:?] | [qokchd:?] | heißer Ansatz am Anfang des Grades | [choldy:?] | [dy:?]	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-004	kchy	f13r	f13r.10	H	A	1	2	MEDIAL	sotchy	okorory	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	0	[sotchy:?] | [kchy:?] | [okorory:?]	[sotchy:?] | heiß und trocken am Anfang des Grades | [okorory:?]	0	0	OPAQUE_OR_UNSTABLE_CONTEXT
G647-A001-005	kchy	f13r	f13r.3	H	A	1	10	MEDIAL	ykchy	dar	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	[s:?] | [y:?] | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | [kchy:?] | [dar:?]	[s:?] | [y:?] | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | heiß und trocken am Anfang des Grades | [dar:?]	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-006	kchy	f14r	f14r.13	H	A	1	3	MEDIAL	chy	kchy	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	Samen/Saatgutzubereitung, Dosis III | trocken, Grundform | [kchy:?] | [kchy:?] | [ykeody:?]	Samen/Saatgutzubereitung, Dosis III | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [ykeody:?]	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-007	kchy	f14r	f14r.13	H	A	1	4	MEDIAL	kchy	ykeody	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	Samen/Saatgutzubereitung, Dosis III | trocken, Grundform | [kchy:?] | [kchy:?] | [ykeody:?]	Samen/Saatgutzubereitung, Dosis III | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [ykeody:?]	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-008	kchy	f14v	f14v.7	H	A	1	9	MEDIAL	o	dshy	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	0	[oy:?] | [kshy:?] | [cho:?] | [ty:?] | [dydy:?] | [odyd:?] | [otchy:?] | [o:?] | [kchy:?] | [dshy:?] | [dardy:?]	[oy:?] | heiß und feucht am Anfang des Grades | [cho:?] | kalt am Anfang des Grades | [dydy:?] | [odyd:?] | kalt-trockener Ansatz am Anfang des Grades | [o:?] | heiß und trocken am Anfang des Grades | [dshy:?] | [dardy:?]	0	0	READER_VARIANT_WARNING
G647-A001-009	kchy	f15r	f15r.14	H	A	1	2	MEDIAL	otcho	chol	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	[otcho:?] | [kchy:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ar:?] | [ytol:?] | [dor:?] | [dom:?]	[otcho:?] | heiß und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ar:?] | [ytol:?] | [dor:?] | [dom:?]	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-010	kchy	f16r	f16r.11	H	A	1	7	FINAL	chy	<EOS>	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	[sokchy:?] | [qokol:?] | [choty:?] | [okchy:?] | CTH-Drogenmaterial | trocken, Grundform | [kchy:?]	[sokchy:?] | [qokol:?] | [choty:?] | heiß-trockener Ansatz am Anfang des Grades | CTH-Drogenmaterial | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-011	kchy	f16r	f16r.12	H	A	1	3	MEDIAL	cho	shcthy	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	[dy:?] | [cho:?] | [kchy:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [shtshy:?] | feuchter Ansatz | [tchokyd:?]	[dy:?] | [cho:?] | heiß und trocken am Anfang des Grades | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [shtshy:?] | feuchter Ansatz | [tchokyd:?]	0	0	READER_VARIANT_WARNING
G647-A001-012	kchy	f16v	f16v.3	H	A	1	6	MEDIAL	chy	koshet	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[ykchy:?] | [dy:?] | [choy:?] | kalt, Grundform | trocken, Grundform | [kchy:?] | [koshet:?]	[ykchy:?] | [dy:?] | [choy:?] | kalt am Anfang des Grades | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [koshet:?]	0	0	READER_VARIANT_WARNING
G647-A001-013	kchy	f18v	f18v.5	H	A	1	4	MEDIAL	qol	qotchol	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[ychoees:?] | [ykchy:?] | [qol:?] | [kchy:?] | Material: kalt und trocken | [daiir:?] | [om:?]	[ychoees:?] | [ykchy:?] | [qol:?] | heiß und trocken am Anfang des Grades | Material: kalt und trocken | [daiir:?] | [om:?]	0	0	OPAQUE_OR_UNSTABLE_CONTEXT
G647-A001-014	kchy	f19r	f19r.9	H	A	1	6	MEDIAL	tchy	shdaiin	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	kalt-trockene Drogenportion | [dy:?] | [dor:?] | [y:?] | [tchy:?] | [kchy:?] | [shdaiin:?]	kalt-trockene Drogenportion | [dy:?] | [dor:?] | [y:?] | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [shdaiin:?]	0	0	READER_VARIANT_WARNING
G647-A001-015	kchy	f19v	f19v.1	H	A	1	6	FINAL	py	<EOS>	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[pochaiin:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [chpcheos:?] | [opchey:?] | Pulver in Grundform | [kchy:?]	[pochaiin:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [chpcheos:?] | [opchey:?] | Pulver in Grundform | heiß und trocken am Anfang des Grades	0	0	READER_VARIANT_WARNING
G647-A001-016	kchy	f22r	f22r.12	H	A	1	4	MEDIAL	okchy	dchol	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[odchaiin:?] | CTH-Drogenmaterial | [okchy:?] | [kchy:?] | Maß trockenen Materials | Qualitätsgrad III | [ydaiin:?]	[odchaiin:?] | CTH-Drogenmaterial | heiß-trockener Ansatz am Anfang des Grades | heiß und trocken am Anfang des Grades | Maß trockenen Materials | Qualitätsgrad III | [ydaiin:?]	0	0	OPAQUE_OR_UNSTABLE_CONTEXT
G647-A001-017	kchy	f22r	f22r.3	H	A	1	4	MEDIAL	o	daiin	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	3	[qokol:?] | [dykaiin:?] | [o:?] | [kchy:?] | Grad-/Maßwert III | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [ctholo:?] | [dar:?] | feucht, Grad II	[qokol:?] | [dykaiin:?] | [o:?] | heiß und trocken am Anfang des Grades | Grad-/Maßwert III | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [ctholo:?] | [dar:?] | feucht, Grad II	0	0	READER_VARIANT_WARNING
G647-A001-018	kchy	f22v	f22v.2	H	A	1	5	MEDIAL	qotchy	otchyd	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	Grad-/Maßwert III | [y:?] | heiß, Grad III | kalt-trocken | [kchy:?] | [otchyd:?] | [dshor:?] | [ychy:?]	Grad-/Maßwert III | [y:?] | heiß, Grad III | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [otchyd:?] | [dshor:?] | [ychy:?]	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-019	kchy	f25r	f25r.2	H	A	1	8	MEDIAL	shachy	chkain	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[otor:?] | Pflanzen-/Reproduktionsteil | [chsky:?] | [chotchy:?] | [shair:?] | [qod:?] | [shachy:?] | [kchy:?] | [chkain:?]	[otor:?] | Pflanzen-/Reproduktionsteil | [chsky:?] | [chotchy:?] | [shair:?] | [qod:?] | [shachy:?] | heiß und trocken am Anfang des Grades | [chkain:?]	0	0	OPAQUE_OR_UNSTABLE_CONTEXT
G647-A001-020	kchy	f2v	f2v.2	H	A	1	2	MEDIAL	kcho	sho	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	5	Zubereitung: heiß und trocken | [kchy:?] | feuchter Ansatz | feucht; nominal feuchtes Gut/Material | [qotcho:?] | [loeees:?] | kalt, Grundform | Pflanzen-/Reproduktionsteil | Menge/Portion III	Zubereitung: heiß und trocken | heiß und trocken am Anfang des Grades | feuchter Ansatz | feucht; nominal feuchtes Gut/Material | [qotcho:?] | [loeees:?] | kalt am Anfang des Grades | Pflanzen-/Reproduktionsteil | Menge/Portion III	0	0	CLEAN_CONTEXT_COMPATIBLE
G647-A001-021	kchy	f31r	f31r.11	H	B	2	6	MEDIAL	deey	keey	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[olsheol:?] | heiß-trocken | [dal:?] | [chey:?] | [deey:?] | [kchy:?] | [keey:?] | heiß im Zubereitungsrahmen, Grad IV | [ykeey:?]	[olsheol:?] | heiß und trocken am Anfang des Grades | [dal:?] | trocken in der Mitte des Grades | [deey:?] | heiß und trocken am Anfang des Grades | heiß am Ende des Grades | heiß im Zubereitungsrahmen, Grad IV | [ykeey:?]	0	0	OPAQUE_OR_UNSTABLE_CONTEXT
G647-A001-022	kchy	f34r	f34r.2	H	B	2	9	MEDIAL	oltey	ty	READER_VARIANT	0	0	[kchy:?]	heiß und trocken am Anfang des Grades	1	0	[ytar:?] | [sheody:?] | [o:?] | Drogenholz: Maß-/Einheitsform I | [octhedy:?] | gekühlter Ansatz | [chdain:?] | [oltey:?] | [kchy:?] | [ty:?]	[ytar:?] | [sheody:?] | [o:?] | Drogenholz: Maß-/Einheitsform I | [octhedy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [chdain:?] | [oltey:?] | heiß und trocken am Anfang des Grades | kalt am Anfang des Grades	0	0	READER_VARIANT_WARNING
G647-A001-023	kchy	f36v	f36v.12	H	A	1	2	MEDIAL	ytol	oty	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	1	[ytol:?] | [kchy:?] | kalter Ansatz, Grundform | [chd:?]	[ytol:?] | heiß und trocken am Anfang des Grades | kalter Ansatz am Anfang des Grades | [chd:?]	0	0	OPAQUE_OR_UNSTABLE_CONTEXT
G647-A001-024	kchy	f42v	f42v.14	H	A	1	3	MEDIAL	chy	cthy	ALL_THREE_EXACT	1	1	[kchy:?]	heiß und trocken am Anfang des Grades	1	2	kalt, Bindungsstufe II | trocken, Grundform | [kchy:?] | CTH-Drogenmaterial | [ees:?] | [choly:?] | [sarar:?] | [aral:?]	kalt am Ende des Grades | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | CTH-Drogenmaterial | [ees:?] | [choly:?] | [sarar:?] | [aral:?]	0	0	CLEAN_CONTEXT_COMPATIBLE
