edition	paragraph	writer	source_atoms	source_types	groups	gdt986_status	status	nodes	full_code	independent_confirmation_capacity
ZL3b	f75r|f75r.1-f75r.26	PREFIX	111	47	229	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75r|f75r.1-f75r.26	POSTFIX	111	47	229	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75r|f75r.27-f75r.31	PREFIX	111	47	57	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75r|f75r.27-f75r.31	POSTFIX	111	47	57	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75r|f75r.32-f75r.46	PREFIX	111	47	122	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75r|f75r.32-f75r.46	POSTFIX	111	47	122	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75r|f75r.47-f75r.53	PREFIX	111	47	10	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75r|f75r.47-f75r.53	POSTFIX	111	47	10	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.38-f75v.42	PREFIX	111	47	59	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.38-f75v.42	POSTFIX	111	47	59	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.43-f75v.49	PREFIX	111	47	75	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.43-f75v.49	POSTFIX	111	47	75	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.57-f75v.59	PREFIX	111	47	11	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.57-f75v.59	POSTFIX	111	47	11	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.60-f75v.70	PREFIX	111	47	59	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f75v|f75v.60-f75v.70	POSTFIX	111	47	59	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76r|f76r.39-f76r.43	PREFIX	111	47	58	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76r|f76r.39-f76r.43	POSTFIX	111	47	58	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76r|f76r.44-f76r.50	PREFIX	111	47	77	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76r|f76r.44-f76r.50	POSTFIX	111	47	77	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76r|f76r.51-f76r.56	PREFIX	111	47	58	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76r|f76r.51-f76r.56	POSTFIX	111	47	58	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76v|f76v.1-f76v.9	PREFIX	111	47	93	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76v|f76v.1-f76v.9	POSTFIX	111	47	93	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76v|f76v.10-f76v.15	PREFIX	111	47	57	UNKNOWN_SOLVER	UNSAT_FINITE	41	False	0
ZL3b	f76v|f76v.10-f76v.15	POSTFIX	111	47	57	UNKNOWN_SOLVER	UNSAT_FINITE	21	False	0
ZL3b	f76v|f76v.16-f76v.24	PREFIX	111	47	86	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76v|f76v.16-f76v.24	POSTFIX	111	47	86	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
ZL3b	f76v|f76v.25-f76v.33	PREFIX	111	47	85	UNKNOWN_SOURCE	UNKNOWN_SOURCE		False	0
