event_id	step	transition_type	input_state	operation	operation_reading_de	output_state	owner_de
E122	1	OPERATION	ACTIVE_ITEM	K	ZUGEBEN	MATERIAL_ADDED	gemeinsame zweireihige Figuren-/Beckenstation
E122	2	OPERATION	MATERIAL_ADDED	CHD	UMSETZEN	ITEM_TRANSFERRED	gemeinsame zweireihige Figuren-/Beckenstation
E122	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	gemeinsame zweireihige Figuren-/Beckenstation
E147	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	gemeinsame zweireihige Figuren-/Beckenstation
E147	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	gemeinsame zweireihige Figuren-/Beckenstation
E147	3	ENDPOINT	ITEM_TRANSFERRED	TARGET	TARGET	AT_OWNER_TARGET	gemeinsame zweireihige Figuren-/Beckenstation
E174	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	oberes Beckenpaar mit Zylinder
E174	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	oberes Beckenpaar mit Zylinder
E174	3	ENDPOINT	ITEM_TRANSFERRED	KEEP	KEEP	ITEM_TRANSFERRED	oberes Beckenpaar mit Zylinder
E210	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	unteres grünes Mehrfigurenbecken
E210	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	unteres grünes Mehrfigurenbecken
E210	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	unteres grünes Mehrfigurenbecken
E215	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	kleine Randstationen des unteren Beckens
E215	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	kleine Randstationen des unteren Beckens
E215	3	ENDPOINT	ITEM_TRANSFERRED	SOURCE	SOURCE	FROM_OWNER_SOURCE	kleine Randstationen des unteren Beckens
E228	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	kleine Randstationen des unteren Beckens
E228	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	kleine Randstationen des unteren Beckens
E228	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	kleine Randstationen des unteren Beckens
E235	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	obere offene Fächerstation am Rand
E235	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	obere offene Fächerstation am Rand
E235	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	obere offene Fächerstation am Rand
E246	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	mittlere Randfigur im runden Gefäß
E246	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	mittlere Randfigur im runden Gefäß
E246	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	mittlere Randfigur im runden Gefäß
E262	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	untere Randfigur im korbartigen Gefäß
E262	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	untere Randfigur im korbartigen Gefäß
E262	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	untere Randfigur im korbartigen Gefäß
E269	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	unverbundener Zwischenbereich
E269	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	unverbundener Zwischenbereich
E269	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	unverbundener Zwischenbereich
E282	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	unverbundener Zwischenbereich
E282	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	unverbundener Zwischenbereich
E282	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	unverbundener Zwischenbereich
E344	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	linke Hauptstation mit offenem Fransenlauf
E344	2	OPERATION	PATH_ENGAGED	K	ZUGEBEN	MATERIAL_ADDED	linke Hauptstation mit offenem Fransenlauf
E344	3	ENDPOINT	MATERIAL_ADDED	CLOSE	CLOSE	STEP_CLOSED	linke Hauptstation mit offenem Fransenlauf
E345	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	linke Hauptstation mit offenem Fransenlauf
E345	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	linke Hauptstation mit offenem Fransenlauf
E345	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	linke Hauptstation mit offenem Fransenlauf
E357	1	OPERATION	ACTIVE_ITEM	L	LEITEN	PATH_ENGAGED	rechte Hauptstation mit S-Lauf und Mehrarmknoten
E357	2	OPERATION	PATH_ENGAGED	CHD	UMSETZEN	ITEM_TRANSFERRED	rechte Hauptstation mit S-Lauf und Mehrarmknoten
E357	3	ENDPOINT	ITEM_TRANSFERRED	CLOSE	CLOSE	STEP_CLOSED	rechte Hauptstation mit S-Lauf und Mehrarmknoten
