joint_tuple_id	surface_family	occurrences	records	pages	previous_architecture	previous_parse	previous_reading_de	carrier_closure_status	carrier_rule_ids	closed_architecture	closed_parse	closed_reading_de	teaching_symbol
00d8ebe3c68294eeac39	chdal	1	B5	f83r	PRODUCTIVE_COMPOSITION	CHD_TRANSFER+AL_TO	dort umsetzen	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	CHD_TRANSFER+AL_TO	dort umsetzen	P
0275fbf14e07935b0a45	okeey|qokeey	7	B1|B2|B3|B4	f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	P
03626ca94cb17800d767	sheedy	1	B3	f83r	PRODUCTIVE_COMPOSITION	SHED_SETTLE+GRADE_2+DY_CLOSE	länger absetzen; Schluss	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	SHED_SETTLE+GRADE_2+DY_CLOSE	länger absetzen; Schluss	P
04a3877f0fc81b7597c9	ldy	2	B2|B3	f82r|f83r	PARTIAL_COMPOSITION	l=abziehen + dy=Ende	abziehen; Ende	PROMOTED_FROM_PARTIAL	C02_TERMINAL_D_FRAME	PRODUCTIVE_COMPOSITION	L_OUT+CLOSE_EXACT	abziehen; Ende	P
07913ef9b1fb773cd325	okchedy|qokchedy	2	B1|B3	f81v|f83r	PRODUCTIVE_COMPOSITION	OK+CHED_TRANSFER+CLOSE	umsetzen; Schluss	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	OK+CHED_TRANSFER+CLOSE	umsetzen; Schluss	P
087a47b5423438cd6b6a	chokcheo	1	H5	f56r	PRODUCTIVE_COMPOSITION	CH_RENDERER+OK_ADD+CHEO_EXTRACT	Auszug zugeben	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	CH_RENDERER+OK_ADD+CHEO_EXTRACT	Auszug zugeben	P
08bd5ca0c2ad137a056d	okey|qokey	2	B1|B2	f81v|f82r	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_1+Y_OPEN	kurz ansetzen	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_1+Y_OPEN	kurz ansetzen	P
0ab57b7166de99db3a55	lchy	1	B2	f82r	PRODUCTIVE_COMPOSITION	LCH_WITHDRAW+Y_ITEM	abziehen	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	LCH_WITHDRAW+Y_ITEM	abziehen	P
0bdc8b6db811b4e67a63	chary	1	B3	f83r	PRODUCTIVE_COMPOSITION	AR_FROM+Y_CURRENT	daraus	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	AR_FROM+Y_CURRENT	daraus	P
0ec6a45e2950e8e7061d	chodaly	1	H5	f56r	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+AL_TO+Y_ITEM	Zutat dorthin	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+AL_TO+Y_ITEM	Zutat dorthin	P
0f15effeca7ab10bb026	lchedar	1	B2	f82r	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AR_FROM	von dort abführen	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AR_FROM	von dort abführen	P
0f18de177ed7c878bf95	dl	2	B1	f81v	MEMORIZED_WHOLE_CARD	DL_BATH_ADDITIVE_WHOLE_CARD	Zusatz	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	DL_BATH_ADDITIVE_WHOLE_CARD	Zusatz	W
10488b911aae52b3b334	otchor|qotchor	2	H2|H5	f10r|f56r	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OR_BATCH	Folgeansatz	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OR_BATCH	Folgeansatz	P
12efe866f335461823a6	chair	1	H1	f10r	PRODUCTIVE_COMPOSITION	CH_INLET+AIR_WATER	Wasserzulauf	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	CH_INLET+AIR_WATER	Wasserzulauf	P
1322bc176443fc2a8a86	qokokchy	1	H5	f56r	PRODUCTIVE_COMPOSITION	OK_SET+OK_REPEAT+Y_CURRENT	erneut ansetzen	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	OK_SET+OK_REPEAT+Y_CURRENT	erneut ansetzen	P
1496a731803a9f48d2e1	rol	1	B1	f81v	PARTIAL_COMPOSITION	OL_CONTINUE	weiterfuehren	PROMOTED_FROM_PARTIAL	C01_LOCAL_FRAME	PRODUCTIVE_COMPOSITION	R_FRAME+OL_CONTINUE	weiterfuehren	P
1645e612504fcef59ced	okain|qokain	7	B1|B2|B3|B4	f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	OK+AIN_PORTION	eine Portion zugeben	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	OK+AIN_PORTION	eine Portion zugeben	P
