joint_tuple_id	surface_family	occurrences	event_ids	statement_ids	pages	previous_parse	previous_reading_de	carrier_rule_ids	closed_parse	closed_reading_de	closure_status	apprentice_rationale_de
62ff059766b21c7de083	otytchol	1	E007	H1-S001	f10r	OT_FOLLOW+TY_PART+OL_CONTINUE	naechsten Teilposten weiterfuehren	NONE_ALREADY_COMPOSED	OT_FOLLOW+TY_PART+OL_CONTINUE	naechsten Teilposten weiterfuehren	PROMOTED_TO_PRODUCTIVE_COMPOSITION	Alle drei sichtbaren Kerne waren bereits im Lehrkasten.
953ad19b79517fc8a211	tshol	1	E039	H3-S001	f11r	T_LOCAL+HO_INGREDIENT+L_OUT	Zutat entnehmen	C01_LOCAL_FRAME	T_FRAME+HO_INGREDIENT+L_OUT	Zutat entnehmen	PROMOTED_TO_PRODUCTIVE_COMPOSITION	T ist lokaler Rahmen; HO und L liefern Zutat und Entnahme.
e026af581c99322fbd46	talam	1	E063	H4-S002	f55v	AL_TO+TAM_STORE	am Ziel verwahren	C08_T_AM_STORE	T_STORE_FRAME+AL_TO+AM_STORE	am Ziel verwahren	PROMOTED_TO_PRODUCTIVE_COMPOSITION	Der Speicherrahmen T...AM umschliesst AL als Ziel.
61a075bc54793c1c781f	sotodan	1	E097	H5-S005	f56r	OT_FOLLOW+DAN_APPLY	danach anwenden	C01_LOCAL_FRAME|C06_DAN_APPLY	S_FRAME+OT_FOLLOW+DAN_APPLY	danach anwenden	PROMOTED_TO_PRODUCTIVE_COMPOSITION	S ist Rahmen; OT ordnet; DAN liefert Anwenden.
1496a731803a9f48d2e1	rol	1	E111	B1-S002	f81v	OL_CONTINUE	weiterfuehren	C01_LOCAL_FRAME	R_FRAME+OL_CONTINUE	weiterfuehren	PROMOTED_TO_PRODUCTIVE_COMPOSITION	R ist lokaler Rahmen; OL traegt die Fortsetzung.
4da0f0f7b5fc7ac20067	ral	1	E130	B1-S006	f81v	R_LOCAL+AL_TO	zur Zielstelle	C01_LOCAL_FRAME	R_FRAME+AL_TO	zur Zielstelle	PROMOTED_TO_PRODUCTIVE_COMPOSITION	R ist lokaler Rahmen; AL traegt das Ziel.
c205570c49d4d93c23d3	qolky	1	E146	B1-S014	f81v	OL_CONTINUE+KY_LOCAL	weiterfuehren	C05_KY_PATH	Q_FRAME+OL_CONTINUE+KY_PATH	weiterfuehren	PROMOTED_TO_PRODUCTIVE_COMPOSITION	Q ist Oberflaechenrahmen; OL und KY halten denselben Arbeitsweg.
04a3877f0fc81b7597c9	ldy	2	E184|E308	B2-S005|B3-S033	f82r|f83r	l=abziehen + dy=Ende	abziehen; Ende	C02_TERMINAL_D_FRAME	L_OUT+CLOSE_EXACT	abziehen; Ende	PROMOTED_TO_PRODUCTIVE_COMPOSITION	L liefert den Abgang; die exakte Endkarte schliesst.
5eff216ba51fbfb21f22	ls	1	E196	B2-S010	f82r	L_OUT+S_PORT	Auslass	C04_S_PORT	L_OUT+S_PORT	Auslass	PROMOTED_TO_PRODUCTIVE_COMPOSITION	S waehlt den markierten Port innerhalb des L-Abgangs.
d4a31dbcf1ed6d9e5aa9	tshey	1	E212	B2-S015	f82r	T_LOCAL+SHEY_CLEAR_FLOW	Klarlauf	C01_LOCAL_FRAME	T_FRAME+SHEY_CLEAR_FLOW	Klarlauf	PROMOTED_TO_PRODUCTIVE_COMPOSITION	T ist lokaler Rahmen; SHEY traegt den Klarlauf.
98bdc4244c84cbef3321	rsheal	1	E222	B2-S017	f82r	SH_REST+E_SHORT+AL_TO	kurz am Ziel ruhen	C01_LOCAL_FRAME	R_FRAME+SH_REST+E_SHORT+AL_TO	kurz am Ziel ruhen	PROMOTED_TO_PRODUCTIVE_COMPOSITION	R ist Rahmen; SH, E und AL liefern Zustand, Grad und Ziel.
78b3b3140714da19090d	daldy	1	E223	B2-S017	f82r	DALDY_SIDE_PORT+TERMINAL	Nebenöffnung; Schluss	C02_TERMINAL_D_FRAME	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	Nebenoeffnung; Schluss	PROMOTED_TO_PRODUCTIVE_COMPOSITION	Der D-Rahmen waehlt die seitliche Zielzelle; AL liefert das Ziel.
f2af6326898fb5b490a4	lochedy	1	E228	B2-S022	f82r	LO_REMAINDER+CHED_TRANSFER+TERMINAL	Rest abführen; Schluss	C03_O_RESIDUAL_BRANCH|C02_TERMINAL_D_FRAME	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	Rest abfuehren; Schluss	PROMOTED_TO_PRODUCTIVE_COMPOSITION	O waehlt den Restast; L und CHED fuehren ihn ab; die exakte Karte schliesst.
2b7fa918d1b2f5c656e3	lo	1	E263	B3-S016	f83r	L_OUT+O_LOCAL	abfuehren	C03_O_RESIDUAL_BRANCH	L_OUT+O_RESIDUAL_BRANCH	abfuehren	PROMOTED_TO_PRODUCTIVE_COMPOSITION	L und der gebundene O-Restast genuegen.
d788d8d72d41b25a3c71	chealror	1	E290	B3-S026	f83r	AL_TO+R_LOCAL+OR_BATCH	Ansatz von dort zur Zielstelle	C01_LOCAL_FRAME	AL_TO+R_FRAME+OR_BATCH	Ansatz von dort zur Zielstelle	PROMOTED_TO_PRODUCTIVE_COMPOSITION	R bindet lokal; AL und OR liefern Ziel und Ansatz.
9247e38d29c79a0d2fa5	cheeety	1	E296	B3-S029	f83r	EEE_FULL+TY_PART	ganzen Teilposten	NONE_ALREADY_COMPOSED	EEE_FULL+TY_PART	ganzen Teilposten	PROMOTED_TO_PRODUCTIVE_COMPOSITION	EEE und TY sind bereits bekannte Grad- und Teilkerne.
92e43836d82f98bf02d3	sheey	1	E334	B4-S008	f83r	SH_REST+EE_LONG+Y_CURRENT	laenger ruhen	NONE_ALREADY_COMPOSED	SH_REST+EE_LONG+Y_CURRENT	laenger ruhen	PROMOTED_TO_PRODUCTIVE_COMPOSITION	SH, EE und Y sind bereits bekannte Zustandskerne.
8aedd154964a78e555d6	dairydy	1	E351	B4-S014	f83r	D_HULL+AIR_WATER+Y_ITEM+TERMINAL	Wasserlauf schließen; Schluss	C02_TERMINAL_D_FRAME	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	Wasserlauf schliessen; Schluss	PROMOTED_TO_PRODUCTIVE_COMPOSITION	AIR und Y liefern Wasserlauf und Posten; der exakte D-Rahmen schliesst.
883a6708116c342cb10b	skar	1	E360	B4-S016	f83r	SK_POUR+AR_FROM	von dort ausgiessen	C07_SK_POUR	SK_POUR+AR_FROM	von dort ausgiessen	PROMOTED_TO_PRODUCTIVE_COMPOSITION	SK liefert Ausgiessen; AR liefert die Quelle.
