event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	previous_architecture	carrier_closure_status	carrier_rule_ids	closed_architecture	teaching_symbol	closed_parse	closed_card_reading_de	contextual_event_reading_de	step_closure_role
1	E001	H1	f10r	f10r.2	F001	H1-S001	65f320e75510b2f38182	dchey	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_WHOLE_CARD	Wurzel	Wurzel	NO_EVENT_CLOSE
2	E002	H1	f10r	f10r.2	F001	H1-S001	dedc383b600397a301ee	cthoor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+OR_BATCH	Ansatz bereit	Ansatz bereit	NO_EVENT_CLOSE
3	E003	H1	f10r	f10r.2	F001	H1-S001	4d4559019a961b834aa1	char	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AR_FROM	daraus	daraus	NO_EVENT_CLOSE
4	E004	H1	f10r	f10r.2	F001	H1-S001	80ebbbbf238eee9f0aef	chty	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CH_PARTITION+TY_PART	Teil abtrennen	Teil abtrennen	NO_EVENT_CLOSE
5	E005	H1	f10r	f10r.2	F001	H1-S001	df1098831679a8ad1b39	os	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_VESSEL_CARD	Gefaess	Gefaess	NO_EVENT_CLOSE
6	E006	H1	f10r	f10r.2	F001	H1-S001	12efe866f335461823a6	chair	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CH_INLET+AIR_WATER	Wasserzulauf	Wasserzulauf	NO_EVENT_CLOSE
7	E007	H1	f10r	f10r.2	F001	H1-S001	62ff059766b21c7de083	otytchol	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	NONE_ALREADY_COMPOSED	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+TY_PART+OL_CONTINUE	naechsten Teilposten weiterfuehren	naechsten Teilposten weiterfuehren	NO_EVENT_CLOSE
8	E008	H1	f10r	f10r.2	F001	H1-S001	276a7c2d74d1143446f4	oky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
9	E009	H1	f10r	f10r.2	F001	H1-S001	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
10	E010	H1	f10r	f10r.2	F001	H1-S001	a6939862e33ece5a0483	etyd	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	E_SHORT+TY_PART+D_LOCAL	kleiner Restteil	kleiner Restteil	NO_EVENT_CLOSE
11	E011	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	qokchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+CH_WRAPPER+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
12	E012	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+OL_CONTINUE	danach weiterfuehren	danach weiterfuehren	NO_EVENT_CLOSE
13	E013	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
14	E014	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+Y_CURRENT	bereit	bereit	NO_EVENT_CLOSE
15	E015	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	ycheor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_ITEM+CHEO_EXTRACT+OR_BATCH	Auszugsansatz	Auszugsansatz	NO_EVENT_CLOSE
16	E016	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+Y_CURRENT	bereit	bereit	NO_EVENT_CLOSE
17	E017	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OR_BATCH	Ansatz	Ansatz	NO_EVENT_CLOSE
18	E018	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+AIIN_MEASURE	Fertigmaß	Fertigmaß	NO_EVENT_CLOSE
19	E019	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+OL_CONTINUE+Y_CURRENT	bereiten Posten weiterfuehren	bereiten Posten weiterfuehren	NO_EVENT_CLOSE
20	E020	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
21	E021	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
22	E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
23	E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	shy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
24	E024	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	qotchor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+OR_BATCH	Folgeansatz	Folgeansatz	NO_EVENT_CLOSE
25	E025	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OR_BATCH	Ansatz	Ansatz	NO_EVENT_CLOSE
26	E026	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	otol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+OL_CONTINUE	danach fortsetzen	danach fortsetzen	NO_EVENT_CLOSE
27	E027	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
28	E028	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	cholor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+OR_BATCH	Fortsetzungsansatz	Fortsetzungsansatz	NO_EVENT_CLOSE
29	E029	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
30	E030	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
31	E031	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	dar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AR_FROM	daraus	daraus	NO_EVENT_CLOSE
32	E032	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_VESSEL_CARD	Gefaess	Gefaess	NO_EVENT_CLOSE
33	E033	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	shor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OR_BATCH	Ansatz	Ansatz	NO_EVENT_CLOSE
34	E034	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OR_BATCH	Ansatz	Ansatz	NO_EVENT_CLOSE
35	E035	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
36	E036	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	K_SOFT+IIN_TARGET_STAGE	Weichstufe	Weichstufe	NO_EVENT_CLOSE
37	E037	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
38	E038	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	chodaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT+AIIN_MEASURE	Zutatenmaß	Zutatenmaß	NO_EVENT_CLOSE
39	E039	H3	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	tshol	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C01_LOCAL_FRAME	PRODUCTIVE_COMPOSITION	P	T_FRAME+HO_INGREDIENT+L_OUT	Zutat entnehmen	Zutat entnehmen	NO_EVENT_CLOSE
40	E040	H3	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	schoal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT+AL_TO	Zutat dorthin	Zutat dorthin	NO_EVENT_CLOSE
41	E041	H3	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_WHOLE_CARD	auswringen	auswringen	NO_EVENT_CLOSE
42	E042	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHFY_STAND+AIIN_MEASURE	Standmaß	Standmaß	NO_EVENT_CLOSE
43	E043	H3	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	cphy	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_WHOLE_CARD	nachseihen	nachseihen	NO_EVENT_CLOSE
44	E044	H3	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	shey	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	Klarlauf	NO_EVENT_CLOSE
45	E045	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	tchody	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	TCHO_COOL+DY_CLOSE	kalt stellen	kalt stellen	COMMIT_CELL
46	E046	H3	f11r	f11r.1	F007	H3-S002	577c03a928d674d420d7	shoyty	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT+Y_CURRENT+TY_PART	Zutatenteil	Zutatenteil	NO_EVENT_CLOSE
47	E047	H3	f11r	f11r.4	F008	H3-S003	d665560c8ff80799a82c	dchol	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	Voriges	Voriges	NO_EVENT_CLOSE
48	E048	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
49	E049	H3	f11r	f11r.4	F008	H3-S003	b2812c8283c3a62438bd	kchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	KCH_PROCESS+Y_CURRENT	diesen Posten bearbeiten	diesen Posten bearbeiten	NO_EVENT_CLOSE
50	E050	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
51	E051	H3	f11r	f11r.4	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
52	E052	H3	f11r	f11r.7	F009	H3-S004	a48efd6c4491a046ba78	qotchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+CHY_ITEM	Folgeposten	Folgeposten	NO_EVENT_CLOSE
53	E053	H3	f11r	f11r.7	F009	H3-S004	322281bd391aa621f568	okchol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+CH_WRAPPER+OL_CONTINUE	Fortsetzung einsetzen	Fortsetzung einsetzen	NO_EVENT_CLOSE
54	E054	H3	f11r	f11r.7	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+Y_CURRENT	bereit	bereit	NO_EVENT_CLOSE
55	E055	H3	f11r	f11r.7	F009	H3-S004	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
56	E056	H4	f55v	f55v.5	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
57	E057	H4	f55v	f55v.5	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
58	E058	H4	f55v	f55v.5	F010	H4-S001	403c1592f918c8f23b88	ykain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_ITEM+AIN_PORTION	Postenportion	Postenportion	NO_EVENT_CLOSE
59	E059	H4	f55v	f55v.5	F010	H4-S001	d929a14ec45749b2e805	ykan	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_ITEM+AIN_PORTION	dieser Anteil	dieser Anteil	NO_EVENT_CLOSE
60	E060	H4	f55v	f55v.5	F010	H4-S001	97cc9ac109148723c472	ody	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	ODY_COOL+TERMINAL_CLOSE	kühlen	kühlen	COMMIT_CELL
61	E061	H4	f55v	f55v.5	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
62	E062	H4	f55v	f55v.5	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	umsetzen	NO_EVENT_CLOSE
63	E063	H4	f55v	f55v.5	F011	H4-S002	e026af581c99322fbd46	talam	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C08_T_AM_STORE	PRODUCTIVE_COMPOSITION	P	T_STORE_FRAME+AL_TO+AM_STORE	am Ziel verwahren	am Ziel verwahren	NO_EVENT_CLOSE
64	E064	H4	f55v	f55v.11	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_ITEM+AIIN_MEASURE	Postenmaß	Postenmaß	NO_EVENT_CLOSE
65	E065	H4	f55v	f55v.11	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHEO_EXTRACT+AR_SOURCE	Auszug entnehmen	Auszug entnehmen	NO_EVENT_CLOSE
66	E066	H4	f55v	f55v.11	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHK_WARM+GRADE_2+Y_OPEN	länger wärmen	länger wärmen	NO_EVENT_CLOSE
67	E067	H4	f55v	f55v.11	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+DY_CLOSE	fortsetzen; Schluss	fortsetzen; Schluss	COMMIT_CELL
68	E068	H4	f55v	f55v.11	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
69	E069	H4	f55v	f55v.11	F013	H4-S004	308e8ea2d5d190c498e8	okal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AL_TO	dort ansetzen	dort ansetzen	NO_EVENT_CLOSE
70	E070	H4	f55v	f55v.11	F013	H4-S004	204b04837409088c48f9	oltchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+CTH_READY+Y_CURRENT	bereit weiterfuehren	bereit weiterfuehren	NO_EVENT_CLOSE
