event_id	record	statement_id	checkpoint	naive_error	correction_de	result
E001	H1	H1-S001	RESET_OWNER	Vorigen Bildgegenstand weitertragen	Aktiven Posten auf Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB zurücksetzen.	CORRECTED
E008	H1	H1-S001	COPY_LOCAL_ALLOGRAPH	Regelform choky schreiben	Lokale Exemplarform oky kopieren.	CORRECTED
E011	H1	H1-S002	COPY_LOCAL_ALLOGRAPH	Regelform okchy schreiben	Lokale Exemplarform qokchy kopieren.	CORRECTED
E015	H2	H2-S001	RESET_OWNER	Vorigen Bildgegenstand weitertragen	Aktiven Posten auf Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB zurücksetzen.	CORRECTED
E020	H2	H2-S001	COPY_LOCAL_ALLOGRAPH	Regelform chy schreiben	Lokale Exemplarform dy kopieren.	CORRECTED
E022	H2	H2-S001	COPY_LOCAL_ALLOGRAPH	Regelform daiin schreiben	Lokale Exemplarform taiin kopieren.	CORRECTED
E023	H2	H2-S001	COPY_LOCAL_ALLOGRAPH	Regelform chey schreiben	Lokale Exemplarform shy kopieren.	CORRECTED
E024	H2	H2-S002	COPY_LOCAL_ALLOGRAPH	Regelform otchor schreiben	Lokale Exemplarform qotchor kopieren.	CORRECTED
E028	H2	H2-S002	COPY_LOCAL_ALLOGRAPH	Regelform olor schreiben	Lokale Exemplarform cholor kopieren.	CORRECTED
E031	H2	H2-S002	COPY_LOCAL_ALLOGRAPH	Regelform char schreiben	Lokale Exemplarform dar kopieren.	CORRECTED
E033	H2	H2-S003	COPY_LOCAL_ALLOGRAPH	Regelform chor schreiben	Lokale Exemplarform shor kopieren.	CORRECTED
E037	H2	H2-S003	COPY_LOCAL_ALLOGRAPH	Regelform chy schreiben	Lokale Exemplarform dy kopieren.	CORRECTED
E039	H3	H3-S001	RESET_OWNER	Vorigen Bildgegenstand weitertragen	Aktiven Posten auf Besitzer WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT zurücksetzen.	CORRECTED
E044	H3	H3-S001	COPY_LOCAL_ALLOGRAPH	Regelform cheey schreiben	Lokale Exemplarform shey kopieren.	CORRECTED
E045	H3	H3-S001	ACTION_THEN_CLOSE	Endkarte als bloße Interpunktion lesen	Zuerst SOURCE_DRAW ausführen, danach CLOSE.	CORRECTED
E050	H3	H3-S003	COPY_LOCAL_ALLOGRAPH	Regelform chy schreiben	Lokale Exemplarform dy kopieren.	CORRECTED
E055	H3	H3-S004	COPY_LOCAL_ALLOGRAPH	Regelform chey schreiben	Lokale Exemplarform dy kopieren.	CORRECTED
E056	H4	H4-S001	RESET_OWNER	Vorigen Bildgegenstand weitertragen	Aktiven Posten auf Besitzer WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT zurücksetzen.	CORRECTED
E057	H4	H4-S001	COPY_LOCAL_ALLOGRAPH	Regelform daiin schreiben	Lokale Exemplarform chaiin kopieren.	CORRECTED
E060	H4	H4-S001	ACTION_THEN_CLOSE	Endkarte als bloße Interpunktion lesen	Zuerst CONTINUE_USE ausführen, danach CLOSE.	CORRECTED
E067	H4	H4-S003	ACTION_THEN_CLOSE	Endkarte als bloße Interpunktion lesen	Zuerst CONTINUE_USE ausführen, danach CLOSE.	CORRECTED
E068	H4	H4-S004	COPY_LOCAL_ALLOGRAPH	Regelform daiin schreiben	Lokale Exemplarform aiin kopieren.	CORRECTED
E069	H4	H4-S004	COPY_LOCAL_ALLOGRAPH	Regelform qokal schreiben	Lokale Exemplarform okal kopieren.	CORRECTED
E071	H4	H4-S004	COPY_LOCAL_ALLOGRAPH	Regelform chor schreiben	Lokale Exemplarform or kopieren.	CORRECTED
E072	H4	H4-S004	COPY_LOCAL_ALLOGRAPH	Regelform chey schreiben	Lokale Exemplarform y kopieren.	CORRECTED
E074	H5	H5-S001	RESET_OWNER	Vorigen Bildgegenstand weitertragen	Aktiven Posten auf Besitzer WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB zurücksetzen.	CORRECTED
E078	H5	H5-S001	CARRY_ACROSS_LINE	Neue physische Zeile als neue Aussage lesen	Aussage und Automatenzustand aus der Vorzeile fortführen.	CORRECTED
E083	H5	H5-S002	COPY_LOCAL_ALLOGRAPH	Regelform dchol schreiben	Lokale Exemplarform schol kopieren.	CORRECTED
E086	H5	H5-S002	ACTION_THEN_CLOSE	Endkarte als bloße Interpunktion lesen	Zuerst HOLD_STATE ausführen, danach CLOSE.	CORRECTED
