event_id	statement_id	field_id	visible_surface	portable_value_de	terminal_status	visible_owner	graph_node_id	node_function_de
E229	B3-S001	F071	olkeedy	lange sammeln; Schluss	TERMINAL	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E230	B3-S002	F072	qotal	danach dorthin	NONCLOSE	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E231	B3-S002	F072	chkeedy	Langwärmen; Schluss	TERMINAL	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E232	B3-S003	F073	chey	dies	NONCLOSE	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E233	B3-S003	F073	daiin	Sollwert	NONCLOSE	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E234	B3-S003	F073	chey	dies	NONCLOSE	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E235	B3-S003	F073	lchedy	abführen; Schluss	TERMINAL	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E236	B3-S004	F074	qokaiin	bemessen	NONCLOSE	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E237	B3-S004	F074	qotal	danach dorthin	NONCLOSE	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E238	B3-S004	F074	dar	davon	NONCLOSE	obere offene Fächer-Randstation	N1	SAMMEL- UND TEMPERIERSTELLE
E239	B3-S005	F075	schedy	überführen; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E240	B3-S006	F076	chedchy	Postentransfer	NONCLOSE	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E241	B3-S006	F076	qokal	dorthin einsetzen	NONCLOSE	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E242	B3-S006	F076	olchedy	weiterführen; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E243	B3-S007	F077	qokaiin	bemessen	NONCLOSE	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E244	B3-S007	F077	chedy	überführen	NONCLOSE	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E245	B3-S007	F077	qokeedy	lange einwirken; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E246	B3-S008	F078	lchedy	abführen; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E247	B3-S009	F079	qoky	einsetzen	NONCLOSE	mittlere runde Gefäß-Randstation	N2	ÜBERGABE- UND HALTEGEFÄSS
E248	B3-S010	F080	pchedal	Zielzuführung	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E249	B3-S010	F080	otedy	Kurzfolge; Schluss	TERMINAL	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E250	B3-S011	F081	shecthedchy	Vorbereitungstransfer	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E251	B3-S011	F081	qoky	einsetzen	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E252	B3-S011	F081	chedy	überführen	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E253	B3-S011	F081	chary	Quellposten	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E254	B3-S012	F082	sor	Ansatz	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E255	B3-S012	F082	shedy	kurz absetzen; Schluss	TERMINAL	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E256	B3-S013	F083	qokaiin	bemessen	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
E257	B3-S013	F083	chkain	Portion	NONCLOSE	untere korbartige Gefäß-Randstation	N3	PORTIONS- UND ABSETZGEFÄSS
