statement_id	record_unit_id	event_count	event_ids	node_path	owner_break_count	literal_card_reading	graph_aware_reading_de	edge_claim
B3-S001	B3	1	E229	N1	0	lange sammeln; Schluss	An der oberen offenen Randstation länger auffangen; Schluss.	LOCAL_NODE_ONLY
B3-S002	B3	2	E230|E231	N1	0	danach dorthin | Langwärmen; Schluss	Danach zur nächsten Stelle führen und dort länger erwärmen; Schluss.	LOCAL_NODE_ONLY
B3-S003	B3	4	E232|E233|E234|E235	N1	0	dies | Sollwert | dies | abführen; Schluss	Diesen Posten auf Sollmaß bringen und abführen; Schluss.	LOCAL_NODE_ONLY
B3-S004	B3	3	E236|E237|E238	N1	0	bemessen | danach dorthin | davon	Davon eine Menge abmessen und zur folgenden Stelle bringen.	LOCAL_NODE_ONLY
B3-S005	B3	1	E239	N2	0	überführen; Schluss	In die mittlere runde Randstation überführen; Schluss.	LOCAL_NODE_ONLY
B3-S006	B3	3	E240|E241|E242	N2	0	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Den Posten übertragen, am Ziel einsetzen und weiterführen; Schluss.	LOCAL_NODE_ONLY
B3-S007	B3	3	E243|E244|E245	N2	0	bemessen | überführen | lange einwirken; Schluss	Bemessen, überführen und länger einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B3-S008	B3	1	E246	N2	0	abführen; Schluss	Aus der Station abführen; Schluss.	LOCAL_NODE_ONLY
B3-S009	B3	1	E247	N2	0	einsetzen	Den Posten einsetzen.	LOCAL_NODE_ONLY
B3-S010	B3	2	E248|E249	N3	0	Zielzuführung | Kurzfolge; Schluss	Der unteren korbartigen Randstation zuführen und kurz weiterführen; Schluss.	LOCAL_NODE_ONLY
B3-S011	B3	4	E250|E251|E252|E253	N3	0	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Die Vorbereitung übertragen, einsetzen, weiterführen und beim Quellposten belassen.	LOCAL_NODE_ONLY
B3-S012	B3	2	E254|E255	N3	0	Ansatz | kurz absetzen; Schluss	Den Ansatz kurz absetzen lassen; Schluss.	LOCAL_NODE_ONLY
B3-S013	B3	4	E256|E257|E258|E259	N3	0	bemessen | Portion | kurz vorbereiten | kurz einwirken; Schluss	Eine Portion bemessen, kurz vorbereiten und kurz einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B3-S014	B3	2	E260|E261	N3	0	Laufeinsatz | Langabsetzen; Schluss	In den Lauf einsetzen und länger absetzen lassen; Schluss.	LOCAL_NODE_ONLY
B3-S015	B3	1	E262	N3	0	abführen; Schluss	Aus der Station abführen; Schluss.	LOCAL_NODE_ONLY
B3-S016	B3	2	E263|E264	N3→N4	1	Abzug | einführen; Schluss	Am N3-Abzug abziehen; nach sichtbarem Besitzerbruch bei N4 einführen; Schluss.	OWNER_BREAK_NOT_PHYSICAL_EDGE
B3-S017	B3	1	E265	N4	0	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B3-S018	B3	1	E266	N4	0	kurz absetzen; Schluss	Kurz absetzen lassen; Schluss.	LOCAL_NODE_ONLY
B3-S019	B3	1	E267	N4	0	Einsatzabsetzen; Schluss	Nach dem Einsatz absetzen lassen; Schluss.	LOCAL_NODE_ONLY
B3-S020	B3	2	E268|E269	N4	0	dorthin | abführen; Schluss	Dorthin führen und abführen; Schluss.	LOCAL_NODE_ONLY
B3-S021	B3	11	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	N4	0	bemessen | bereit | dorthin | dies | Sollwert | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	Bemessen, bereitstellen und dorthin bringen; Sollwert am Ziel absetzen, kurz vorbereiten, dorthin bringen, bereitstellen und ans Ziel übertragen; Schluss.	LOCAL_NODE_ONLY
B3-S022	B3	1	E281	N4	0	Folgetransfer; Schluss	Zur folgenden Station übertragen; Schluss.	LOCAL_NODE_ONLY
B3-S023	B3	1	E282	N4	0	abführen; Schluss	Aus der Station abführen; Schluss.	LOCAL_NODE_ONLY
B3-S024	B3	1	E283	N4	0	überführen; Schluss	Überführen; Schluss.	LOCAL_NODE_ONLY
B3-S025	B3	1	E284	N4	0	einführen; Schluss	In die nächste Station einführen; Schluss.	LOCAL_NODE_ONLY
B3-S026	B3	7	E285|E286|E287|E288|E289|E290|E291	N4→N5	1	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Bei N4 von der Quelle übertragen, Sollabsetzung und Zielbereitung setzen; nach Besitzerbruch am N5-Paar länger sammeln; Schluss.	OWNER_BREAK_NOT_PHYSICAL_EDGE
B3-S027	B3	1	E292	N5	0	lange Folgestufe; Schluss	Die folgende Stufe länger halten; Schluss.	LOCAL_NODE_ONLY
B3-S028	B3	2	E293|E294	N5	0	lange einwirken | kurz einwirken; Schluss	Länger einwirken lassen, dann den kurzen Einwirkpunkt schließen.	LOCAL_NODE_ONLY
B3-S029	B3	3	E295|E296|E297	N5	0	weiter | Vollteil | kurz einwirken; Schluss	Weiterführen, den vollen Anteil nehmen und kurz einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B3-S030	B3	4	E298|E299|E300|E301	N5	0	einsetzen | Sollwert | Weiterlauf | Folgetransfer; Schluss	Einsetzen, auf Sollmaß bringen, im Lauf weiterführen und zur nächsten Station übertragen; Schluss.	LOCAL_NODE_ONLY
B3-S031	B3	1	E302	N5	0	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B3-S032	B3	5	E303|E304|E305|E306|E307	N5	0	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Anteil übertragen, überführen, Kurzsoll und Folgemaß setzen, kurz weiterführen; Schluss.	LOCAL_NODE_ONLY
B3-S033	B3	1	E308	N5	0	abziehen; Schluss	Abziehen; Schluss.	LOCAL_NODE_ONLY
B3-S034	B3	6	E309|E310|E311|E312|E313|E314	N5	0	Arbeitsstufe | bereit | Teil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Arbeitsstufe bereitstellen, Teil und Folgemaß am Zwischenziel kurz absetzen; Schluss.	LOCAL_NODE_ONLY
B4-S001	B4	1	E315	N5	0	lange einwirken; Schluss	Am Hauptpaar länger einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B4-S002	B4	3	E316|E317|E318	N5	0	Weiterposten | lange einwirken | kurz einwirken; Schluss	Den Weiterposten zuerst länger, dann kurz einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B4-S003	B4	7	E319|E320|E321|E322|E323|E324|E325	N5	0	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	Überführen, danach das Nächste dorthin bringen, länger einwirken, einsetzen, weiterführen und kurz absetzen; Schluss.	LOCAL_NODE_ONLY
B4-S004	B4	1	E326	N5	0	befestigen; Schluss	Den Posten befestigen; Schluss.	LOCAL_NODE_ONLY
B4-S005	B4	3	E327|E328|E329	N5	0	Einlage | überführen | lange einwirken; Schluss	Die Einlage überführen und länger einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B4-S006	B4	1	E330	N5	0	durchlassen; Schluss	Einmal durchlassen; Schluss.	LOCAL_NODE_ONLY
B4-S007	B4	1	E331	N5	0	durchlassen; Schluss	Ein zweites Mal durchlassen; Schluss.	LOCAL_NODE_ONLY
B4-S008	B4	4	E332|E333|E334|E335	N5	0	Sollwert | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Auf Sollmaß bringen, länger bearbeiten, länger halten und kurz einwirken lassen; Schluss.	LOCAL_NODE_ONLY
B4-S009	B4	1	E336	N5	0	kurz absetzen; Schluss	Kurz absetzen lassen; Schluss.	LOCAL_NODE_ONLY
B4-S010	B4	1	E337	N5	0	Schluss	Schluss.	LOCAL_NODE_ONLY
B4-S011	B4	7	E338|E339|E340|E341|E342|E343|E344	N6	0	Sollwert | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | Kurzabzug; Schluss	Sollwert kurz wärmen, länger weiterführen, Anteil zugeben, überführen, fortsetzen und kurz abziehen; Schluss.	LOCAL_NODE_ONLY
B4-S012	B4	1	E345	N6	0	abführen; Schluss	Abführen; Schluss.	LOCAL_NODE_ONLY
