page	diagram_id	page_namespace	locus	locus_role	inventory_address	group_index_in_locus	surface_display_only	astro_local_group_id	source_event_serial	v22_local_default_English	german_group_default	competing_value_system	source_class	confidence	binding_status	cross_page_join	source_lineage
f67r2	A1	A67	f67r2.1	TWELVE_ZODIAC_BODY_SECTOR	A67:Z01	1	ykshy	ASTRO_f67r2_001_01	11841	Aries: protect the head and face; avoid invasive treatment there	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Widder: Kopf und Gesicht schonen; dort keinen invasiven Eingriff vornehmen	[RIVALE_KALENDER] Monatsabschnitt Januar statt Tierkreis-/Körpersektor	ZODIAC_BODY_SAFETY_SELECTOR	.36	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.1	TWELVE_ZODIAC_BODY_SECTOR	A67:Z01	2	s	ASTRO_f67r2_001_02	11842	its ruling quality	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] seine herrschende Qualität	[RIVALE_KALENDER] Monatsabschnitt Januar statt Tierkreis-/Körpersektor	ZODIAC_DIVISION	.30	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.1	TWELVE_ZODIAC_BODY_SECTOR	A67:Z01	3	aram	ASTRO_f67r2_001_03	11843	its application rule	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt Januar statt Tierkreis-/Körpersektor	ZODIAC_DIVISION	.30	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.2	TWELVE_ZODIAC_BODY_SECTOR	A67:Z02	1	ykecho	ASTRO_f67r2_002_01	11844	Taurus: protect the neck and throat; avoid invasive treatment there	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Stier: Hals und Kehle schonen; dort keinen invasiven Eingriff vornehmen	[RIVALE_KALENDER] Monatsabschnitt Februar statt Tierkreis-/Körpersektor	ZODIAC_BODY_SAFETY_SELECTOR	.36	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.2	TWELVE_ZODIAC_BODY_SECTOR	A67:Z02	2	ols	ASTRO_f67r2_002_02	11845	its ruling quality	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] seine herrschende Qualität	[RIVALE_KALENDER] Monatsabschnitt Februar statt Tierkreis-/Körpersektor	ZODIAC_DIVISION	.30	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.2	TWELVE_ZODIAC_BODY_SECTOR	A67:Z02	3	eesydy	ASTRO_f67r2_002_03	11846	its application rule	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt Februar statt Tierkreis-/Körpersektor	ZODIAC_DIVISION	.30	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.3	TWELVE_ZODIAC_BODY_SECTOR	A67:Z03	1	ey	ASTRO_f67r2_003_01	11847	Gemini: protect the shoulders, arms and hands; avoid invasive treatment there	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Zwillinge: Schultern, Arme und Hände schonen; dort keinen invasiven Eingriff vornehmen	[RIVALE_KALENDER] Monatsabschnitt März statt Tierkreis-/Körpersektor	ZODIAC_BODY_SAFETY_SELECTOR	.36	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.3	TWELVE_ZODIAC_BODY_SECTOR	A67:Z03	2	shs	ASTRO_f67r2_003_02	11848	its ruling quality	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] seine herrschende Qualität	[RIVALE_KALENDER] Monatsabschnitt März statt Tierkreis-/Körpersektor	ZODIAC_DIVISION	.30	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.3	TWELVE_ZODIAC_BODY_SECTOR	A67:Z03	3	okar	ASTRO_f67r2_003_03	11849	its application rule	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt März statt Tierkreis-/Körpersektor	ZODIAC_DIVISION	.30	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
f67r2	A1	A67	f67r2.4	TWELVE_ZODIAC_BODY_SECTOR	A67:Z04	1	shekchy	ASTRO_f67r2_004_01	11850	Cancer: protect the chest and breast; avoid invasive treatment there	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Krebs: Brustkorb und Brust schonen; dort keinen invasiven Eingriff vornehmen	[RIVALE_KALENDER] Monatsabschnitt April statt Tierkreis-/Körpersektor	ZODIAC_BODY_SAFETY_SELECTOR	.36	PAGE_LOCAL_EXEMPLAR;SURFACE_HAS_NO_IMPORTED_MEANING	NONE	V22_SELECTED_ASTRO_LEDGER+V55_SELECTED_ARCHITECTURE+V66_R1
