page	locus	locus_number	group_count	surface_sequence_ZL3b	structural_role	inventory_item	complete_local_exemplar_German	external_label_status	historical_basis_ids	strongest_rival	rotation_start_status	f68_f69_mapping	confidence
f67r2	f67r2.1	1	3	ykshy s aram	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z01	Externer Editionswert Zeichen 1: Widder; Körperbezirk: Kopf und Gesicht; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.2	2	3	ykecho ols eesydy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z02	Externer Editionswert Zeichen 2: Stier; Körperbezirk: Hals und Kehle; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.3	3	3	ey shs okar	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z03	Externer Editionswert Zeichen 3: Zwillinge; Körperbezirk: Schultern, Arme und Hände; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.4	4	2	shekchy sykos	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z04	Externer Editionswert Zeichen 4: Krebs; Körperbezirk: Brust und Brüste; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.5	5	2	ykeody okchy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z05	Externer Editionswert Zeichen 5: Löwe; Körperbezirk: Herz und oberer Rücken; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.6	6	1	dchetay	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z06	Externer Editionswert Zeichen 6: Jungfrau; Körperbezirk: Bauch und Eingeweide; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.7	7	3	ykchy kchey ykchys	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z07	Externer Editionswert Zeichen 7: Waage; Körperbezirk: Lenden und Nieren; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.8	8	1	chkchdar	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z08	Externer Editionswert Zeichen 8: Skorpion; Körperbezirk: Genitalien und Blase; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.9	9	2	ykar ykaly	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z09	Externer Editionswert Zeichen 9: Schütze; Körperbezirk: Hüften und Oberschenkel; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.10	10	3	lkshy kchy okar	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z10	Externer Editionswert Zeichen 10: Steinbock; Körperbezirk: Knie; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.11	11	3	chky chykchs chy	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z11	Externer Editionswert Zeichen 11: Wassermann; Körperbezirk: Schienbeine und Knöchel; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.12	12	2	ykees ykchos	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	Z12	Externer Editionswert Zeichen 12: Fische; Körperbezirk: Füße; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S3|S4	Zwölfteilige astronomische Lehrliste ohne Körperzuordnung	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.46
f67r2	f67r2.13	13	4	opodchol s ain aldy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I13	Bestimme zuerst den Tag und danach die planetarische Stunde der vorgesehenen Maßnahme.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.14	14	3	soeey doiin oldy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I14	Nenne den Kranken, seine Stärke und die sichtbar betroffene Körperstelle.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.15	15	1	dolchsody	SEVEN_PLANET_LOCAL_EXEMPLAR	P01	Externer Editionswert Planet 1: Saturn; überlieferte Grundqualität: kalt und trocken; als Tages- oder Stundenherr prüfen.	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	Siebenerliste von Wochentagen oder bloßen Himmelskörpern	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
f67r2	f67r2.16	16	4	odaeiin okoes oekain y	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	Suche den Herrscher aus der Siebenerreihe und bewahre seine Grundqualität.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
f67r2	f67r2.17	17	3	otchey soraiir dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I17	Unterscheide warme, kalte, trockene und feuchte Wirkung nur als Exemplarregel.	NONE	S1|S2|S3|S4|S8	Allgemeine astronomische Lehrprosa ohne medizinische Wahlfunktion	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
