diagram_id	variant_id	primary_offset	secondary_offset	traversal_sense	mapping_rule	preserved_structure	authorial_orientation_licensed	crosspage_effect
A1	A1:ROT:R0:C0	0	0	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C1	0	1	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C2	0	2	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C3	0	3	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C4	0	4	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C5	0	5	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C6	0	6	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C7	0	7	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C8	0	8	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C9	0	9	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C10	0	10	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R0:C11	0	11	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R1:C0	1	0	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
A1	A1:ROT:R1:C1	1	1	PRESERVE_DRAWN_AXIS_ADJACENCY	R_i->R_(((i-1+row_offset) mod 7)+1);C_j->C_(((j-1+column_offset) mod 12)+1)	7x12 incidence; auxiliary12 and condition8 remain separate	NO	NONE
