page	diagram_id	page_namespace	locus	locus_ordinal_on_page	locus_role	inventory_address	group_count	astro_local_group_ids	surface_sequence_display_only	german_group_parts	complete_german_locus_default	competing_locus_value	layout_class	orientation_status	cross_page_join	teaching_action
f67r2	A1	A67	f67r2.1	1	TWELVE_ZODIAC_BODY_SECTOR	A67:Z01	3	ASTRO_f67r2_001_01|ASTRO_f67r2_001_02|ASTRO_f67r2_001_03	ykshy s aram	Widder: Kopf und Gesicht schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität | seine Anwendungsregel	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Widder: Kopf und Gesicht schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität ; seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt Januar statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.2	2	TWELVE_ZODIAC_BODY_SECTOR	A67:Z02	3	ASTRO_f67r2_002_01|ASTRO_f67r2_002_02|ASTRO_f67r2_002_03	ykecho ols eesydy	Stier: Hals und Kehle schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität | seine Anwendungsregel	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Stier: Hals und Kehle schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität ; seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt Februar statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.3	3	TWELVE_ZODIAC_BODY_SECTOR	A67:Z03	3	ASTRO_f67r2_003_01|ASTRO_f67r2_003_02|ASTRO_f67r2_003_03	ey shs okar	Zwillinge: Schultern, Arme und Hände schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität | seine Anwendungsregel	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Zwillinge: Schultern, Arme und Hände schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität ; seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt März statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.4	4	TWELVE_ZODIAC_BODY_SECTOR	A67:Z04	2	ASTRO_f67r2_004_01|ASTRO_f67r2_004_02	shekchy sykos	Krebs: Brustkorb und Brust schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Krebs: Brustkorb und Brust schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität	[RIVALE_KALENDER] Monatsabschnitt April statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.5	5	TWELVE_ZODIAC_BODY_SECTOR	A67:Z05	2	ASTRO_f67r2_005_01|ASTRO_f67r2_005_02	ykeody okchy	Löwe: Herz und oberen Rücken schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Löwe: Herz und oberen Rücken schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität	[RIVALE_KALENDER] Monatsabschnitt Mai statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.6	6	TWELVE_ZODIAC_BODY_SECTOR	A67:Z06	1	ASTRO_f67r2_006_01	dchetay	Jungfrau: Bauch und Eingeweide schonen; dort keinen invasiven Eingriff vornehmen	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Jungfrau: Bauch und Eingeweide schonen; dort keinen invasiven Eingriff vornehmen	[RIVALE_KALENDER] Monatsabschnitt Juni statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.7	7	TWELVE_ZODIAC_BODY_SECTOR	A67:Z07	3	ASTRO_f67r2_007_01|ASTRO_f67r2_007_02|ASTRO_f67r2_007_03	ykchy kchey ykchys	Waage: unteren Rücken und Nieren schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität | seine Anwendungsregel	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Waage: unteren Rücken und Nieren schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität ; seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt Juli statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.8	8	TWELVE_ZODIAC_BODY_SECTOR	A67:Z08	1	ASTRO_f67r2_008_01	chkchdar	Skorpion: Geschlechtsteile und Blase schonen; dort keinen invasiven Eingriff vornehmen	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Skorpion: Geschlechtsteile und Blase schonen; dort keinen invasiven Eingriff vornehmen	[RIVALE_KALENDER] Monatsabschnitt August statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.9	9	TWELVE_ZODIAC_BODY_SECTOR	A67:Z09	2	ASTRO_f67r2_009_01|ASTRO_f67r2_009_02	ykar ykaly	Schütze: Hüften und Oberschenkel schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Schütze: Hüften und Oberschenkel schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität	[RIVALE_KALENDER] Monatsabschnitt September statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
f67r2	A1	A67	f67r2.10	10	TWELVE_ZODIAC_BODY_SECTOR	A67:Z10	3	ASTRO_f67r2_010_01|ASTRO_f67r2_010_02|ASTRO_f67r2_010_03	lkshy kchy okar	Steinbock: Knie schonen; dort keinen invasiven Eingriff vornehmen | seine herrschende Qualität | seine Anwendungsregel	[ASTRO_LOKAL_EXEMPLAR; KEINE_PROSAKARTE] Steinbock: Knie schonen; dort keinen invasiven Eingriff vornehmen ; seine herrschende Qualität ; seine Anwendungsregel	[RIVALE_KALENDER] Monatsabschnitt Oktober statt Tierkreis-/Körpersektor	N/A	NOT_CYCLIC	NONE	Bildadresse zeigen; sichtbare Gruppenfolge kopieren; nur im Seitennamensraum den Exemplarwert aufsagen; Rücklesung an derselben Adresse prüfen
