binding_id	source_reading_id	source_gdt	evidence_path	selector	field_assertions	evidence_role	score_credit_family_ids	normalization_class
B01_OTCHY_GRID	otchy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/FAMILY_MIGRATION_DECK.tsv	cell_id=G647-C31;surface=otchy	family=QUALITY_COMPOUND_O_CARRIER;composition=o+t+ch+y;new_meaning_de=kalt-trockener Ansatz am Anfang des Grades;decision=ADD_V24_EXACT_WHOLE;zl3b_occurrences=40;pages=32;reader_anchor=ALL_READER_EXACT	QUALITY_STAGE_GRID	F_STATE|F_STAGE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE
B02_OTCHY_GLOSSARY	otchy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/V24_EXACT_TOKEN_GLOSSARY.tsv	surface=otchy	working_meaning_de=kalt-trockener Ansatz am Anfang des Grades;source=GDT647:FAMILY_MIGRATION;strength=EXACT_QUALITY_SUBDEGREE_FAMILY;scope_state=KNOWN_EXACT_WHOLE;priority=130	EXACT_WHOLE_GLOSS	NONE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE
B03_OTCHY_RULE	otchy#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P018;surface=otchy	expected_v63_gloss_de=kalt-trockener Ansatz am Anfang des Grades;v64_main_gloss_de=kalt-trockene Zubereitung am Anfang des Grades;practical_head_de=Trockenzubereitung;live_rivals_de=Kaltansatz|Trockenrückstand;decision_class=INTERMEDIATE_DRY_PREPARATION	LOCAL_HEAD_RULE	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT
B04_OTCHY_POSITION	otchy#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f7r;locus=f7r.2;token_ordinal=8;surface=otchy	v64_rule_id=P018;v64_token_gloss_de=kalt-trockene Zubereitung am Anfang des Grades;decision_class=INTERMEDIATE_DRY_PREPARATION;preparation_roles=HEAD;v64_changed=1	EXACT_POSITION	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT
B05_OTCHEY_GRID	otchey#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/FAMILY_MIGRATION_DECK.tsv	cell_id=G647-C32;surface=otchey	family=QUALITY_COMPOUND_O_CARRIER;composition=o+t+ch+e+y;new_meaning_de=kalt-trockener Ansatz in der Mitte des Grades;decision=ADD_V24_EXACT_WHOLE;zl3b_occurrences=26;pages=21;reader_anchor=ALL_READER_EXACT	QUALITY_STAGE_GRID	F_STATE|F_STAGE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE
B06_OTCHEY_GLOSSARY	otchey#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/V24_EXACT_TOKEN_GLOSSARY.tsv	surface=otchey	working_meaning_de=kalt-trockener Ansatz in der Mitte des Grades;source=GDT647:FAMILY_MIGRATION;strength=EXACT_QUALITY_SUBDEGREE_FAMILY;scope_state=KNOWN_EXACT_WHOLE;priority=130	EXACT_WHOLE_GLOSS	NONE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE
B07_OTCHEY_RULE	otchey#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P017;surface=otchey	expected_v63_gloss_de=kalt-trockener Ansatz in der Mitte des Grades;v64_main_gloss_de=kalt-trockene Zubereitung in der Mitte des Grades;practical_head_de=Trockenzubereitung;live_rivals_de=Kaltansatz|Trockenrückstand;decision_class=INTERMEDIATE_DRY_PREPARATION	LOCAL_HEAD_RULE	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT
B08_OTCHEY_POSITION	otchey#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114v;locus=f114v.36;token_ordinal=5;surface=otchey	v64_rule_id=P017;v64_token_gloss_de=kalt-trockene Zubereitung in der Mitte des Grades;decision_class=INTERMEDIATE_DRY_PREPARATION;preparation_roles=HEAD;v64_changed=1	EXACT_POSITION	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT
B09_OTCHDY_GRID	otchdy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/FAMILY_MIGRATION_DECK.tsv	cell_id=G647-C34;surface=otchdy	family=QUALITY_COMPOUND_O_CARRIER;composition=o+t+ch+d+y;new_meaning_de=kalt-trockener Ansatz am Anfang des Grades, abgeschlossen;decision=ADD_V24_EXACT_WHOLE;zl3b_occurrences=24;pages=21;reader_anchor=ALL_READER_EXACT	QUALITY_STAGE_GRID	F_STATE|F_STAGE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE
B10_OTCHDY_GLOSSARY	otchdy#1	GDT647	experiments/yolo/gdt647_quality_subdegree_family_migration/artifacts/V24_EXACT_TOKEN_GLOSSARY.tsv	surface=otchdy	working_meaning_de=kalt-trockener Ansatz am Anfang des Grades, abgeschlossen;source=GDT647:FAMILY_MIGRATION;strength=EXACT_QUALITY_SUBDEGREE_FAMILY;scope_state=KNOWN_EXACT_WHOLE;priority=130	EXACT_WHOLE_GLOSS	NONE	REMOVE_PREPARATION_HEAD_KEEP_STATE_STAGE
B11_OTCHDY_DBIT	otchdy#1	GDT689	experiments/yolo/gdt689_v62_bound_dy_sister_endpoint_dispatch/artifacts/GRID_8_D_BIT_STATE_CONTROLS.tsv	surface=otchdy;sister_surface=otchy	surface_d_bit=1;sister_d_bit=0;v62_class=RESULT_PARTICIPLE;evidence=COMPLETE_GDT624_D_BIT_STATE_BINDING__DOES_NOT_IDENTIFY_RESULT_SEMANTICS	RESULT_SISTER_CONTROL	NONE	KEEP_REACHED_STATE_WITH_CAUTION
B12_OTCHDY_REVISION	otchdy#1	GDT689	experiments/yolo/gdt689_v62_bound_dy_sister_endpoint_dispatch/artifacts/V62_50_POSITION_REVISIONS.tsv	page=f105r;locus=f105r.2;ordinal=5;surface=otchdy	sister_surface=otchy;v62_literal_gloss_de=kalt-trockener Ansatz, Anfangsstufe erreicht;v62_class=RESULT_PARTICIPLE;formal_dy_status=MIXED_FORMAL_DY;action_after=0	EXACT_RESULT_POSITION	NONE	KEEP_REACHED_STATE_WITH_CAUTION
B13_OTCHDY_RULE	otchdy#1	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P016;surface=otchdy	expected_v63_gloss_de=kalt-trockener Ansatz, Anfangsstufe erreicht;v64_main_gloss_de=kalt-trockene Zubereitung, Anfangsstufe erreicht;practical_head_de=Trockenzubereitung;live_rivals_de=Kaltansatz|Trockenrückstand;decision_class=INTERMEDIATE_DRY_PREPARATION	LOCAL_HEAD_RULE	NONE	MOVE_PREPARATION_HEAD_TO_CONTEXT
