event_id	statement_id	page	visible_owner	source_instruction_de	candidate_card_ids	actual_master_card_id	actual_visible_surface	semantic_generation	master_selection	construction_class	terminal_status
E001	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Wurzel	MC071	MC071	dchey	PASS	EXACT_FROM_INSTRUCTION	WHOLE_SIGN	NONCLOSE
E002	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	den Ansatz bereitstellen	MC158	MC158	cthoor	PASS	EXACT_FROM_INSTRUCTION	PRODUCTIVE_COMPOSITION	NONCLOSE
E003	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	davon	MC055	MC055	char	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E004	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Teil	MC086	MC086	chty	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E005	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	AUFNAHMEFELD_ODER_UMSCHLUSS	MC159	MC159	os	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E006	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	laufendes Medium zugießen	MC014	MC014	chair	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E007	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Folgeteil	MC069	MC069	otytchol	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E008	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	einsetzen	MC026	MC026	oky	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E009	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Sollmaß	MC039	MC039	daiin	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E010	H1-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kleiner Rest	MC108	MC108	etyd	PASS	EXACT_FROM_INSTRUCTION	WHOLE_SIGN	NONCLOSE
E011	H1-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	den laufenden Posten einsetzen und weiterbearbeiten	MC103	MC103	qokchy	PASS	EXACT_FROM_INSTRUCTION	PRODUCTIVE_COMPOSITION	NONCLOSE
E012	H1-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	DANACH_WEITER	MC053|MC163	MC163	qotchol	PASS	EQUIVALENCE_SET_NEEDS_RENDERER_CHOICE	PRODUCTIVE_COMPOSITION	NONCLOSE
E013	H1-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	weiter	MC153	MC153	chol	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E014	H1-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	bereit	MC161	MC161	cthy	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E015	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	aktueller Auszugsansatz	MC075	MC075	ycheor	PASS	EXACT_FROM_INSTRUCTION	PRODUCTIVE_COMPOSITION	NONCLOSE
E016	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	bereit	MC161	MC161	cthy	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E017	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Ansatz	MC080	MC080	chor	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E018	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	die Sollvorbereitung setzen	MC169	MC169	cthaiin	PASS	EXACT_FROM_INSTRUCTION	PRODUCTIVE_COMPOSITION	NONCLOSE
E019	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	danach mit diesem Posten weiter	MC115	MC115	qoctholy	PASS	EXACT_FROM_INSTRUCTION	PRODUCTIVE_COMPOSITION	NONCLOSE
E020	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	MC123	MC123	dy	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E021	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	MC123	MC123	chy	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E022	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Sollmaß	MC039	MC039	taiin	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E023	H2-S001	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	MC123	MC123	shy	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E024	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Folgeansatz	MC013	MC013	qotchor	PASS	EXACT_FROM_INSTRUCTION	PRODUCTIVE_COMPOSITION	NONCLOSE
E025	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Ansatz	MC080	MC080	chor	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E026	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	DANACH_WEITER	MC053|MC163	MC053	otol	PASS	EQUIVALENCE_SET_NEEDS_RENDERER_CHOICE	PRODUCTIVE_COMPOSITION	NONCLOSE
E027	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	weiter	MC153	MC153	chol	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E028	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	derselbe Ansatz	MC157	MC157	cholor	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E029	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	weiter	MC153	MC153	chol	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E030	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Sollmaß	MC039	MC039	daiin	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E031	H2-S002	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	davon	MC055	MC055	dar	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
E032	H2-S003	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Gefäß für den Ansatz	MC027	MC027	oykchor	PASS	EXACT_FROM_INSTRUCTION	FRAME_PLUS_LOCAL_CORE	NONCLOSE
