lexicon	shol	paragraph	grammar	chol	timing	target	form	eligibility	parent	parent_form	R_entry_state	E_prediction	R_prediction	observed_requirements	new_conflicts	later_actions	prediction_group	prediction_sha256	remaining_ambiguity	independent_confirmation_capacity	row_status
C	Q	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}, {""location"": ""f24r.12:1"", ""form"": ""qokchy"", ""kind"": ""ACTION"", ""E_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_before"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": ""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT""}]"	0	1	G1	d6a2cf2a03923769e66a0cfe6e091c2e48ee51c9ec30dc902f1d7c0c2bbb94b9	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}, {""location"": ""f24r.12:1"", ""form"": ""qokchy"", ""kind"": ""ACTION"", ""E_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_before"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": ""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT""}]"	0	1	G1	d6a2cf2a03923769e66a0cfe6e091c2e48ee51c9ec30dc902f1d7c0c2bbb94b9	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}, {""location"": ""f24r.12:1"", ""form"": ""qokchy"", ""kind"": ""ACTION"", ""E_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_before"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": ""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT""}]"	0	1	G2	1bab2610d3e7284b58744c44590581228145222b3b00ba87b483ead98708d4a1	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}, {""location"": ""f24r.12:1"", ""form"": ""qokchy"", ""kind"": ""ACTION"", ""E_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_status"": ""NO_STATE_TRANSITION_MODELLED"", ""R_before"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": ""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT""}]"	0	1	G2	1bab2610d3e7284b58744c44590581228145222b3b00ba87b483ead98708d4a1	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}]"	0	0	G3	49c7141613e3671781dd2083597ec7d0401e44293948cec7933672c46ed44cd7	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}]"	0	0	G3	49c7141613e3671781dd2083597ec7d0401e44293948cec7933672c46ed44cd7	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}]"	0	0	G4	4dfa400a73eb209b9d071dac922cd837c6ff1f5a252b0c383edf08e0859e0ebe	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}]"	0	0	G4	4dfa400a73eb209b9d071dac922cd837c6ff1f5a252b0c383edf08e0859e0ebe	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}]"	0	0	G3	49c7141613e3671781dd2083597ec7d0401e44293948cec7933672c46ed44cd7	external versus same portion unresolved	0	recorded
C	Q	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	qokain	ELIGIBLE	f24r.11:4	cheor	{}	separate portion; warm asserted at name	inherit complete nearest-material state before name assertion	"[{""location"": ""f24r.11:5"", ""form"": ""qokain"", ""kind"": ""PROCESSED_NOMINAL"", ""E_status"": ""INITIAL_CONSTRAINT"", ""R_status"": ""INITIAL_CONSTRAINT"", ""R_before"": ""{}"", ""R_after"": ""{\""PHYSICAL:thermal\"":\""warm\""}"", ""debts"": """"}]"	0	0	G3	49c7141613e3671781dd2083597ec7d0401e44293948cec7933672c46ed44cd7	external versus same portion unresolved	0	recorded
