lexicon	shol	paragraph	grammar	chol	timing	target	event	location	kind	fields	E	R	row_status
C	Q	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	21	f24r.11:5	MATERIAL	object;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.11:5"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.7:4"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	22	f24r.11:5	PROCESSED_NOMINAL	object	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":""PHYSICAL:thermal=warm"",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""PROCESSED_NOMINAL"",""location"":""f24r.11:5"",""object"":""f24r.11:5"",""order"":""65"",""patient"":"""",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""INITIAL_CONSTRAINT""}"	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":""PHYSICAL:thermal=warm"",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""PROCESSED_NOMINAL"",""location"":""f24r.11:5"",""object"":""f24r.7:4"",""order"":""65"",""patient"":"""",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""INITIAL_CONSTRAINT""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	23	f24r.12:1	ACTION	object	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT"",""form"":""qokchy"",""kind"":""ACTION"",""location"":""f24r.12:1"",""object"":""f24r.11:5"",""order"":""66"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""NO_STATE_TRANSITION_MODELLED""}"	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT"",""form"":""qokchy"",""kind"":""ACTION"",""location"":""f24r.12:1"",""object"":""f24r.7:4"",""order"":""66"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""NO_STATE_TRANSITION_MODELLED""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	21	f24r.11:5	MATERIAL	object;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.11:5"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.7:4"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	22	f24r.11:5	PROCESSED_NOMINAL	object	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":""PHYSICAL:thermal=warm"",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""PROCESSED_NOMINAL"",""location"":""f24r.11:5"",""object"":""f24r.11:5"",""order"":""65"",""patient"":"""",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""INITIAL_CONSTRAINT""}"	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":""PHYSICAL:thermal=warm"",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""PROCESSED_NOMINAL"",""location"":""f24r.11:5"",""object"":""f24r.7:4"",""order"":""65"",""patient"":"""",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""INITIAL_CONSTRAINT""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	23	f24r.12:1	ACTION	object	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT"",""form"":""qokchy"",""kind"":""ACTION"",""location"":""f24r.12:1"",""object"":""f24r.11:5"",""order"":""66"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""NO_STATE_TRANSITION_MODELLED""}"	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT"",""form"":""qokchy"",""kind"":""ACTION"",""location"":""f24r.12:1"",""object"":""f24r.7:4"",""order"":""66"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""NO_STATE_TRANSITION_MODELLED""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	21	f24r.11:5	MATERIAL	object;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.11:5"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.7:4"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	22	f24r.11:5	PROCESSED_NOMINAL	object	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":""PHYSICAL:thermal=warm"",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""PROCESSED_NOMINAL"",""location"":""f24r.11:5"",""object"":""f24r.11:5"",""order"":""65"",""patient"":"""",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""INITIAL_CONSTRAINT""}"	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":""PHYSICAL:thermal=warm"",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""PROCESSED_NOMINAL"",""location"":""f24r.11:5"",""object"":""f24r.7:4"",""order"":""65"",""patient"":"""",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""INITIAL_CONSTRAINT""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	23	f24r.12:1	ACTION	object	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT"",""form"":""qokchy"",""kind"":""ACTION"",""location"":""f24r.12:1"",""object"":""f24r.11:5"",""order"":""66"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""NO_STATE_TRANSITION_MODELLED""}"	"{""after"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""PHYSICAL:thermal\"":\""warm\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT"",""form"":""qokchy"",""kind"":""ACTION"",""location"":""f24r.12:1"",""object"":""f24r.7:4"",""order"":""66"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""NO_STATE_TRANSITION_MODELLED""}"	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	21	f24r.11:5	MATERIAL	object;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.11:5"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""qokain"",""kind"":""MATERIAL"",""location"":""f24r.11:5"",""object"":""f24r.7:4"",""order"":""65"",""patient"":""f24r.11:5"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
