lexicon	shol	paragraph	grammar	chol	timing	target	antecedent	antecedent_form	antecedent_object	earlier_applied_actions	E_state	R_state	row_status
C	Q	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	I	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	J	D	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	J	D	I	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	J	H	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	J	H	I	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	M	D	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	M	D	I	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	M	H	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f24r|f24r.1-f24r.20	M	H	I	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	D	O	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	D	I	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	H	O	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	B	H	I	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	D	O	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	D	I	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	H	O	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	J	H	I	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	D	O	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	D	I	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	H	O	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f86v5|f86v5.18-f86v5.25	M	H	I	f86v5.23:7	f86v5.23:6	sheol	f86v5.23:6		{}	"{""CONSTITUTION:moisture"":""wet""}"	recorded
C	Q	f106r|f106r.8-f106r.9	B	D	O	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
C	Q	f106r|f106r.8-f106r.9	B	D	I	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
C	Q	f106r|f106r.8-f106r.9	B	H	O	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:thermal"":""hot""}"	recorded
C	Q	f106r|f106r.8-f106r.9	B	H	I	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:thermal"":""hot""}"	recorded
C	Q	f106r|f106r.8-f106r.9	J	D	O	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
C	Q	f106r|f106r.8-f106r.9	J	D	I	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
C	Q	f106r|f106r.8-f106r.9	J	H	O	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:thermal"":""hot""}"	recorded
C	Q	f106r|f106r.8-f106r.9	J	H	I	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:thermal"":""hot""}"	recorded
C	Q	f106r|f106r.8-f106r.9	M	D	O	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
C	Q	f106r|f106r.8-f106r.9	M	D	I	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	recorded
C	Q	f106r|f106r.8-f106r.9	M	H	O	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:thermal"":""hot""}"	recorded
C	Q	f106r|f106r.8-f106r.9	M	H	I	f106r.9:7	f106r.9:3	qokain	f106r.9:3	f106r.9:2	{}	"{""PHYSICAL:thermal"":""hot""}"	recorded
C	A	f24r|f24r.1-f24r.20	B	D	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	A	f24r|f24r.1-f24r.20	B	D	I	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
C	A	f24r|f24r.1-f24r.20	B	H	O	f24r.11:5	f24r.11:4	cheor	f24r.7:4		{}	{}	recorded
