dataset_id	source_id	ocr_url	slice_start_marker	slice_end_marker	slice_chars	slice_tokens	lowercase_slice_sha256	count_method	field_stem	mention_count	caveat	relation_credit
HFC-SINONOMA-PULVIS	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	PULVIS	7	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-SEMEN	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	SEMEN	27	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-RADIX	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	RADIX	30	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-LIGNUM	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	LIGNUM	12	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-LIQUOR	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	LIQUOR	12	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-SUCCUS	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	SUCCUS	21	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-RESINA	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	RESINA	3	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-SAL	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	SAL	29	OCR mention count, not distinct entries; substring may occur inside longer words; no semantic mapping credit.	0
HFC-SINONOMA-GUMMI	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	GUMMI	23	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-FLOS	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	FLOS	42	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-FOLIUM	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	FOLIUM	30	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-AQUA	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	AQUA	45	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-OLEUM	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	OLEUM	15	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-SINONOMA-VINUM	HSR020	https://archive.org/download/sinonomabartholo01mirfuoft/sinonomabartholo01mirfuoft_djvu.txt	Incipiunt Sinonoma Bartholomei.	first INDEX	89200	11768	cd6880f666a14d735893456be3809b99c22340d6fa8a648edce90570a72cd27d	exact case-insensitive Latin stem/substring count over OCR slice	VINUM	18	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-ALPHITA-PULVIS	HSR019	https://archive.org/download/b21463955/b21463955_djvu.txt	first A MEDICO-BOTANICAL GLOSSARY.	lowercase explicit alphita	611748	76790	7d2fb9141538637a795a3ce3fef0c4391f50e16ad88fae8b2a987dbd948ed625	exact case-insensitive Latin stem/substring count over OCR slice	PULVIS	8	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-ALPHITA-SEMEN	HSR019	https://archive.org/download/b21463955/b21463955_djvu.txt	first A MEDICO-BOTANICAL GLOSSARY.	lowercase explicit alphita	611748	76790	7d2fb9141538637a795a3ce3fef0c4391f50e16ad88fae8b2a987dbd948ed625	exact case-insensitive Latin stem/substring count over OCR slice	SEMEN	226	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-ALPHITA-RADIX	HSR019	https://archive.org/download/b21463955/b21463955_djvu.txt	first A MEDICO-BOTANICAL GLOSSARY.	lowercase explicit alphita	611748	76790	7d2fb9141538637a795a3ce3fef0c4391f50e16ad88fae8b2a987dbd948ed625	exact case-insensitive Latin stem/substring count over OCR slice	RADIX	169	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-ALPHITA-LIGNUM	HSR019	https://archive.org/download/b21463955/b21463955_djvu.txt	first A MEDICO-BOTANICAL GLOSSARY.	lowercase explicit alphita	611748	76790	7d2fb9141538637a795a3ce3fef0c4391f50e16ad88fae8b2a987dbd948ed625	exact case-insensitive Latin stem/substring count over OCR slice	LIGNUM	43	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-ALPHITA-LIQUOR	HSR019	https://archive.org/download/b21463955/b21463955_djvu.txt	first A MEDICO-BOTANICAL GLOSSARY.	lowercase explicit alphita	611748	76790	7d2fb9141538637a795a3ce3fef0c4391f50e16ad88fae8b2a987dbd948ed625	exact case-insensitive Latin stem/substring count over OCR slice	LIQUOR	32	OCR mention count, not distinct entries; no semantic mapping credit.	0
HFC-ALPHITA-SUCCUS	HSR019	https://archive.org/download/b21463955/b21463955_djvu.txt	first A MEDICO-BOTANICAL GLOSSARY.	lowercase explicit alphita	611748	76790	7d2fb9141538637a795a3ce3fef0c4391f50e16ad88fae8b2a987dbd948ed625	exact case-insensitive Latin stem/substring count over OCR slice	SUCCUS	82	OCR mention count, not distinct entries; no semantic mapping credit.	0
