family	word	occurrences	values	domain_exhaustive	meaning_status	independent_meaning_capacity
FUNCTIONAL	chckhdy	1	WOULD_BE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	checthy	1	ALL	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	ched	1	WITHOUT_AGENT	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	chedain	1	NEXT	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	chedy	3	C,FIRST_CARGO,G,W	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	cheeety	1	RETURN_EXCLUDING	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	chety	1	UNHARMED	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	dal	1	BESIDES	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	lchedy	1	C,G,W	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	ldy	1	ALONE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	lkedy	1	PAIRED_WITH	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	ockhey	1	FORBIDDEN	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	olsaly	1	ATTENDED_BY	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	opshedy	1	HOME	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	otaiin	2	THERE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	otchedy	1	OTHER_CARGO	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	otedy	2	RETURN	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	otor	2	COLOC	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	otshdy	1	GOAL	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	pdalshdy	1	INIT	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qetal	1	AT_MOST_ONE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qokal	1	TRAVEL_TOGETHER	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qokchedy	1	UNATTENDED	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qokedol	1	FAR_BANK	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qokedy	5	C,G	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qokeedy	1	CONVEY_OUT	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qokeey	1	TAKE_OUT	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qoky	1	FERRY	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qotedaiin	1	LEAVE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qotedy	1	OUTWARD	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	qoteedy	1	B	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	saiin	1	C,FIRST_CARGO,G,OTHER_CARGO,W	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	sain	1	WHEN	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	sar	2	UNSAFE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	schedair	1	LIKEWISE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	shdy	1	WITHOUT_HARM	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	shecthedy	1	JOINING_RESULT	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	shecthy	1	REST_CARGO	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	shedaiin	1	PAIRS	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	shedy	5	M	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	shey	1	EXAMPLE	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	shocphedy	1	CARGOS	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	soiiin	1	THUS	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	sol	2	THEN	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	soldy	1	HARM	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	solkeedy	2	WITH_TRIP	False	WITNESSED_VALUES_ONLY	0
FUNCTIONAL	tchedy	1	FINALLY	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	chckhdy	1	WOULD_BE	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	checthy	1	ALL	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	ched	1	WITHOUT_AGENT	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	chedain	1	NEXT	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	chedy	3	C,FIRST_CARGO,G,W	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	cheeety	1	RETURN_EXCLUDING	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	chety	1	UNHARMED	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	dal	1	BESIDES	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	lchedy	1	C,G,W	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	ldy	1	ALONE	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	lkedy	1	PAIRED_WITH	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	ockhey	1	FORBIDDEN	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	olsaly	1	ATTENDED_BY	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	opshedy	1	HOME	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	otaiin	2	THERE	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	otchedy	1	OTHER_CARGO	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	otedy	2	RETURN	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	otor	2	COLOC	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	otshdy	1	GOAL	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	pdalshdy	1	INIT	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qetal	1	AT_MOST_ONE	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qokal	1	TRAVEL_TOGETHER	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qokchedy	1	UNATTENDED	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qokedol	1	FAR_BANK	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qokedy	5	C,G,W	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	qokeedy	1	CONVEY_OUT	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qokeey	1	TAKE_OUT	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qoky	1	FERRY	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qotedaiin	1	LEAVE	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qotedy	1	OUTWARD	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	qoteedy	1	B	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	saiin	1	C,FIRST_CARGO,G,W	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	sain	1	WHEN	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	sar	2	UNSAFE	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	schedair	1	LIKEWISE	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	shdy	1	WITHOUT_HARM	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	shecthedy	1	JOINING_RESULT	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	shecthy	1	REST_CARGO	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	shedaiin	1	PAIRS	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	shedy	5	M	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	shey	1	EXAMPLE	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	shocphedy	1	CARGOS	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	soiiin	1	THUS	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	sol	2	THEN	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	soldy	1	HARM	False	WITNESSED_VALUES_ONLY	0
BIJECTIVE	solkeedy	2	WITH_TRIP	True	CONDITIONAL_ROLE_DOMAIN	0
BIJECTIVE	tchedy	1	FINALLY	False	WITNESSED_VALUES_ONLY	0
