statement_id	record_id	page	image_owner	owner_support	group_count	clause_count	surface_sequence	literal_card_reading_de	original_concrete_reading_de	creative_detail_categories	creative_detail_terms	creative_detail_category_count	lean_owner_clause_reading_de
H1-S001	H1	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	an der abgebildeten Pflanze	10	4	dchey cthoor char chty os chair otytchol oky daiin etyd	Wurzel als aktueller Posten; Ansatz bereit; aus dem Ansatz; Teil abtrennen; Mischgefäß; Wasserzulauf; naechsten Teilposten weiterfuehren; aktuellen Posten ansetzen; Sollmaß; kleiner Restteil	Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel. Säubere ihn. Führe ihn als denselben Arbeitsansatz weiter. Zerschneide ihn. Gib die Stücke in ein Gefäß. Gieße Quellwasser darüber. Fange den ersten Auszug in einem Glas auf. Gebrauche diesen Auszug innerlich. Nimm davon das örtlich vorgeschriebene kleine Maß. Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen.	EXACT_MEDIUM|EXACT_VESSEL_OR_TOOL|DISEASE_OR_BODY_TARGET|MEDICAL_PRODUCT_OR_USE	EXACT_MEDIUM:Quellwasser|EXACT_VESSEL_OR_TOOL:Glas|DISEASE_OR_BODY_TARGET:Stechen im Leib|DISEASE_OR_BODY_TARGET:Leib|MEDICAL_PRODUCT_OR_USE:innerlich	4	An der abgebildeten Pflanze: Vorgabe Wurzel als aktueller Posten: Halte den Ansatz bereit; dazu aus dem Ansatz / Trenne einen Teil ab; dazu Mischgefäß / Vorgabe Wasserzulauf: Führe den nächsten Teil fort / Setze den aktuellen Posten; dazu Sollmaß; kleiner Restteil
H1-S002	H1	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	an der abgebildeten Pflanze	4	4	qokchy qotchol chol cthy	Posten zur Weiterbearbeitung ansetzen; danach weiterfuehren; fortsetzen; bereit	Nimm erneut von dem frischen ersten Auszug. Erwärme ihn gelinde. Führe ihn als denselben laufenden Ansatz fort. Sobald er zum Gebrauch bereit ist, gebrauche ihn.	NONE	NONE	0	An der abgebildeten Pflanze: Setze den aktuellen Posten / Danach führe fort / Führe fort / Halte den Posten bereit
H2-S001	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	an der abgebildeten Pflanze	9	3	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	Auszugsansatz; bereit; Ansatz; Fertigmaß; bereiten Posten weiterfuehren; dieser Posten; dieser Posten; Sollmaß; dieser Posten	Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze. Sammle sie, wenn sie sich eben öffnen. Führe sie als frischen Ansatz. Zerstoße das Kraut. Presse den Saft durch ein Tuch. Fange die erste Fraktion auf. Gib Olivenöl hinzu. Nimm das örtlich vorgeschriebene Maß. Erwärme gelinde.	EXACT_MEDIUM	EXACT_MEDIUM:Olivenöl	1	An der abgebildeten Pflanze: Vorgabe Auszugsansatz: Halte den Posten bereit; dazu Ansatz / Stelle den Bereitwert ein / Führe den bereiten Posten fort; dazu dieser Posten; dieser Posten; Sollmaß; dieser Posten
H2-S002	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	an der abgebildeten Pflanze	8	4	qotchor chor otol chol cholor chol daiin dar	Folgeansatz; Ansatz; danach fortsetzen; fortsetzen; Fortsetzungsansatz; fortsetzen; Sollmaß; aus dem Ansatz	Nimm vor voller Blüte eine zweite Portion der Spitzen. Führe den ersten Ansatz weiter. Nimm eine Handvoll. Verknüpfe diese Fraktion mit dem laufenden Arbeitsstand. Nimm den vorherigen Posten hinzu. Führe beide als neuen aktiven Posten. Gib von beiden das gleiche örtliche Maß. Vereinige die beiden Fraktionen.	EXACT_TIME_OR_HABITAT	EXACT_TIME_OR_HABITAT:vor voller Blüte	1	An der abgebildeten Pflanze: Vorgabe Folgeansatz; Ansatz: Danach führe fort / Führe fort / Führe den Ansatz weiter / Führe fort; dazu Sollmaß; aus dem Ansatz
H2-S003	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	an der abgebildeten Pflanze	7	1	oykchor shor chor chy kaiiin dy chodaiin	aktuellen Ansatz bearbeiten; Ansatz; Ansatz; dieser Posten; Weichstufe; dieser Posten; Zutatenmaß	Gib sie in ein glasiertes Gefäß. Führe die Mischung als Salbenansatz. Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten. Rühre bei kleinem Feuer. Bis eine weiche Salbe entsteht. Bewahre sie bedeckt. Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung.	EXACT_VESSEL_OR_TOOL|DISEASE_OR_BODY_TARGET|MEDICAL_PRODUCT_OR_USE	EXACT_VESSEL_OR_TOOL:glasiertes Gefäß|DISEASE_OR_BODY_TARGET:Geschwür|DISEASE_OR_BODY_TARGET:Schwellung|MEDICAL_PRODUCT_OR_USE:äußerlich|MEDICAL_PRODUCT_OR_USE:Salbe	3	An der abgebildeten Pflanze: Bearbeite den aktuellen Ansatz; dazu Ansatz; Ansatz; dieser Posten; Weichstufe; dieser Posten; Zutatenmaß
H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	an der abgebildeten Pflanze	7	4	tshol schoal cfhy shfydaiin cphy shey tchody	Zutat entnehmen; Zutat an die Arbeitsstelle geben; aktuellen Posten auswringen; Standmaß; aktuellen Posten nachseihen; klarer Auszug; Eingangsposten beiseitestellen; Schluss	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze. Koche sie in reinem Wein. Wring den Ansatz durch ein feines Tuch. Lass den Auszug stehen. Seihe ihn nochmals durch ein Tuch. Warte, bis der örtlich verlangte klare Zustand erreicht ist. Lass ihn abkühlen; damit endet der erste Posten.	EXACT_MEDIUM|EXACT_TIME_OR_HABITAT|EXACT_PLANT_PART	EXACT_MEDIUM:Wein|EXACT_TIME_OR_HABITAT:Frühjahr|EXACT_PLANT_PART:Blüten|EXACT_PLANT_PART:junge Blätter	3	An der abgebildeten Pflanze: Entnimm den Eingangsposten; dazu Zutat an die Arbeitsstelle geben / Wringe den aktuellen Posten aus / Halte bis zum Vorgabewert / Seihe den aktuellen Posten nach; dazu klarer Auszug; Eingangsposten beiseitestellen; Schluss
H3-S002	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	an der abgebildeten Pflanze	1	1	shoyty	Zutatenteil	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück.	MEDICAL_PRODUCT_OR_USE|EXACT_PLANT_PART	MEDICAL_PRODUCT_OR_USE:Arznei|EXACT_PLANT_PART:Blüten	2	An der abgebildeten Pflanze: Nimm einen Teil des Eingangspostens
H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	an der abgebildeten Pflanze	5	1	dchol chy kchy dy daiin	vorigen Posten fortsetzen; dieser Posten; diesen Posten bearbeiten; dieser Posten; Sollmaß	Nimm den ersten Auszug wieder auf. Nimm davon einen Anteil. Gib ihn als Trank. Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust. Gib ein kleines örtliches Maß.	DISEASE_OR_BODY_TARGET|MEDICAL_PRODUCT_OR_USE	DISEASE_OR_BODY_TARGET:Gemüt|DISEASE_OR_BODY_TARGET:Brust|MEDICAL_PRODUCT_OR_USE:Trank	2	An der abgebildeten Pflanze: Vorgabe vorigen Posten fortsetzen; dieser Posten: Bearbeite den aktuellen Posten; dazu dieser Posten; Sollmaß
H3-S004	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	an der abgebildeten Pflanze	4	2	qotchy okchol cthy dy	anschließender Arbeitsposten; weiterlaufenden Posten aufnehmen; bereit; dieser Posten	Nimm die zurückbehaltenen Blüten. Erwärme sie in Olivenöl. Warte, bis der örtliche Bereitschaftszustand erreicht ist. Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren.	EXACT_MEDIUM|DISEASE_OR_BODY_TARGET|MEDICAL_PRODUCT_OR_USE|EXACT_PLANT_PART	EXACT_MEDIUM:Olivenöl|EXACT_MEDIUM:Öl|DISEASE_OR_BODY_TARGET:Lider|DISEASE_OR_BODY_TARGET:Auge|MEDICAL_PRODUCT_OR_USE:äußerlich|EXACT_PLANT_PART:Blüten	4	An der abgebildeten Pflanze: Vorgabe anschließender Arbeitsposten: Setze die Fortsetzung / Halte den Posten bereit; dazu dieser Posten
H4-S001	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	an der abgebildeten Pflanze	5	2	qokaiin chaiin ykain ykan ody	auf Sollmaß einstellen; Sollmaß; Postenportion; dieser Anteil; kühlen	Setze den ersten Posten an. Nimm ein örtlich vorgeschriebenes Maß. Zerstoße breite Blätter der unbenannten Pflanze. Gib Weißwein hinzu. Verschließe das Gefäß und lass es kühl stehen; damit endet der Posten.	EXACT_MEDIUM|EXACT_PLANT_PART	EXACT_MEDIUM:Weißwein|EXACT_PLANT_PART:breite Blätter	2	An der abgebildeten Pflanze: Stelle auf den Vorgabewert ein; dazu Sollmaß; Postenportion / Vorgabe dieser Anteil: Nimm zurück
H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	an der abgebildeten Pflanze	3	2	daiin chedy talam	Sollmaß; laufenden Posten umsetzen; am Ziel verwahren	Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.	EXACT_VESSEL_OR_TOOL	EXACT_VESSEL_OR_TOOL:Leinwand	1	An der abgebildeten Pflanze: Vorgabe Sollmaß: Übertrage den aktuellen Posten / Verwahre am Ziel
H4-S003	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	an der abgebildeten Pflanze	4	2	ykaiin cheoar cheeky oldy	Postenmaß; Auszug entnehmen; länger erwärmen und offen halten; Fortsetzung abschließen	Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.	DISEASE_OR_BODY_TARGET	DISEASE_OR_BODY_TARGET:Wunde	1	An der abgebildeten Pflanze: Vorgabe Postenmaß; Auszug entnehmen: Wärme länger / Führe fort und schließe
H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	an der abgebildeten Pflanze	6	2	aiin okal oltchy or y orain	Sollmaß; dort ansetzen; bereiten Posten weiterführen; Ansatz; dieser Posten; Ansatzportion	Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.	EXACT_MEDIUM|MEDICAL_PRODUCT_OR_USE	EXACT_MEDIUM:Honig|MEDICAL_PRODUCT_OR_USE:Umschlag	2	An der abgebildeten Pflanze: Vorgabe Sollmaß: Setze am Ziel / Führe den bereiten Posten fort; dazu Ansatz; dieser Posten; Ansatzportion
