event_id	statement_id	record_unit_id	page	marker_ordinal_in_statement	surface	atomic_value_de	state_id	event_position_in_statement
E001	H1-S001	H1	f10r	1	dchey	Wurzelteil	M1_RAW_PART	1
E002	H1-S001	H1	f10r	2	cthoor	Bereitansatz	M2_PREPARATION	2
E009	H1-S001	H1	f10r	3	daiin	Sollmaß	M4_MEASURED_PORTION	9
E015	H2-S001	H2	f10r	1	ycheor	Auszugsansatz	M2_PREPARATION	1
E017	H2-S001	H2	f10r	2	chor	Ansatz	M2_PREPARATION	3
E018	H2-S001	H2	f10r	3	cthaiin	Bereitsollmaß	M4_MEASURED_PORTION	4
E022	H2-S001	H2	f10r	4	taiin	Sollmaß	M4_MEASURED_PORTION	8
E024	H2-S002	H2	f10r	1	qotchor	Folgeansatz	M2_PREPARATION	1
E025	H2-S002	H2	f10r	2	chor	Ansatz	M2_PREPARATION	2
E028	H2-S002	H2	f10r	3	cholor	Fortsetzungsansatz	M2_PREPARATION	5
E030	H2-S002	H2	f10r	4	daiin	Sollmaß	M4_MEASURED_PORTION	7
E032	H2-S003	H2	f10r	1	oykchor	Gefäßansatz	M2_PREPARATION	1
E033	H2-S003	H2	f10r	2	shor	Ansatz	M2_PREPARATION	2
E034	H2-S003	H2	f10r	3	chor	Ansatz	M2_PREPARATION	3
E038	H2-S003	H2	f10r	4	chodaiin	Zutatsollmaß	M4_MEASURED_PORTION	7
E039	H3-S001	H3	f11r	1	tshol	Blütenkraut	M1_RAW_PART	1
E044	H3-S001	H3	f11r	2	shey	Klarauszug	M3_CLEAR_EXTRACT	6
E046	H3-S002	H3	f11r	1	shoyty	Zutatfolgeteil	M1_RAW_PART	1
E051	H3-S003	H3	f11r	1	daiin	Sollmaß	M4_MEASURED_PORTION	5
E057	H4-S001	H4	f55v	1	chaiin	Sollmaß	M4_MEASURED_PORTION	2
E058	H4-S001	H4	f55v	2	ykain	Postenportion	M4_MEASURED_PORTION	3
E059	H4-S001	H4	f55v	3	ykan	Postenzweitportion	M4_MEASURED_PORTION	4
E061	H4-S002	H4	f55v	1	daiin	Sollmaß	M4_MEASURED_PORTION	1
E064	H4-S003	H4	f55v	1	ykaiin	Postensollmaß	M4_MEASURED_PORTION	1
E065	H4-S003	H4	f55v	2	cheoar	Auszugnahme	M3_CLEAR_EXTRACT	2
E068	H4-S004	H4	f55v	1	aiin	Sollmaß	M4_MEASURED_PORTION	1
E070	H4-S004	H4	f55v	2	oltchy	Fortsetzungszubereitung	M2_PREPARATION	3
E071	H4-S004	H4	f55v	3	or	Ansatz	M2_PREPARATION	4
E073	H4-S004	H4	f55v	4	orain	Ansatzportion	M4_MEASURED_PORTION	6
E074	H5-S001	H5	f56r	1	chochor	Zutatenansatz	M2_PREPARATION	1
E075	H5-S001	H5	f56r	2	cho	Zutat	M1_RAW_PART	2
E076	H5-S001	H5	f56r	3	chodaly	Zutatstelle	M1_RAW_PART	3
E077	H5-S001	H5	f56r	4	daiin	Sollmaß	M4_MEASURED_PORTION	4
E078	H5-S001	H5	f56r	5	sho	Zutat	M1_RAW_PART	5
E080	H5-S001	H5	f56r	6	otchor	Folgeansatz	M2_PREPARATION	7
E084	H5-S002	H5	f56r	1	choy	Zutatposten	M1_RAW_PART	2
E087	H5-S003	H5	f56r	1	sh	Pflanzenteil	M1_RAW_PART	1
E088	H5-S003	H5	f56r	2	cho	Zutat	M1_RAW_PART	2
E094	H5-S005	H5	f56r	1	sho	Zutat	M1_RAW_PART	1
E096	H5-S005	H5	f56r	2	kchoar	Quellenzutatbindung	M1_RAW_PART	3
E097	H5-S005	H5	f56r	3	sotodan	Gebrauchen	M5_APPLICATION_ITEM	4
E100	H5-S006	H5	f56r	1	daiin	Sollmaß	M4_MEASURED_PORTION	3
E107	B1-S002	B1	f81v	1	kain	Portion	M4_MEASURED_PORTION	6
E108	B1-S002	B1	f81v	2	olkain	Folgeportion	M4_MEASURED_PORTION	7
E112	B1-S002	B1	f81v	3	dl	Zusatz	M1_RAW_PART	11
E113	B1-S002	B1	f81v	4	olor	Fortsetzungsansatz	M2_PREPARATION	12
E116	B1-S002	B1	f81v	5	daiin	Sollmaß	M4_MEASURED_PORTION	15
E118	B1-S002	B1	f81v	6	daiin	Sollmaß	M4_MEASURED_PORTION	17
E129	B1-S006	B1	f81v	1	dl	Zusatz	M1_RAW_PART	3
E161	B1-S018	B1	f81v	1	oiiin	Arbeitsstufe	M4_MEASURED_PORTION	3
E190	B2-S008	B2	f82r	1	sotaiin	Folgemaß	M4_MEASURED_PORTION	1
E197	B2-S010	B2	f82r	1	cheey	Klarauszug	M3_CLEAR_EXTRACT	4
E203	B2-S012	B2	f82r	1	cheey	Klarauszug	M3_CLEAR_EXTRACT	2
E206	B2-S012	B2	f82r	2	lcheey	Klarabzug	M3_CLEAR_EXTRACT	5
E207	B2-S012	B2	f82r	3	daiin	Sollmaß	M4_MEASURED_PORTION	6
E209	B2-S012	B2	f82r	4	qokeeedy	Volleinsatz	M5_APPLICATION_ITEM	8
E212	B2-S015	B2	f82r	1	tshey	Folgeklarlauf	M3_CLEAR_EXTRACT	1
E217	B2-S016	B2	f82r	1	aiin	Sollmaß	M4_MEASURED_PORTION	4
E233	B3-S003	B3	f83r	1	daiin	Sollmaß	M4_MEASURED_PORTION	2
E254	B3-S012	B3	f83r	1	sor	Ansatz	M2_PREPARATION	1
E257	B3-S013	B3	f83r	1	chkain	Portion	M4_MEASURED_PORTION	2
E274	B3-S021	B3	f83r	1	saiin	Sollmaß	M4_MEASURED_PORTION	5
E299	B3-S030	B3	f83r	1	saiin	Sollmaß	M4_MEASURED_PORTION	2
E305	B3-S032	B3	f83r	1	qotedaiin	Kurzsoll	M4_MEASURED_PORTION	3
E306	B3-S032	B3	f83r	2	otaiin	Folgemaß	M4_MEASURED_PORTION	4
E309	B3-S034	B3	f83r	1	soiiin	Arbeitsstufe	M4_MEASURED_PORTION	1
E312	B3-S034	B3	f83r	2	otaiin	Folgemaß	M4_MEASURED_PORTION	4
E332	B4-S008	B4	f83r	1	saiin	Sollmaß	M4_MEASURED_PORTION	1
E338	B4-S011	B4	f83r	1	saiin	Sollmaß	M4_MEASURED_PORTION	1
E348	B4-S014	B4	f83r	1	or	Ansatz	M2_PREPARATION	1
E353	B4-S015	B4	f83r	1	shey	Klarauszug	M3_CLEAR_EXTRACT	2
E354	B4-S015	B4	f83r	2	kain	Portion	M4_MEASURED_PORTION	3
E358	B4-S016	B4	f83r	1	qolkain	Folgeportion	M4_MEASURED_PORTION	1
E360	B4-S016	B4	f83r	2	skar	Quellausguss	M3_CLEAR_EXTRACT	3
E369	B5-S003	B5	f83r	1	aiin	Sollmaß	M4_MEASURED_PORTION	6
E371	B5-S003	B5	f83r	2	daiiin	Endstufe	M4_MEASURED_PORTION	8
E375	B6-S001	B6	f83r	1	raly	Endposten	M5_APPLICATION_ITEM	3
E377	B6-S001	B6	f83r	2	daiin	Sollmaß	M4_MEASURED_PORTION	5
E381	B6-S001	B6	f83r	3	ldalor	Endziel	M5_APPLICATION_ITEM	9
