edition	rank	id	anchor	length	leaf_count	occurrences	branches	repeated_branch	same_occurrence_start_set	row_status
ZL3b	1	Accd87eb0d3ea	chedy qokain checthy	3	2	2	2	False	NONE	recorded
ZL3b	2	A67826fe629a7	chey qol chedy	3	2	2	2	False	NONE	recorded
ZL3b	3	A4c3293d97584	daiin cthor chol	3	2	2	2	False	NONE	recorded
ZL3b	4	A1e27d24a7452	ol shedy qokedy	3	2	2	2	False	NONE	recorded
ZL3b	5	Ad26acce0cef4	or aiin chody	3	2	2	2	False	NONE	recorded
ZL3b	6	A59b73e64b5b1	qokaiin chedy qokeedy	3	2	2	2	False	NONE	recorded
ZL3b	7	Aea7396f0f503	qokal shedy qokedy	3	2	2	2	False	NONE	recorded
ZL3b	8	A1044eefbf48b	qoky shedy qokaiin	3	2	2	2	False	NONE	recorded
ZL3b	9	A2c446f56f54a	qol chedy qokeey	3	2	2	2	False	NONE	recorded
ZL3b	10	A9f94a7677163	shedy qokaiin chedy	3	2	2	2	False	NONE	recorded
ZL3b	11	Abf55d3d8b83b	sheey qokol cheol	3	2	2	2	False	NONE	recorded
ZL3b	12	A81d532240357	chedy qokeey qokeey	3	2	2	2	False	NONE	recorded
ZL3b	13	Afe4256d607c3	qokedy lchedy qokedy	3	2	2	2	False	NONE	recorded
IT2a	1	Abcce9718ba9c	shedy qol shedy qokaiin	4	2	2	2	False	NONE	recorded
IT2a	2	A67826fe629a7	chey qol chedy	3	4	4	4	False	NONE	recorded
IT2a	3	Ae22feb4fc2ea	ol chedy qokain	3	2	3	3	False	NONE	recorded
IT2a	4	Aa8769bc30ed4	aiin oteey qokaiin	3	2	2	2	False	NONE	recorded
IT2a	5	A33172ed87413	chaiin chcthy ctho	3	2	2	2	False	NONE	recorded
IT2a	6	A2338d9cf4a7c	chedy qokain chckhy	3	2	2	2	False	NONE	recorded
IT2a	7	Accd87eb0d3ea	chedy qokain checthy	3	2	2	2	False	NONE	recorded
IT2a	8	A1776e51b9db5	cheey chey qokeey	3	2	2	2	False	NONE	recorded
IT2a	9	Afa0b8bdecc37	chey ol aiin	3	2	2	2	False	NONE	recorded
IT2a	10	A2e9db01ee9be	chey qokeedy qokedy	3	2	2	2	False	NONE	recorded
IT2a	11	Af98520f78482	chey qokeey okeey	3	2	2	2	False	NONE	recorded
IT2a	12	A3e72ceb20b40	cho s chol	3	2	2	2	False	NONE	recorded
IT2a	13	Aa6a3842717ed	daiin chey lchedy	3	2	2	2	False	NONE	recorded
IT2a	14	A4c3293d97584	daiin cthor chol	3	2	2	2	False	NONE	recorded
IT2a	15	A157bb18ed6bc	dar ar al	3	2	2	2	False	NONE	recorded
IT2a	16	A1ba9e7696f3a	ol cheedy qokeedy	3	2	2	2	False	NONE	recorded
IT2a	17	A6ba8e71048b5	ol s aiin	3	2	2	2	False	NONE	recorded
IT2a	18	A1e27d24a7452	ol shedy qokedy	3	2	2	2	False	NONE	recorded
IT2a	19	Ad26acce0cef4	or aiin chody	3	2	2	2	False	NONE	recorded
IT2a	20	Ae77437732c88	or aiin dol	3	2	2	2	False	NONE	recorded
IT2a	21	A4d0b88fe7262	or aiin okaiin	3	2	2	2	False	NONE	recorded
IT2a	22	A6a170447c1ab	or aiin otaiin	3	2	2	2	False	NONE	recorded
IT2a	23	A540c1869dada	or aiin otar	3	2	2	2	False	NONE	recorded
IT2a	24	A59b73e64b5b1	qokaiin chedy qokeedy	3	2	2	2	False	NONE	recorded
IT2a	25	Abf97d07df027	qokal chedy qokaiin	3	2	2	2	False	NONE	recorded
IT2a	26	Aea7396f0f503	qokal shedy qokedy	3	2	2	2	False	NONE	recorded
IT2a	27	Adafaab0efa29	qokar shedy qokain	3	2	2	2	False	NONE	recorded
IT2a	28	Aa07b974703a3	qokeedy qokeey raiin	3	2	2	2	False	NONE	recorded
IT2a	29	A7e6ab52b7057	qoky dar al	3	2	2	2	False	NONE	recorded
IT2a	30	A1044eefbf48b	qoky shedy qokaiin	3	2	2	2	False	NONE	recorded
IT2a	31	A2c446f56f54a	qol chedy qokeey	3	2	2	2	False	NONE	recorded
IT2a	32	Ad1f2c3f328e4	qol cheey chey	3	2	2	2	False	NONE	recorded
IT2a	33	Afc5dc04e3398	qol shedy qokaiin	3	2	2	2	False	NONE	recorded
IT2a	34	A9037ac86202e	r ol dain	3	2	2	2	False	NONE	recorded
IT2a	35	A4c6e8f8798dc	saiin or aiin	3	2	2	2	False	NONE	recorded
IT2a	36	A3ee4d714967f	sal chedy qokedy	3	2	2	2	False	NONE	recorded
IT2a	37	A9f94a7677163	shedy qokaiin chedy	3	2	2	2	False	NONE	recorded
IT2a	38	A1f169dca7e82	shedy qokain shey	3	2	2	2	False	NONE	recorded
IT2a	39	A0c789fbb0d8e	shedy qokeedy qokedy	3	2	2	2	False	NONE	recorded
