audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_support_note	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	flags	thermal_reader_rival	hard_collision	verdict	review_reason
G644-A01-001	1	otal	f100r	f100r.14	P	A	1	9	MEDIAL	raiin	ykeeeo	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykeeeo	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykecho	shor chkeey qoteey qokeody qoteol d qokeol so raiin otal ykeeeo	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	3	3	Blüten-/Fruchtstand; reproduktiver Teil | [chkeey:?] | kalt, Bindungsstufe II | [qokeody:?] | [qoteold:?] | [qokeol:?] | [so:?] | Wurzel, Typ/Charge III | [otal:?] | [ykeeeo:?]	Blüten-/Fruchtstand; reproduktiver Teil | [chkeey:?] | kalt, Bindungsstufe II | [qokeody:?] | [qoteold:?] | [qokeol:?] | [so:?] | Wurzel, Typ/Charge III | Ansatz aus kaltem Rohstoff, Form I | [ykeeeo:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-002	1	otal	f103r	f103r.21	S	B	3	4	MEDIAL	dalkar	qokal	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	pcheam soke y dalkar otal qokal chepy okedy qoky pche y okaly qokee y lor	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	5	3	[pcheam:?] | [sokedy:?] | [dalkar:?] | [otal:?] | heiße Substanz | [chepy:?] | [okedy:?] | heiße Grundform | getrocknetes Pulver | [okaly:?] | heißer Zustand, Bindungsstufe II | Holzportion	[pcheam:?] | [sokedy:?] | [dalkar:?] | Ansatz aus kaltem Rohstoff, Form I | heiße Substanz | [chepy:?] | [okedy:?] | heiße Grundform | getrocknetes Pulver | [okaly:?] | heißer Zustand, Bindungsstufe II | Holzportion	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-003	1	otal	f103v	f103v.17	S	B	3	10	MEDIAL	char	opchedy	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lke y shedy qokal ol char otal opche y	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	5	4	heißer Zustand, Bindungsstufe II | getrockneter Zustand | kalt, Bindungsstufe II | [oteedy:?] | [lkedy:?] | [shedy:?] | heiße Substanz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [char:?] | [otal:?] | [opchedy:?]	heißer Zustand, Bindungsstufe II | getrockneter Zustand | kalt, Bindungsstufe II | [oteedy:?] | [lkedy:?] | [shedy:?] | heiße Substanz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [char:?] | Ansatz aus kaltem Rohstoff, Form I | [opchedy:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-004	1	otal	f103v	f103v.23	S	B	3	8	MEDIAL	oteey	otear	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	ycheody l ar cheey or aiiin oteey otal otear ar ar keey qoty	ycheody l ar cheey or aiiin oteey otal otear ar ar keey qoty	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	4	2	[ycheody:?] | [l:?] | [ar:?] | [cheey:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert IV | [oteey:?] | [otal:?] | [otear:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [ar:?] | [keey:?] | kalt, Grundform	[ycheody:?] | [l:?] | [ar:?] | [cheey:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert IV | [oteey:?] | Ansatz aus kaltem Rohstoff, Form I | [otear:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [ar:?] | [keey:?] | kalt, Grundform	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-005	1	otal	f103v	f103v.25	S	B	3	6	MEDIAL	qotain	oty	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	3	3	[sain:?] | [olkeeey:?] | heiß im qo-Rahmen, Grad I | [oteedy:?] | kalt im qo-Rahmen, Grad II | [otal:?] | kalter Ansatz, Grundform | [opar:?] | [aram:?] | [oteeam:?]	[sain:?] | [olkeeey:?] | heiß im qo-Rahmen, Grad I | [oteedy:?] | kalt im qo-Rahmen, Grad II | Ansatz aus kaltem Rohstoff, Form I | kalter Ansatz, Grundform | [opar:?] | [aram:?] | [oteeam:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-006	1	otal	f104r	f104r.14	S	B	3	8	MEDIAL	olkeechey	ol	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal	daiin choaiin qokechy qotal cheo lor saiin olkeechey otal ol oeeal	daiin choaiin qokechy qotal cheo lor saiin olkeeche otal ol oeeal	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	3	2	Grad-/Maßwert III | [choaiin:?] | [qokechy:?] | [qotal:?] | [cheolor:?] | Samen/Saatgut, Typ/Charge III | [olkeechey:?] | [otal:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oeeal:?]	Grad-/Maßwert III | [choaiin:?] | [qokechy:?] | [qotal:?] | [cheolor:?] | Samen/Saatgut, Typ/Charge III | [olkeechey:?] | Ansatz aus kaltem Rohstoff, Form I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oeeal:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-007	1	otal	f105v	f105v.12	S	B	3	10	MEDIAL	otaiin	tair	ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am	ysheedy aiin okeol ykedor ar ar alkair otos otaiin otal tair am	yeedy aiin okeol ykedor ar ar alkair otor otaiin otal kair am	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	2	2	[ysheedy:?] | Menge III | [okeol:?] | [ykedor:?] | [ar:?] | [ar:?] | [alkair:?] | [otar:?] | kalt im Zubereitungsrahmen, Grad III | [otal:?] | [tair:?] | [am:?]	[ysheedy:?] | Menge III | [okeol:?] | [ykedor:?] | [ar:?] | [ar:?] | [alkair:?] | [otar:?] | kalt im Zubereitungsrahmen, Grad III | Ansatz aus kaltem Rohstoff, Form I | [tair:?] | [am:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-008	1	otal	f105v	f105v.26	S	B	3	5	MEDIAL	otar	or	lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	lkl sheeo ees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	4	3	[lkl:?] | [sheeodees:?] | kalt im Zubereitungsrahmen, Grad III | [otar:?] | [otal:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | [chedor:?] | [alkaiin:?] | [chs:?] | [alkaiin:?] | rohe Wurzel	[lkl:?] | [sheeodees:?] | kalt im Zubereitungsrahmen, Grad III | [otar:?] | Ansatz aus kaltem Rohstoff, Form I | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | [chedor:?] | [alkaiin:?] | [chs:?] | [alkaiin:?] | rohe Wurzel	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
G644-A01-009	1	otal	f106r	f106r.14	S	B	3	6	MEDIAL	otair	chedy	ychol okaiin olcheey dolchedy otair otal chedy okeor	ychol okaiin olcheey dolchedy otais otal chedy okeor	ychol kaiin olcheey dolchedy otair otal chedy okeor	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	2	1	[ychol:?] | heiß, Grad III, im Ansatzrahmen | [olcheey:?] | [dolchedy:?] | [otair:?] | [otal:?] | getrockneter Zustand | [okeor:?]	[ychol:?] | heiß, Grad III, im Ansatzrahmen | [olcheey:?] | [dolchedy:?] | [otair:?] | Ansatz aus kaltem Rohstoff, Form I | getrockneter Zustand | [okeor:?]	FEWER_THAN_TWO_CLEAN_COMPANIONS	0	0	OPAQUE_OR_UNSTABLE_CONTEXT	all-reader exact target but fewer than two clean already glossed companion positions
G644-A01-010	1	otal	f106v	f106v.12	S	B	3	9	MEDIAL	qokal	otam	ycheey qoeeda chodain otalchdy qokaiin chokaiin chody qokal otal otam	ycheey qoeedy chodain otal chdy qokaiin chokaiin chody qokal otal otam	ycheey qoeedy chodain otal ch y qokaiin chokaiin chody qokal otal otam	ALL_THREE_EXACT	all three readers retain the exact token	1	1	UNKNOWN_SURFACE	[otal:?]	Ansatz aus kaltem Rohstoff, Form I	2	2	[ycheey:?] | [qoeeda:?] | [chodain:?] | [otalchdy:?] | heiß, Grad III | [chokaiin:?] | [chody:?] | heiße Substanz | [otal:?] | [otam:?]	[ycheey:?] | [qoeeda:?] | [chodain:?] | [otalchdy:?] | heiß, Grad III | [chokaiin:?] | [chody:?] | heiße Substanz | Ansatz aus kaltem Rohstoff, Form I | [otam:?]	NONE	0	0	CLEAN_CONTEXT_COMPATIBLE	complete reading fits at least two clean already glossed companion positions
