component_id	surface	segment	working_value_de	evidence_path	evidence_kind	licensed_use
G644-B01	otal	o	Ansatz/Zubereitung	experiments/yolo/gdt633_cth_interfix_semantic_contrasts/REPORT.md	PREPARATION_HEAD	inside exact otal only
G644-B02	otal	t	kalt	experiments/yolo/gdt624_productive_quality_shell_grid/artifacts/GRID_CELLS.tsv	COLD_QUALITY	inside exact otal only
G644-B03	otal	al	Rohstoffform I	experiments/yolo/gdt640_downstream_component_prediction/REPORT.md	RAW_FORM_I	inside exact otal only
G644-B04	cthol	cth	Drogenklasse; im Kräuterbuch Blatt/Kraut	experiments/yolo/gdt631_prefixed_cth_quality_parts/REPORT.md	CTH_DRUG_CLASS	inside exact cthol only
G644-B05	cthol	ol	Drogenstoff; nur in cthol	experiments/yolo/gdt628_chol_measure_frame/REPORT.md	MATERIAL_CARRIER	inside exact cthol only
G644-B06	chokchy	cho	Trockenansatz	experiments/yolo/gdt639_strict_hole_component_repair/REPORT.md	DRY_PREPARATION	inside exact chokchy only
G644-B07	chokchy	k+ch	heiß-trocken	experiments/yolo/gdt624_productive_quality_shell_grid/artifacts/GRID_CELLS.tsv	NESTED_HOT_DRY_QUALITY	inside exact chokchy only
G644-B08	chokchy	y	Grundform im inneren k+ch+y-Kern	experiments/yolo/gdt624_productive_quality_shell_grid/artifacts/GRID_CELLS.tsv	NESTED_BASE_FORM	inside exact chokchy only
G644-B09	qotchod	qo	qo-Vorsatz; keine Einzelglosse	experiments/yolo/gdt624_productive_quality_shell_grid/REPORT.md	QO_BOUND_PREFIX	inside exact qotchod only
G644-B10	qotchod	tch	kalt-trocken	experiments/yolo/gdt624_productive_quality_shell_grid/artifacts/GRID_CELLS.tsv	COLD_DRY_QUALITY	inside exact qotchod only
G644-B11	qotchod	o	Zubereitung	experiments/yolo/gdt633_cth_interfix_semantic_contrasts/REPORT.md	PREPARATION_HEAD	inside exact qotchod only
G644-B12	qotchod	d	fertig gebunden	experiments/yolo/gdt624_productive_quality_shell_grid/artifacts/GRID_CELLS.tsv	CLOSURE_STATE	inside exact qotchod only
G644-B13	ytchor	y	kein Einzelwert; nur in ytchor gebunden	experiments/yolo/gdt643_exposed_five_hole_completion/REPORT.md	BOUND_CURRENT_DRUG_FRAME	inside exact ytchor only
G644-B14	ytchor	tch	kalt-trocken	experiments/yolo/gdt624_productive_quality_shell_grid/artifacts/GRID_CELLS.tsv	COLD_DRY_QUALITY	inside exact ytchor only
G644-B15	ytchor	or	Drogenportion	experiments/yolo/gdt628_chol_measure_frame/REPORT.md	PORTION_CARRIER	inside exact ytchor only
