record_id	scope	page	physical_folio	locus	section	register	currier	hand	record_ordinal	field_ordinal	group_count	dy_close	b3_close	starts_after_drawing	ends_before_drawing	left_boundary_profile	right_boundary_profile	field_breaks	segment_breaks	opaque_tuple_sequence_json
2768698d695e155db36c	DRAWING_RESET_SEGMENT	f100r	f100	f100r.25	P	OTHER_A	A	1	1	0	10	0	0	0	0	LINE_START	LINE_END	2		"[""ac91887ff5954cb4ce63"",""c08a1de9222b3422a010"",""dcda95c81a5460feb191"",""2f1c5e56e8f0ff459065"",""ea7380a88691574fed5e"",""dd6e17212d4bed2d7809"",""d904bf7b044dd3922781"",""dcda95c81a5460feb191"",""fe0d46bb6e42ed04baf3"",""642b2bc11b535d949c84""]"
fced602ca760c83a683b	DRAWING_RESET_SEGMENT	f100r	f100	f100r.27	P	OTHER_A	A	1	1	0	5	0	0	0	0	LINE_START	LINE_END	4		"[""dcda95c81a5460feb191"",""dcda95c81a5460feb191"",""2cc054357a929df85f64"",""67af7abc8980f6e9334b"",""8ffe5b161af62998101d""]"
59f426c81622b6269f4e	DRAWING_RESET_SEGMENT	f100v	f100	f100v.21	P	OTHER_A	A	1	1	0	10	0	0	0	0	LINE_START	LINE_END			"[""afae8b1ea12c48706224"",""c6790ca636af75735665"",""dcda95c81a5460feb191"",""c10aec6d4dd877ec8bd8"",""b38d70daefd663d74625"",""b8dc913d9eec5facf12d"",""3ae9a121ba0045b913e8"",""ad634d47e794238d8e86"",""642b2bc11b535d949c84"",""1f8baf46350922e4ddf2""]"
30bdb41f5b410bcd2db8	DRAWING_RESET_SEGMENT	f100v	f100	f100v.22	P	OTHER_A	A	1	1	0	3	0	0	0	0	LINE_START	LINE_END			"[""2f1c5e56e8f0ff459065"",""d904bf7b044dd3922781"",""dbf496943aa1814a4032""]"
684b9009232feffe37fb	DRAWING_RESET_SEGMENT	f102r1	f102	f102r1.11	P	OTHER_A	A	1	2	0	8	0	0	0	0	LINE_START	LINE_END	5		"[""ccc9dab8de9feaf16d40"",""fe0d46bb6e42ed04baf3"",""dcda95c81a5460feb191"",""92e43836d82f98bf02d3"",""c8b6e56d0bf256e3e38a"",""424c497f4d413127cb7c"",""ecce30bc8dcc400bf2c8"",""bc601ba75cc0842ceec9""]"
0dbcdafe415246e93ef2	DRAWING_RESET_SEGMENT	f102r1	f102	f102r1.17	P	OTHER_A	A	1	2	0	4	0	0	1	0	ZL3b:DRAWING_INTERRUPTION;IT2a:DRAWING_INTERRUPTION;RF1b:DRAWING_INTERRUPTION	LINE_END	2		"[""33026b63f2d3add2e7ad"",""97cc9ac109148723c472"",""fe0d46bb6e42ed04baf3"",""230a8457bbd5a16080be""]"
6ae518218d11e8a8457d	DRAWING_RESET_SEGMENT	f102r1	f102	f102r1.17	P	OTHER_A	A	1	2	0	2	1	0	0	1	LINE_START	ZL3b:DRAWING_INTERRUPTION;IT2a:DRAWING_INTERRUPTION;RF1b:DRAWING_INTERRUPTION			"[""92db57ba2068548003fb"",""69f8ba873281ae301e25""]"
0f811b8b1582345d41cd	DRAWING_RESET_SEGMENT	f102r1	f102	f102r1.3	P	OTHER_A	A	1	1	0	7	0	0	0	0	LINE_START	LINE_END			"[""a589986c6b86ebef6756"",""0bf5b28b5649066313ca"",""ccf71978d63a4a8b4999"",""bc459b8ae1cabfd5f1e4"",""6ee97fbc3d748e4c7a9f"",""f348d5aeaae57d8180a3"",""33026b63f2d3add2e7ad""]"
8029de31db1c3d9223c1	DRAWING_RESET_SEGMENT	f102r1	f102	f102r1.5	P	OTHER_A	A	1	1	0	10	0	0	0	0	LINE_START	LINE_END			"[""a5ca6a069814b08515eb"",""a06244ef1f2b37ca44c1"",""2931fa854e61d5a76231"",""9eba24fdbcb1b7866de1"",""6afeb5c9ab9f6cbdea0d"",""39253b912f83eecd9aac"",""dcda95c81a5460feb191"",""43eb9aa12959b4d5cdc9"",""232195d6ff2f326322f7"",""53cd0637c6820ba5e91f""]"
27afc5d52dfd24a21513	DRAWING_RESET_SEGMENT	f102r1	f102	f102r1.8	P	OTHER_A	A	1	2	0	3	0	0	0	1	LINE_START	ZL3b:DRAWING_INTERRUPTION;IT2a:DRAWING_INTERRUPTION;RF1b:DRAWING_INTERRUPTION			"[""8601da2c9ed7026b15cc"",""fb63fe1590fff332ffbb"",""ea8407ef2711c8f607a3""]"
