run_id	statement_id	record_unit_id	page	mode	template_head_de	slot_order	event_ids	surfaces	atomic_lexemes	event_count	compact_clause_de	link_to_next
B1-S001-R01	B1-S001	B1	f81v	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E101	qokedy	Kurzkontakt	1	BEHANDELN: Kurzkontakt	END
B1-S002-R01	B1-S002	B1	f81v	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E102	qokaiin	bemessen	1	EINSTELLEN: bemessen	DANN
B1-S002-R02	B1-S002	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E103	kair	Beckenlauf	1	STEUERN: Beckenlauf	DANN
B1-S002-R03	B1-S002	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E104	okal	Orteinsatz	1	EINBRINGEN: Orteinsatz	DANN
B1-S002-R04	B1-S002	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E105|E106	char ol	davon|weiter	2	STEUERN: davon – weiter	DANN
B1-S002-R05	B1-S002	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E107|E108	kain olkain	Portion|Folgeportion	2	EINBRINGEN: Portion – Folgeportion	DANN
B1-S002-R06	B1-S002	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E109|E110|E111	al ol rol	dorthin|weiter|Anschluss	3	STEUERN: dorthin – weiter – Anschluss	DANN
B1-S002-R07	B1-S002	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E112|E113	dl olor	Zusatz|Gleichansatz	2	EINBRINGEN: Zusatz – Gleichansatz	DANN
B1-S002-R08	B1-S002	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E114	ol	weiter	1	STEUERN: weiter	DANN
B1-S002-R09	B1-S002	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E115	sheckhal	Zielkurzpassage	1	DURCHARBEITEN: Zielkurzpassage	DANN
B1-S002-R10	B1-S002	B1	f81v	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E116	aiin	Sollmaß	1	EINSTELLEN: Sollmaß	DANN
B1-S002-R11	B1-S002	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E117	qokeedal	Ziellanghalt	1	STEUERN: Ziellanghalt	DANN
B1-S002-R12	B1-S002	B1	f81v	MEASURE	EINSTELLEN	MASS/PORTION/STUFE > laufender Posten	E118	aiin	Sollmaß	1	EINSTELLEN: Sollmaß	DANN
B1-S002-R13	B1-S002	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E119	chckhy	durchleiten	1	DURCHARBEITEN: durchleiten	DANN
B1-S002-R14	B1-S002	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E120	schedy	überführen	1	EINBRINGEN: überführen	END
B1-S003-R01	B1-S003	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E121	qol	weiter	1	STEUERN: weiter	DANN
B1-S003-R02	B1-S003	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E122	sshkchdy	übertragen	1	EINBRINGEN: übertragen	END
B1-S004-R01	B1-S004	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E123	chdy	überführen	1	EINBRINGEN: überführen	DANN
B1-S004-R02	B1-S004	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E124	ol	weiter	1	STEUERN: weiter	DANN
B1-S004-R03	B1-S004	B1	f81v	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E125	cheedy	Kurzabsetzung	1	ABSETZEN: Kurzabsetzung	END
B1-S005-R01	B1-S005	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E126	qolchedy	weiterführen	1	STEUERN: weiterführen	END
B1-S006-R01	B1-S006	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E127	qokain	Zugabe	1	EINBRINGEN: Zugabe	DANN
B1-S006-R02	B1-S006	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E128	chckhy	durchleiten	1	DURCHARBEITEN: durchleiten	DANN
B1-S006-R03	B1-S006	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E129	dl	Zusatz	1	EINBRINGEN: Zusatz	DANN
B1-S006-R04	B1-S006	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E130	ral	Zielmarke	1	STEUERN: Zielmarke	END
B1-S007-R01	B1-S007	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E131	qokchdy	Neueinsatz	1	EINBRINGEN: Neueinsatz	END
B1-S008-R01	B1-S008	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E132|E133	y ol	dies|weiter	2	STEUERN: dies – weiter	DANN
B1-S008-R02	B1-S008	B1	f81v	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E134	cheky	Kurzwärme	1	BEHANDELN: Kurzwärme	DANN
B1-S008-R03	B1-S008	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E135	ol	weiter	1	STEUERN: weiter	DANN
B1-S008-R04	B1-S008	B1	f81v	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E136	cheedy	Kurzabsetzung	1	ABSETZEN: Kurzabsetzung	END
B1-S009-R01	B1-S009	B1	f81v	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E137	qokedy	Kurzkontakt	1	BEHANDELN: Kurzkontakt	END
B1-S010-R01	B1-S010	B1	f81v	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E138	qokedy	Kurzkontakt	1	BEHANDELN: Kurzkontakt	END
B1-S011-R01	B1-S011	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E139	chckhy	durchleiten	1	DURCHARBEITEN: durchleiten	DANN
B1-S011-R02	B1-S011	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E140	oky	einsetzen	1	EINBRINGEN: einsetzen	END
B1-S012-R01	B1-S012	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E141	lsho	Waschgang	1	DURCHARBEITEN: Waschgang	DANN
B1-S012-R02	B1-S012	B1	f81v	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E142	okey	Kurzkontakt	1	BEHANDELN: Kurzkontakt	DANN
B1-S012-R03	B1-S012	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E143	lshedy	Waschgang	1	DURCHARBEITEN: Waschgang	END
B1-S013-R01	B1-S013	B1	f81v	PASS_FILTER	DURCHARBEITEN	POSTEN > Wasch-/Durchlass-/Trennweg > Ablauf	E144	lshedy	Waschgang	1	DURCHARBEITEN: Waschgang	END
B1-S014-R01	B1-S014	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E145	chdy	überführen	1	EINBRINGEN: überführen	DANN
B1-S014-R02	B1-S014	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E146	qolky	Weiterweg	1	STEUERN: Weiterweg	DANN
B1-S014-R03	B1-S014	B1	f81v	DISCHARGE	ABFÜHREN	POSTEN/QUELLE > Abzug/Transfer > optionales ZIEL	E147	lchedal	Zielabführung	1	ABFÜHREN: Zielabführung	DANN
B1-S014-R04	B1-S014	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E148|E149	ol otar	weiter|Folgequelle	2	STEUERN: weiter – Folgequelle	END
B1-S015-R01	B1-S015	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E150|E151	ytey okchedy	Kurzteil|Rücktransfer	2	EINBRINGEN: Kurzteil – Rücktransfer	END
B1-S016-R01	B1-S016	B1	f81v	CHARGE	EINBRINGEN	QUELLE/ANTEIL > EINSATZ/TRANSFER > optionales ZIEL	E152	qokal	Orteinsatz	1	EINBRINGEN: Orteinsatz	DANN
B1-S016-R02	B1-S016	B1	f81v	TREAT	BEHANDELN	POSTEN > optionaler GRAD > Kontakt/Wärme/Befestigung	E153	okeey	Langkontakt	1	BEHANDELN: Langkontakt	DANN
B1-S016-R03	B1-S016	B1	f81v	LOCAL_CONTROL	STEUERN	BEZUG/FOLGE/ZIEL > laufenden Gang setzen oder fortführen	E154	ol	weiter	1	STEUERN: weiter	DANN
B1-S016-R04	B1-S016	B1	f81v	SETTLE	ABSETZEN	POSTEN > optionaler GRAD/SOLLWERT > Ruhe/Sammlung	E155	cheedy	Kurzabsetzung	1	ABSETZEN: Kurzabsetzung	END
