factor_family	factor_rule	factor_status	candidate_stop_row_count	instruction
ADJACENT_ACTION_PAIR	PAIR:CH>CH	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:CH>CHD	STOP_UNLICENSED	0	STOP
ADJACENT_ACTION_PAIR	PAIR:CH>K	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:CH>OK	AMBER_LOCAL_APPENDIX	0	READ_AMBER
ADJACENT_ACTION_PAIR	PAIR:CH>P	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:CH>R	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:CH>S	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:CH>SH	STOP_UNLICENSED	5	STOP
ADJACENT_ACTION_PAIR	PAIR:CH>T	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:CHD>CH	STOP_UNLICENSED	10	STOP
ADJACENT_ACTION_PAIR	PAIR:CHD>CHD	STOP_UNLICENSED	0	STOP
ADJACENT_ACTION_PAIR	PAIR:CHD>K	STOP_UNLICENSED	2	STOP
ADJACENT_ACTION_PAIR	PAIR:CHD>OK	STOP_UNLICENSED	6	STOP
ADJACENT_ACTION_PAIR	PAIR:CHD>P	STOP_UNLICENSED	0	STOP
ADJACENT_ACTION_PAIR	PAIR:CHD>R	STOP_UNLICENSED	0	STOP
ADJACENT_ACTION_PAIR	PAIR:CHD>S	AMBER_LOCAL_APPENDIX	0	READ_AMBER
ADJACENT_ACTION_PAIR	PAIR:CHD>SH	STOP_UNLICENSED	0	STOP
ADJACENT_ACTION_PAIR	PAIR:CHD>T	STOP_UNLICENSED	1	STOP
ADJACENT_ACTION_PAIR	PAIR:K>CH	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:K>CHD	GREEN_CROSS_PAGE	0	READ
ADJACENT_ACTION_PAIR	PAIR:K>K	STOP_UNLICENSED	1	STOP
ADJACENT_ACTION_PAIR	PAIR:K>OK	AMBER_LOCAL_APPENDIX	0	READ_AMBER
ADJACENT_ACTION_PAIR	PAIR:K>P	STOP_UNLICENSED	1	STOP
ADJACENT_ACTION_PAIR	PAIR:K>R	STOP_UNLICENSED	0	STOP
