span_id	target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	right_ordinal	line_token_count	right_surface	written_span_eva	written_line_eva	right_reader_exact	old_gdt780_branch	old_gdt780_default_de	old_gdt780_contextual	selected_whole_default_de	new_gdt781_default_de	alternate_1_de	alternate_2_de	confidence	analogy_tier	raw_analogy_consensus_axes	working_functional_axes	card_class	source_evidence	positive_evidence	counterevidence	scope_status	semantic_change_class	fallback_replacement	display_changed	inherited_consumed_token_ids	gdt781_consumed_token_id	same_row_inherited_consumption_takeover	new_unique_consumption	cross_row_consumption_collision	selection_rule	selection_uses_occurrence_id	selection_uses_page_or_locus	selection_uses_analogy_or_meaning	selection_uses_frequency	selection_uses_substring	exact_complete_whole_only	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G781-S001	G769-T0001	f100v	f100	f100v.20	P	A	1	P|A|1	7	8	8	chockhar	ol chockhar	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Trockenzubereitung	Trockenzubereitung	heiße Ansatzfraktion	trockener Arzneistoff	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	DRY|PREPARATION	DRY|PREPARATION	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Fünf vollständige Distanz-2-Karten liefern DRY|PREPARATION; beide Cachevorkommen sind reader-exakt.	Kein sauberer Distanz-1-Nachbar; nur ein zielunabhängiges exaktes Vorkommen; Zubereitung, Material und heiße Fraktion bleiben unterscheidbar.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f100v.20@8	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S002	G769-T0006	f102v2	f102	f102v2.20	P	A	1	P|A|1	9	10	12	sheeoy	ol sheeoy	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	feuchter Endzustand	feuchter Endzustand	Feuchtzubereitung	Einweich-/Abschlussvorgang	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	MOIST|END_STAGE	MOIST|END_STAGE	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT780_TWO_WHOLE_SPECS:sheeol	Sechs vollständige Distanz-1-Karten konvergieren auf MOIST|END_STAGE; die neue vollständige Karte sheeol=Endzustand liegt ebenfalls in Distanz 1 und verstärkt END_STAGE.	Singleton; Träger und Funktion bleiben offen; HOT, PREPARATION, PROCESS und BEGIN_STAGE erscheinen als Rivalachsen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f102v2.20@10	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S003	G769-T0034	f104v	f104	f104v.1	S	B	3	S|B|3	6	7	12	ear	ol ear	pchdoiin opcheedy orar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dam	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Stoffanteil	Stoffanteil	heiße Fraktion	kalte Fraktion	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	PART|MATERIAL	PART|MATERIAL	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Die vollständigen Distanz-1-Karten ar, dar, kar und tar teilen PART|MATERIAL.	Singleton; HOT und COLD widersprechen sich; keine Teilnummer, Einheit oder konkrete Substanz ist identifiziert.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f104v.1@7	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S004	G769-T0106	f112v	f112	f112v.23	S	B	3	S|B|3	5	6	9	cheedaiin	ol cheedaiin	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Trockenmenge, Mittelstufe	Trockenmenge, Mittelstufe	Trockenmenge, Endstufe	getrocknete Zubereitung	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|AMOUNT|MIDDLE_STAGE	DRY|AMOUNT|MIDDLE_STAGE	A3_CLEAN_COMPLETE_WHOLE_PROJECTION_WITH_EXTERNAL_CONFLICT	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|G748-E0313|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	Die drei vollständigen Distanz-1-Karten chedaiin, cheedain und cheodaiin ergeben DRY|AMOUNT|MIDDLE_STAGE; vier reader-exakte Vorkommen liegen auf drei Seiten.	Der zielunabhängige Serienrahmen f112v.24 ergibt END_STAGE, ist aber ausdrücklich B0_NO_WHOLE_FORM_BRIDGE; MATERIAL, PREPARATION und END_STAGE bleiben Rivalen; keine Zahl oder Einheit ist bestätigt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f112v.23@6	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S005	G769-T0119	f113v	f113	f113v.25	S	B	3	S|B|3	9	10	12	keeor	ol keeor	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	erhitzter Arzneistoff	erhitzter Arzneistoff	heiße Portion	erhitzter Endzustand	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	HOT|MATERIAL	HOT|MATERIAL	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK|GDT762_DIRECTED_PATTERN_NULL_CENSUS	Die vollständigen Distanz-1-Karten keear, keeol und keor teilen HOT|MATERIAL; zwei Vorkommen auf zwei Seiten sind reader-exakt und beide medial.	Nur 2 von 6 Cacheoberflächen sind in allen Lesungen exakt; AMOUNT, PART und END_STAGE bleiben Rivalachsen; das externe exakte Locus ist im publizierten Aggregat nicht zeilenweise ausgewiesen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f113v.25@10	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S006	G769-T0123	f114r	f114	f114r.2	S	B	3	S|B|3	11	12	13	keeed	ol keeed	deedar qoteeddy dair o kedy okoeey r aiin oor cheed ol keeed lkeeedam	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	vollständig erhitzt	vollständig erhitzt	feuchte Endstufe	abgeschlossene Zubereitung	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	HOT|END_STAGE	HOT|END_STAGE	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Die nächste vollständige Karte keed und der Radius-2-Kreis ergeben HOT|END_STAGE.	Singleton; MOIST, MATERIAL, PREPARATION, CLOSE und PASS bleiben Rivalachsen; die Funktion als Zustand oder Vorgang ist offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f114r.2@12	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S007	G769-T0136	f115r	f115	f115r.24	S	B	@	S|B|@	11	12	14	otlaiin	ol otlaiin	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Kaltansatz, Stufe III	Kaltansatz, Stufe III	Stoffmenge III	behandelter Mittelstufenansatz	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COLD|PREPARATION|LEVEL_III	COLD|PREPARATION|LEVEL_III	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|G748-E0391	Die vollständigen Distanz-1-Karten olaiin, otaiin und oteaiin konvergieren auf COLD|PREPARATION|LEVEL_III.	Singleton; AMOUNT, MATERIAL, PASS und MIDDLE_STAGE bleiben Rivalachsen; der END_STAGE-Serienlead stammt aus derselben ol-Zielstelle und ist nicht unabhängig.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f115r.24@12	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S008	G769-T0141	f115v	f115	f115v.30	S	B	3	S|B|3	2	3	8	chlor	ol chlor	ycheedaiin ol chlor lkchedy rchedar oteedal ar lky	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	trockener Arzneistoff	trockener Arzneistoff	trockener Stoffteil	erhitzte Stoffportion	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|MATERIAL	DRY|MATERIAL	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Fünf vollständige Distanz-1-Karten einschließlich chdor, cheor, chkor, cholor und chor ergeben den Kern DRY|MATERIAL.	Singleton; PART, AMOUNT und HOT bleiben Rivalachsen; die Nähe zu chor identifiziert keinen Pflanzenteil und keinen Bestandteil; cutoff-gebunden tragen 3/5 Nachbarkarten MATERIAL.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f115v.30@3	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S009	G769-T0152	f116r	f116	f116r.49	S	B	3	S|B|3	11	12	12	lkan	ol lkan	sysor shey qokey okeolan chey qol or cheey qor arom ol lkan	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	erhitzt	erhitzt	Heißansatz	Grad I	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	HOT	HOT	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Die vollständigen Distanz-1-Karten kan und okan teilen HOT.	Singleton und an der Zeilenkante; PREPARATION bleibt Rivalachse; weder Grad I noch Operation oder Träger sind bestätigt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f116r.49@12	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S010	G769-T0176	f30r	f30	f30r.8	H	A	1	H|A|1	2	3	9	chesey	ol chesey	opchol ol chesey scheo r chey okeal dcheo rchey	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Trockenzustand	Trockenzustand	trockener Endzustand	Trockenzubereitung	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	DRY	DRY	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	Die nächste vollständige Karte cheey und ein breiter sauberer Radius-2-Kreis tragen DRY.	Singleton; HOT, COLD, MATERIAL, PREPARATION, PROCESS und Stufenachsen widersprechen sich; nur DRY ist gemeinsam.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f30r.8@3	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
G781-S011	G769-T0184	f34r	f34	f34r.5	H	B	2	H|B|2	4	5	11	okes	ol okes	qoteedy shedy shedy ol okes ar ykeed l chedy otey okaiin	1	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	Heißansatz	Heißansatz	Heißzubereitung, Endstufe	Mittelstufenansatz	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	HOT|PREPARATION	HOT|PREPARATION	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT780_COMPLETE_WHOLE:eees	Die vollständigen Distanz-1-Karten oees, okees, okey und okos teilen PREPARATION und überwiegend HOT.	Singleton; AMOUNT, MIDDLE_STAGE und END_STAGE bleiben Rivalachsen; die neue Mengenfeldkarte eees liegt nur in Distanz 2 und verhindert eine Identitätslesung.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	EXPLORATORY_FALLBACK_REPLACEMENT	1	1	NONE	f34r.5@5	0	1	0	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	0	0	0	0	0	1	0	0	0	0
