card_id	surface	preferred_gdt781_default_de	alternate_1_de	alternate_2_de	confidence	card_class	renderer_scope	selected_exact_fallback_contexts	raw_pool_reading_rows	raw_pool_wholes	raw_analogy_tier	raw_min_edit_distance	raw_selected_radius	raw_neighbor_wholes	raw_closest_neighbor_wholes	raw_neighbor_surfaces	raw_nearest_glosses_de	raw_consensus_axes	raw_rival_axes	raw_axis_support	raw_functional_class	later_supplement_surfaces	later_supplement_edit_distances	later_supplement_defaults_de	later_supplement_functional_axes	later_supplement_pool_vote_credit	external_serial_axes	target_local_axes	serial_evidence_ids	serial_whole_bridge_tiers	working_functional_axes	cache_occurrences	reader_exact_occurrences	reader_exact_pages	gdt762_direct_ol_contacts	gdt762_direct_ol_contact_pages	gdt762_pattern_null_row_present	gdt775_fallback_target_tokens	gdt775_slot_evidence_tier	existing_gdt745_card_id	positive_evidence	counterevidence	source_evidence	replaceable	selected_by_exploratory_policy	literal_identity	confirmed_lexeme	confirmed_plaintext	component_export_credit	numeric_identity_confirmed	specific_substance_confirmed	default_is_translation
G781-C001	chockhar	Trockenzubereitung	heiße Ansatzfraktion	trockener Arzneistoff	C0_ANALOGY_C0_IDENTITY	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	2	2	5	5	chckhal|chckhan|chockhey|chokar|cholkar	chckhal=trockenes Arzneikompositum, Rohstoffform I || chckhan=trockenes Arzneikompositum auf Stufe I || chockhey=Arzneikompositum im Trockenansatz in der Gradmitte || chokar=erste heiß getrocknete Ansatzfraktion || cholkar=Trockengut: heiße Fraktion I	DRY|PREPARATION	HOT|PART|MATERIAL|MIDDLE_STAGE	HOT:2|DRY:5|PART:2|MATERIAL:1|PREPARATION:4|MIDDLE_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	DRY|PREPARATION	2	2	2	1	1	1	1	UNINFORMATIVE	NONE	Fünf vollständige Distanz-2-Karten liefern DRY|PREPARATION; beide Cachevorkommen sind reader-exakt.	Kein sauberer Distanz-1-Nachbar; nur ein zielunabhängiges exaktes Vorkommen; Zubereitung, Material und heiße Fraktion bleiben unterscheidbar.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	1	1	OPEN	0	0	0	0	0	0
G781-C002	sheeoy	feuchter Endzustand	Feuchtzubereitung	Einweich-/Abschlussvorgang	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	6	6	sheedy|sheeky|sheeo|sheeod|sheety|sheoy	sheedy=feucht am Ende des Grades || sheeky=vollständig einweichen, erhitzen und abschließen || sheeo=vollständig eingeweichter Ansatz || sheeod=vollständig eingeweichten Ansatz abschließen || sheety=vollständig angefeuchtet und gekühlt || sheoy=feucht angesetzte Zubereitung am Gradanfang	MOIST|END_STAGE	HOT|PREPARATION|PROCESS|BEGIN_STAGE	HOT:1|MOIST:4|PREPARATION:3|PROCESS:1|BEGIN_STAGE:1|END_STAGE:5	QUALITY_OR_STATE_WHOLE	sheeol	1	sheeol=Endzustand	sheeol=END_STAGE	0	NONE	NONE	NONE	NONE	MOIST|END_STAGE	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Sechs vollständige Distanz-1-Karten konvergieren auf MOIST|END_STAGE; die neue vollständige Karte sheeol=Endzustand liegt ebenfalls in Distanz 1 und verstärkt END_STAGE.	Singleton; Träger und Funktion bleiben offen; HOT, PREPARATION, PROCESS und BEGIN_STAGE erscheinen als Rivalachsen.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT780_TWO_WHOLE_SPECS:sheeol	1	1	OPEN	0	0	0	0	0	0
G781-C003	ear	Stoffanteil	heiße Fraktion	kalte Fraktion	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	4	4	ar|dar|kar|tar	ar=Drogenanteil I || dar=abgemessener Anteil I || kar=heiße Drogenfraktion I || tar=kalter Drogenanteil I	PART|MATERIAL	HOT|COLD	HOT:1|COLD:1|PART:4|MATERIAL:3	QUANTIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	PART|MATERIAL	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Die vollständigen Distanz-1-Karten ar, dar, kar und tar teilen PART|MATERIAL.	Singleton; HOT und COLD widersprechen sich; keine Teilnummer, Einheit oder konkrete Substanz ist identifiziert.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	1	1	OPEN	0	0	0	0	0	0
G781-C004	cheedaiin	Trockenmenge, Mittelstufe	Trockenmenge, Endstufe	getrocknete Zubereitung	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION_WITH_EXTERNAL_CONFLICT	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	3	3	chedaiin|cheedain|cheodaiin	chedaiin=abgemessene Trockenmenge III, Mittelstufe || cheedain=zwei Portionen vollständig getrockneter Droge || cheodaiin=drei Portionen Trockenansatz auf mittlerer Trockenstufe	DRY|AMOUNT|MIDDLE_STAGE	MATERIAL|PREPARATION|END_STAGE	DRY:3|AMOUNT:2|MATERIAL:1|PREPARATION:1|MIDDLE_STAGE:2|END_STAGE:1	QUALITY_OR_STATE_WHOLE	NONE	NONE	NONE	NONE	0	END_STAGE	NONE	G748-E0313	B0_NO_WHOLE_FORM_BRIDGE	DRY|AMOUNT|MIDDLE_STAGE	5	4	3	1	1	1	1	UNINFORMATIVE	NONE	Die drei vollständigen Distanz-1-Karten chedaiin, cheedain und cheodaiin ergeben DRY|AMOUNT|MIDDLE_STAGE; vier reader-exakte Vorkommen liegen auf drei Seiten.	Der zielunabhängige Serienrahmen f112v.24 ergibt END_STAGE, ist aber ausdrücklich B0_NO_WHOLE_FORM_BRIDGE; MATERIAL, PREPARATION und END_STAGE bleiben Rivalen; keine Zahl oder Einheit ist bestätigt.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|G748-E0313|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	1	1	OPEN	0	0	0	0	0	0
G781-C005	keeor	erhitzter Arzneistoff	heiße Portion	erhitzter Endzustand	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	3	3	keear|keeol|keor	keear=erste Drogenfraktion vollständig erhitzt || keeol=stark erhitzter Drogenstoff || keor=heiße Drogenportion	HOT|MATERIAL	AMOUNT|PART|END_STAGE	HOT:3|AMOUNT:1|PART:1|MATERIAL:3|END_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	HOT|MATERIAL	6	2	2	1	1	1	1	UNINFORMATIVE	NONE	Die vollständigen Distanz-1-Karten keear, keeol und keor teilen HOT|MATERIAL; zwei Vorkommen auf zwei Seiten sind reader-exakt und beide medial.	Nur 2 von 6 Cacheoberflächen sind in allen Lesungen exakt; AMOUNT, PART und END_STAGE bleiben Rivalachsen; das externe exakte Locus ist im publizierten Aggregat nicht zeilenweise ausgewiesen.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK|GDT762_DIRECTED_PATTERN_NULL_CENSUS	1	1	OPEN	0	0	0	0	0	0
G781-C006	keeed	vollständig erhitzt	feuchte Endstufe	abgeschlossene Zubereitung	C0_ANALOGY_C0_IDENTITY	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	1	2	9	1	keed|keear|keedy|keeody|keeol|keey|oeees|qeeey|sheed	keed=Erhitzung bis Endstufe abgeschlossen	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	HOT:6|MOIST:1|PART:1|MATERIAL:2|PREPARATION:2|CLOSE:3|PASS:1|END_STAGE:6	QUALITY_OR_STATE_WHOLE	eees	2	eees=Mengenfeld	eees=AMOUNT_OR_VALUE_FIELD	0	NONE	NONE	NONE	NONE	HOT|END_STAGE	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Die nächste vollständige Karte keed und der Radius-2-Kreis ergeben HOT|END_STAGE.	Singleton; MOIST, MATERIAL, PREPARATION, CLOSE und PASS bleiben Rivalachsen; die Funktion als Zustand oder Vorgang ist offen.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	1	1	OPEN	0	0	0	0	0	0
G781-C007	otlaiin	Kaltansatz, Stufe III	Stoffmenge III	behandelter Mittelstufenansatz	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	3	3	olaiin|otaiin|oteaiin	olaiin=drei Portionen Drogenstoff || otaiin=kalter Ansatz, Grad III || oteaiin=Kaltansatz nach mittlerer Behandlung auf Stufe III	COLD|PREPARATION|LEVEL_III	AMOUNT|MATERIAL|PASS|MIDDLE_STAGE	COLD:2|AMOUNT:1|MATERIAL:1|PREPARATION:2|PASS:1|MIDDLE_STAGE:1|LEVEL_III:2	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	END_STAGE	G748-E0391	B0_NO_WHOLE_FORM_BRIDGE	COLD|PREPARATION|LEVEL_III	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Die vollständigen Distanz-1-Karten olaiin, otaiin und oteaiin konvergieren auf COLD|PREPARATION|LEVEL_III.	Singleton; AMOUNT, MATERIAL, PASS und MIDDLE_STAGE bleiben Rivalachsen; der END_STAGE-Serienlead stammt aus derselben ol-Zielstelle und ist nicht unabhängig.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|G748-E0391	1	1	OPEN	0	0	0	0	0	0
G781-C008	chlor	trockener Arzneistoff	trockener Stoffteil	erhitzte Stoffportion	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	5	5	chdor|cheor|chkor|cholor|chor	chdor=eine abgemessene Portion Trockendroge || cheor=trockener Drogenteil || chkor=eine Portion heiß getrocknete Droge || cholor=trockene Zutat || chor=Pflanzenteil	DRY|MATERIAL	HOT|AMOUNT|PART	HOT:1|DRY:4|AMOUNT:2|PART:2|MATERIAL:3	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	DRY|MATERIAL	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Fünf vollständige Distanz-1-Karten einschließlich chdor, cheor, chkor, cholor und chor ergeben den Kern DRY|MATERIAL.	Singleton; PART, AMOUNT und HOT bleiben Rivalachsen; die Nähe zu chor identifiziert keinen Pflanzenteil und keinen Bestandteil; cutoff-gebunden tragen 3/5 Nachbarkarten MATERIAL.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	1	1	OPEN	0	0	0	0	0	0
G781-C009	lkan	erhitzt	Heißansatz	Grad I	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	2	2	kan|okan	kan=heiß, Grad I || okan=heiß im Zubereitungsrahmen, Grad I	HOT	PREPARATION	HOT:2|PREPARATION:1	QUALITY_OR_STATE_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	HOT	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Die vollständigen Distanz-1-Karten kan und okan teilen HOT.	Singleton und an der Zeilenkante; PREPARATION bleibt Rivalachse; weder Grad I noch Operation oder Träger sind bestätigt.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	1	1	OPEN	0	0	0	0	0	0
G781-C010	chesey	Trockenzustand	trockener Endzustand	Trockenzubereitung	C0_ANALOGY_C0_IDENTITY	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	1	2	22	1	cheey|chealy|chedy|cheedy|cheeky|chees|cheky|cheody|cheokey|cheoky|cheoty|chety|chey|chkey|chokey|chotey|ckheey|ctheey|dcheey|kcheey|tcheey|ycheey	cheey=trocken am Ende des Grades	DRY	HOT|COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	HOT:7|COLD:4|DRY:20|AMOUNT:1|MATERIAL:2|PREPARATION:7|PROCESS:3|CLOSE:1|BEGIN_STAGE:3|MIDDLE_STAGE:8|END_STAGE:9	QUALITY_OR_STATE_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	DRY	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Die nächste vollständige Karte cheey und ein breiter sauberer Radius-2-Kreis tragen DRY.	Singleton; HOT, COLD, MATERIAL, PREPARATION, PROCESS und Stufenachsen widersprechen sich; nur DRY ist gemeinsam.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	1	1	OPEN	0	0	0	0	0	0
G781-C011	okes	Heißansatz	Heißzubereitung, Endstufe	Mittelstufenansatz	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	4	4	oees|okees|okey|okos	oees=Ansatzcharge auf Endstufe || okees=heiße Zubereitung, Endstufe || okey=heißer Ansatz in der Mitte des Grades || okos=eine Charge Heißansatz	HOT|PREPARATION	AMOUNT|MIDDLE_STAGE|END_STAGE	HOT:3|AMOUNT:1|PREPARATION:4|MIDDLE_STAGE:1|END_STAGE:2	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	eees	2	eees=Mengenfeld	eees=AMOUNT_OR_VALUE_FIELD	0	NONE	NONE	NONE	NONE	HOT|PREPARATION	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Die vollständigen Distanz-1-Karten oees, okees, okey und okos teilen PREPARATION und überwiegend HOT.	Singleton; AMOUNT, MIDDLE_STAGE und END_STAGE bleiben Rivalachsen; die neue Mengenfeldkarte eees liegt nur in Distanz 2 und verhindert eine Identitätslesung.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT780_COMPLETE_WHOLE:eees	1	1	OPEN	0	0	0	0	0	0
G781-C012	kcheeky	heiß und trocken, Endstufe	Trockenzubereitung	heiß und trocken, Anfangsstufe	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	2	2	cheeky|kcheey	cheeky=trocken am Gradende, dann heiß am Gradanfang || kcheey=heiß und trocken am Ende des Grades	HOT|DRY|END_STAGE	BEGIN_STAGE	HOT:2|DRY:2|BEGIN_STAGE:1|END_STAGE:2	QUALITY_OR_STATE_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	HOT|DRY|END_STAGE	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Die vollständigen Distanz-1-Karten cheeky und kcheey teilen HOT|DRY und tragen END_STAGE.	Singleton; BEGIN_STAGE bleibt direkter Rival; Zustand, Zubereitung und Vorgang sind funktional noch nicht getrennt.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	1	1	OPEN	0	0	0	0	0	0
G781-C013	chedor	trockene Stoffportion	trockener Anteil	fertige Trockenportion	C1_ANALOGY_C0_IDENTITY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	1	1	6	6	chdor|chedar|chedol|chedyor|cheeor|cheor	chdor=eine abgemessene Portion Trockendroge || chedar=abgemessene Trockenfraktion I, Mittelstufe || chedol=Drogenstoff bis zur Mittelstufe trocknen und abmessen || chedyor=eine Portion fertig getrocknete Droge || cheeor=eine Portion vollständig getrocknete Droge || cheor=trockener Drogenteil	DRY|AMOUNT|MATERIAL	PART|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	DRY:6|AMOUNT:4|PART:2|MATERIAL:5|PROCESS:1|CLOSE:1|MIDDLE_STAGE:2|END_STAGE:2	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	DRY|AMOUNT|MATERIAL	3	2	2	1	1	1	1	UNINFORMATIVE	NONE	Sechs vollständige Distanz-1-Karten einschließlich chdor, chedar, chedol, chedyor, cheeor und cheor ergeben DRY|AMOUNT|MATERIAL; zwei Vorkommen auf zwei Seiten sind reader-exakt.	PART, PROCESS, CLOSE und Stufenrollen bleiben Rivalen; nur 2 von 3 Cacheoberflächen sind reader-exakt.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	1	1	OPEN	0	0	0	0	0	0
G781-C014	chealor	trockener Arzneistoff	trockene Portion	trockener Endzustand	C0_ANALOGY_C0_IDENTITY	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	2	2	6	6	cheal|chealy|chedyor|cheeor|cheor|cholor	cheal=Rohstoffklasse I, trocken in der Gradmitte || chealy=Rohstoff I bis zur mittleren Trockenstufe bringen || chedyor=eine Portion fertig getrocknete Droge || cheeor=eine Portion vollständig getrocknete Droge || cheor=trockener Drogenteil || cholor=trockene Zutat	DRY|MATERIAL	AMOUNT|PART|CLOSE|MIDDLE_STAGE|END_STAGE	DRY:6|AMOUNT:2|PART:1|MATERIAL:5|CLOSE:1|MIDDLE_STAGE:2|END_STAGE:2	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	DRY|MATERIAL	1	1	1	1	1	0	1	UNINFORMATIVE	NONE	Sechs vollständige Distanz-2-Karten einschließlich cheal, chealy, chedyor, cheeor, cheor und cholor ergeben DRY|MATERIAL.	Singleton ohne Distanz-1-Nachbar; AMOUNT, PART, CLOSE, MIDDLE_STAGE und END_STAGE bleiben Rivalachsen; die trockene Zielumgebung zählt nicht als unabhängige Bestätigung.	GDT734_CLEAN_W2W3_WHOLE_POOL|GDT745_WHOLE_NEIGHBOR_METHOD	1	1	OPEN	0	0	0	0	0	0
G781-C015	okalor	erhitzter Arzneiansatz	kalter Arzneiansatz	Arzneistoffportion	C1_ROLE_C0_IDENTITY	EXISTING_GDT745_COMPLETE_WHOLE_CARD	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	1	770	769	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	1	2	11	1	otalor|dalor|kalol|okair|okal|okaly|okar|okarol|okchor|okeor|okor	otalor=kalte Ansatzportion aus Rohstoff I	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	HOT:9|COLD:1|DRY:1|AMOUNT:5|PART:3|MATERIAL:9|PREPARATION:9|PROCESS:2|BEGIN_STAGE:1|MIDDLE_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	HOT|MATERIAL|PREPARATION	2	2	2	1	1	1	1	UNINFORMATIVE	G745-C018	Die bereits publizierte Ganzwortkarte GDT745-C018 zählt zwei reader-exakte Vorkommen auf zwei Seiten; ihr Radius-2-Kreis trägt HOT|MATERIAL|PREPARATION.	Der einzige Distanz-1-Nachbar otalor ist ausdrücklich COLD; die externe exakte Stelle liefert keinen informativen unabhängigen Rollenanker; die konkrete Arznei- oder Stoffidentität bleibt offen.	GDT745-C018|GDT762_CANDIDATE_DIRECT_NEIGHBOR_DECK	1	1	OPEN	0	0	0	0	0	0
