exact_tuple_id	surface_forms	events	folios	v16_incumbent	rival_1	rival_1_scores	rival_2	rival_2_scores	rival_3	rival_3_scores	selected_default	confidence	revision_status	conditioned_second_sense	technical_register_effect
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r	in the stated or usual measure	in the stated or usual measure	context=5;cross_page=5;portability=5;historical=5;repairs=0	for the same duration	context=3;cross_page=3;portability=3;historical=4;repairs=4	let this portion remain	context=2;cross_page=2;portability=2;historical=4;repairs=6	in the stated or usual measure	0.72	RETAINED		read active measure register
dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	f10r|f81v|f83r	with it; likewise under the same heading	with it; likewise under the same heading	context=4;cross_page=5;portability=5;historical=5;repairs=1	with the foregoing liquid	context=5;cross_page=5;portability=5;historical=5;repairs=0	add clean water	context=2;cross_page=2;portability=2;historical=5;repairs=9	with the foregoing liquid	0.67	IMPROVED	at field entry: with it under the same rubric	reuse active liquid/relation register
b921a237be883a820352	chey|chy|dy|shy|sy|y	18	f10r|f11r|f55v|f81v|f82r|f83r	this portion	this portion	context=5;cross_page=5;portability=5;historical=5;repairs=0	this present charge	context=5;cross_page=5;portability=5;historical=5;repairs=0	this water	context=2;cross_page=2;portability=2;historical=5;repairs=10	this present charge	0.65	IMPROVED		point to current charge register
bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	12	f81v|f82r|f83r	set ready in the usual manner; close the rubric	set ready in the usual manner; close the rubric	context=4;cross_page=5;portability=4;historical=4;repairs=1	let it stand and settle	context=5;cross_page=5;portability=5;historical=5;repairs=0	finish the application	context=3;cross_page=4;portability=3;historical=5;repairs=4	let it stand and settle	0.61	REVERSED		rest/settle current mixture
6f7ff8287eddf4da9fdb	chdy|chedy	11	f55v|f81v|f83r	mix until even	mix until even	context=5;cross_page=5;portability=5;historical=5;repairs=0	stir until evenly mixed	context=5;cross_page=5;portability=5;historical=5;repairs=0	heat until even	context=3;cross_page=3;portability=4;historical=5;repairs=5	stir until evenly mixed	0.66	IMPROVED		stir current mixture to uniformity
276a7c2d74d1143446f4	choky|oky|qoky	10	f10r|f56r|f81v|f82r|f83r	use the lesser portion	use the lesser portion	context=3;cross_page=3;portability=4;historical=5;repairs=5	apply or use the prepared substance	context=5;cross_page=5;portability=5;historical=5;repairs=0	take another portion	context=3;cross_page=3;portability=4;historical=5;repairs=5	apply or use the prepared substance	0.64	REVERSED		apply current prepared substance
7d25241b0e56c836372a	qokeedy	10	f82r|f83r	use the tempered warm medium; close the rubric	use the tempered warm medium; close the rubric	context=4;cross_page=5;portability=4;historical=5;repairs=1	warm it to a tempered heat	context=5;cross_page=5;portability=5;historical=5;repairs=0	mix it thoroughly	context=3;cross_page=3;portability=4;historical=5;repairs=5	warm it to a tempered heat	0.62	IMPROVED		raise current mixture to moderate heat
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	f56r|f81v|f82r|f83r	at the indicated place	at the indicated place	context=5;cross_page=5;portability=5;historical=5;repairs=0	with clean water	context=2;cross_page=2;portability=2;historical=5;repairs=8	then continue	context=3;cross_page=3;portability=3;historical=5;repairs=5	at the indicated place	0.66	RETAINED		read active place register
b5fcea1eaed06b2f2291	okaiin|qokaiin	9	f55v|f81v|f82r|f83r	take up the next entry	take up the next entry	context=5;cross_page=5;portability=5;historical=5;repairs=0	take up the next measured charge	context=5;cross_page=5;portability=5;historical=5;repairs=0	pour in water	context=2;cross_page=2;portability=2;historical=5;repairs=8	take up the next measured charge	0.69	IMPROVED		load next charge
7db18b2f0fb7ed0fcfd3	qokedy	8	f81v|f83r	rinse or pour over the local place; close the rubric	rinse or pour over the local place; close the rubric	context=5;cross_page=5;portability=5;historical=5;repairs=0	pour or rinse it over the indicated place	context=5;cross_page=5;portability=5;historical=5;repairs=0	let the vessel cool	context=3;cross_page=3;portability=3;historical=5;repairs=6	pour or rinse it over the indicated place	0.63	IMPROVED		route liquid over active place
