exact_tuple_id	surface_examples	events	pages	v16_incumbent	rival_1	rival_1_grammar_fit_0_5	rival_1_cross_page_0_5	rival_1_herbal_bio_0_5	rival_1_historical_0_5	rival_1_silent_repairs	rival_1_net_score	rival_2	rival_2_grammar_fit_0_5	rival_2_cross_page_0_5	rival_2_herbal_bio_0_5	rival_2_historical_0_5	rival_2_silent_repairs	rival_2_net_score	rival_3	rival_3_grammar_fit_0_5	rival_3_cross_page_0_5	rival_3_herbal_bio_0_5	rival_3_historical_0_5	rival_3_silent_repairs	rival_3_net_score	selected_meaning	conditioned_second_sense	confidence	revision_status
2f1c5e56e8f0ff459065	daiin	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r	in the stated or usual measure	in the stated measure or for the stated time	5	5	5	5	1	19	for the same duration	4	4	4	5	4	13	then in the ordinary manner	3	3	4	4	7	7	in the stated measure or for the stated time		0.66	IMPROVED
dcda95c81a5460feb191	chol	19	f10r|f81v|f83r	with it; likewise under the same heading	with the foregoing preparation; likewise	5	5	5	5	1	19	add the prepared liquor	4	3	4	5	5	11	then continue	3	4	5	5	6	11	with the foregoing preparation; likewise		0.62	IMPROVED
b921a237be883a820352	dy	18	f10r|f11r|f55v|f81v|f82r|f83r	this portion	this present portion or treated member	5	5	5	5	2	18	this treated member	4	4	4	5	4	13	the current procedural step	3	4	5	3	7	8	this present portion or treated member	treated member after a local application phrase	0.57	IMPROVED
bc4f1f5c006c74a4d26d	shedy	12	f81v|f82r|f83r	set ready in the usual manner; close the rubric	set ready in the usual manner; close the rubric	4	5	4	4	3	14	give the ordinary lukewarm bath and set it ready	5	5	5	5	2	18	strain it and set it aside	4	3	4	5	6	10	give the ordinary lukewarm bath and set it ready		0.44	IMPROVED
6f7ff8287eddf4da9fdb	chedy	11	f55v|f81v|f83r	mix until even	mix until the preparation is even	5	5	5	5	1	19	set the preparation ready	4	4	5	5	4	14	warm it gently	4	3	4	5	6	10	mix until the preparation is even		0.58	RETAINED
276a7c2d74d1143446f4	oky	10	f10r|f56r|f81v|f82r|f83r	use the lesser portion	use the lesser portion	4	4	4	4	5	11	apply or use it at the affected place	5	5	5	5	2	18	use the cooled preparation	3	3	4	4	8	6	apply or use it at the affected place	take the lesser portion only when followed by a measure card	0.56	REVERSED
7d25241b0e56c836372a	qokeedy	10	f82r|f83r	use the tempered warm medium; close the rubric	use the tempered warm medium; close the rubric	5	5	5	5	2	18	bathe with the tempered herbal liquor	5	5	5	5	1	19	keep the mixture warm	4	4	4	5	5	12	bathe with the tempered herbal liquor		0.51	IMPROVED
dd0ecaf5e27d81befffc	dal	10	f56r|f81v|f82r|f83r	at the indicated place	at the indicated affected place	5	5	5	5	1	19	at the lower body part	4	3	4	4	5	10	then continue	2	3	4	4	8	5	at the indicated affected place		0.61	RETAINED
b5fcea1eaed06b2f2291	qokaiin	9	f55v|f81v|f82r|f83r	take up the next entry	take up the next entry or portion	5	5	5	5	1	19	take the next portion	5	5	5	5	1	19	draw fresh water	3	3	4	4	7	7	take up the next entry or portion		0.69	RETAINED
7db18b2f0fb7ed0fcfd3	qokedy	8	f81v|f83r	rinse or pour over the local place; close the rubric	pour over and rinse the local place	5	5	5	5	2	18	warm it gently	4	4	4	5	5	12	finish the treatment	3	4	4	4	6	9	pour over and rinse the local place		0.48	RETAINED
