exact_tuple_id	surface	page	locus	event_index	record_ordinal	field_ordinal	within_field_position	line_first	prev_dy	dy_closure	b3	left_2_to_right_2_surfaces	v16_local_readings	selected_default	rewritten_complete_physical_line	occurrence_fit
2f1c5e56e8f0ff459065	daiin	f10r	f10r.2	9	1	1	MIDDLE	0	0	0	0	otytchol | oky | daiin | etyd	drunk for stomach pain | use the lesser portion | in the stated or usual measure | and keep the root	by the stated or usual measure	the pictured simple is called local-name-65F32; kept in a covered jar; from the same batch; until evenly joined; pounded to powder; a reddish stem; drunk for stomach pain; apply or use this portion; by the stated or usual measure; and keep the root	FITS
2f1c5e56e8f0ff459065	taiin	f10r	f10r.6	8	2	1	MIDDLE	0	0	0	0	dy | chy | taiin | shy	this portion | this portion | in the stated or usual measure | this portion	by the stated or usual measure	it is found in; when the preparation is ready; the prepared liquid; the expressed juice; boiled gently; this portion; this portion; by the stated or usual measure; this portion	FITS
2f1c5e56e8f0ff459065	daiin	f10r	f10r.8	7	2	1	MIDDLE	0	0	0	0	cholor | chol | daiin | dar	from the foregoing batch | with it; likewise under the same heading | in the stated or usual measure | of the same	by the stated or usual measure	gathered before flowering; the prepared liquid; a handful; with the preceding preparation; from the foregoing batch; with the preceding preparation; by the stated or usual measure; from the same batch	FITS
2f1c5e56e8f0ff459065	daiin	f11r	f11r.4	5	1	1	LAST	0	0	0	0	kchy | dy | daiin	used against swelling | this portion | in the stated or usual measure	by the stated or usual measure	the pictured simple is called local-name-D6655; this portion; used against swelling; this portion; by the stated or usual measure	FITS
2f1c5e56e8f0ff459065	chaiin	f55v	f55v.5	2	1	1	MIDDLE	0	0	0	0	qokaiin | chaiin | ykain | ykan	take up the next entry | in the stated or usual measure | boiled gently | white wine	by the stated or usual measure	take up the next portion or instruction; by the stated or usual measure; boiled gently; white wine; steep until clear; close the rubric; by the stated or usual measure; mix until even; wash once; close the rubric	FITS
2f1c5e56e8f0ff459065	daiin	f55v	f55v.5	6	1	2	FIRST	0	1	0	0	ykan | ody | daiin | chedy | talam	white wine | steep until clear; close the rubric | in the stated or usual measure | mix until even | wash once; close the rubric	by the stated or usual measure	take up the next portion or instruction; by the stated or usual measure; boiled gently; white wine; steep until clear; close the rubric; by the stated or usual measure; mix until even; wash once; close the rubric	FITS
2f1c5e56e8f0ff459065	aiin	f55v	f55v.11	5	1	2	FIRST	0	1	0	0	cheeky | oldy | aiin | okal | oltchy	while still warm | boil gently; close the rubric | in the stated or usual measure | combine the two portions | kept in a covered jar	by the stated or usual measure	for its medicinal use; white wine; while still warm; boil gently; close the rubric; by the stated or usual measure; combine the two portions; kept in a covered jar; the prepared liquid; this portion; and use it fresh	FITS
2f1c5e56e8f0ff459065	daiin	f56r	f56r.5	4	1	1	LAST	0	0	0	0	cho | chodaly | daiin	thereafter | the lower root | in the stated or usual measure	by the stated or usual measure	gather it in spring; then, thereafter; the lower root; by the stated or usual measure	FITS
2f1c5e56e8f0ff459065	daiin	f56r	f56r.19	3	1	1	LAST	0	0	0	0	otchey | keol | daiin	mark the following share | a pale flower | in the stated or usual measure	by the stated or usual measure	mark the following share; a pale flower; by the stated or usual measure	FITS
2f1c5e56e8f0ff459065	daiin	f81v	f81v.7	4	1	1	MIDDLE	0	0	0	0	ol | sheckhal | daiin | qokeedal | daiin	with it; likewise under the same heading | a moderate quantity | in the stated or usual measure | the immersed part | in the stated or usual measure	by the stated or usual measure	from the foregoing batch; with the preceding preparation; a moderate quantity; by the stated or usual measure; the immersed part; by the stated or usual measure; through the connected channels; finish this application, then stop; with the preceding preparation	FITS
