event_id	page	record	statement_id	surface	card_no	card_reading_de	composition_status	production_instruction	silent_owner_de	grammar_lanes
E001	f10r	H1	H1-S001	dchey	PROC001	abziehen · kurz · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E002	f10r	H1	H1-S001	cthoor	PROC002	bereit · Arbeitsgang · Ansatz	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E003	f10r	H1	H1-S001	char	PROC003	von dort	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E004	f10r	H1	H1-S001	chty	PROC004	eintragen · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E005	f10r	H1	H1-S001	os	PROC005	Arbeitsfach	LEARNED_WHOLE_CARD	RECALL_EXACT_CARD	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E006	f10r	H1	H1-S001	chair	PROC006	abziehen · Lauf	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E007	f10r	H1	H1-S001	otytchol	PROC007	danach · dies · eintragen · abziehen · fortsetzen	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E008	f10r	H1	H1-S001	oky	PROC008	ansetzen · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E009	f10r	H1	H1-S001	daiin	PROC009	Maß	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E010	f10r	H1	H1-S001	etyd	PROC010	kurz · eintragen · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E011	f10r	H1	H1-S002	qokchy	PROC011	ansetzen · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E012	f10r	H1	H1-S002	qotchol	PROC012	danach · abziehen · fortsetzen	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E013	f10r	H1	H1-S002	chol	PROC013	fortsetzen	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E014	f10r	H1	H1-S002	cthy	PROC014	bereit · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	STATE
E015	f10r	H2	H2-S001	ycheor	PROC015	dies · abziehen · kurz · Ansatz	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E016	f10r	H2	H2-S001	cthy	PROC014	bereit · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	STATE
E017	f10r	H2	H2-S001	chor	PROC016	Ansatz	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E018	f10r	H2	H2-S001	cthaiin	PROC017	bereit · Maß	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E019	f10r	H2	H2-S001	qoctholy	PROC018	Arbeitsgang · bereit · fortsetzen · dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E020	f10r	H2	H2-S001	dy	PROC019	dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	PROCESS
E021	f10r	H2	H2-S001	chy	PROC019	dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E022	f10r	H2	H2-S001	taiin	PROC009	Maß	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E023	f10r	H2	H2-S001	shy	PROC019	dies	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E024	f10r	H2	H2-S002	qotchor	PROC020	danach · abziehen · Ansatz	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E025	f10r	H2	H2-S002	chor	PROC016	Ansatz	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E026	f10r	H2	H2-S002	otol	PROC021	danach · fortsetzen	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E027	f10r	H2	H2-S002	chol	PROC013	fortsetzen	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E028	f10r	H2	H2-S002	cholor	PROC022	fortsetzen · Ansatz	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E029	f10r	H2	H2-S002	chol	PROC013	fortsetzen	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	REFERENCE
E030	f10r	H2	H2-S002	daiin	PROC009	Maß	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
E031	f10r	H2	H2-S002	dar	PROC003	von dort	LEAVE_ONE_CARD_COMPOSITIONAL	BUILD_FROM_STEMS	abgebildete breit gezähnte radialblütige Pflanze	ADDRESS
