page	locus	record	event_index	surface	joint_tuple_id	page_host	corrected_host_class	corrected_host_value_German	retained_local_creative_expansion_German	meaning_status
f10r	f10r.2	1	1	dchey	65f320e75510b2f38182	chey	EXPLORATORY_LOCAL_FAMILY	möglicherweise ausgewählten Materialteil wählen	wähle den faserigen unteren Wurzelteil aus	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	2	cthoor	dedc383b600397a301ee	cthoor	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	wasche sie in fließendem Wasser	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	3	char	4d4559019a961b834aa1	ar	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	nimm daraus, aus demselben bereits eingeführten Ansatz	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	4	chty	80ebbbbf238eee9f0aef	ty	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	Gleichmäßig bearbeiten	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	5	os	df1098831679a8ad1b39	os	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	zerstoße sie zu grobem Pulver	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	6	chair	12efe866f335461823a6	air	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	gib Rotwein hinzu	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	7	otytchol	62ff059766b21c7de083	otytchol	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	trinke es bei Magenschmerz	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	8	oky	276a7c2d74d1143446f4	oky	RECURRENT_WHOLE_CARD	lokale Verwendungskarte	verwende den aktivierten gegenwärtigen Anteil	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	9	daiin	2f1c5e56e8f0ff459065	aiin	RECURRENT_WHOLE_CARD	Maß-/Standardkarte	Ein vorgeschriebenes Maß	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.2	1	10	etyd	a6939862e33ece5a0483	etyd	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	bewahre die übrige Wurzel trocken auf	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.5	1	1	qokchy	9ad66e67803a12e745de	okchy	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	gebrauche die frisch bereitete Arznei	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.5	1	2	qotchol	e8a6105b5c3a6220b440	chol	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	wende sie warm an	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.5	1	3	chol	dcda95c81a5460feb191	l	FORMAL_CONNECTION_AXIS	angeschlossene Station oder Fortsetzung	knüpfe an den bereits eingeführten Ansatz an	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.5	1	4	cthy	e0b630cb1b5df5e7105b	cthy	RECURRENT_WHOLE_CARD	lokale Bereitschaftskarte	sobald der aktive Ansatz gebrauchsfertig ist	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	1	ycheor	7249edc4df3419c26999	ycheor	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	sie wächst auf feuchtem Wiesengrund	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	2	cthy	e0b630cb1b5df5e7105b	cthy	RECURRENT_WHOLE_CARD	lokale Bereitschaftskarte	sobald der aktive Ansatz gebrauchsfertig ist	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	3	chor	7a4bb8136330ee4e6e56	or	PROVISIONAL_CONTENT_FAMILY	bereitetes Ergebnis oder Arbeitsmedium	das bereitete verwendbare Ergebnis des aktiven Ansatzes	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	4	cthaiin	f3c23f42baf625639e1e	cth	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	gib den ausgepressten Saft hinzu	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	5	qoctholy	af816c04e65874a0f2fa	octholy	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	koche es sanft	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	6	dy	b921a237be883a820352	y	UNASSIGNED_HOST	UNBEKANNT	der gegenwärtig geführte Stoff oder Anteil	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	7	chy	b921a237be883a820352	y	UNASSIGNED_HOST	UNBEKANNT	der gegenwärtig geführte Stoff oder Anteil	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	8	taiin	2f1c5e56e8f0ff459065	aiin	RECURRENT_WHOLE_CARD	Maß-/Standardkarte	Ein vorgeschriebenes Maß	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
f10r	f10r.6	2	9	shy	b921a237be883a820352	y	UNASSIGNED_HOST	UNBEKANNT	der gegenwärtig geführte Stoff oder Anteil	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE
