case	edition	paragraph	leaf	writer	source_atoms	source_types	target_groups	status	independent_meaning_confirmation_capacity
1	ZL3b	f100r|f100r.12-f100r.15	100	PREFIX	122	27	35	UNKNOWN_SOURCE	0
2	ZL3b	f100r|f100r.12-f100r.15	100	POSTFIX	122	27	35	UNKNOWN_SOURCE	0
3	ZL3b	f100r|f100r.22-f100r.27	100	PREFIX	122	27	56	UNKNOWN_SOURCE	0
4	ZL3b	f100r|f100r.22-f100r.27	100	POSTFIX	122	27	56	UNKNOWN_SOURCE	0
5	ZL3b	f100v|f100v.14-f100v.22	100	PREFIX	122	27	79	UNKNOWN_SOURCE	0
6	ZL3b	f100v|f100v.14-f100v.22	100	POSTFIX	122	27	79	UNKNOWN_SOURCE	0
7	ZL3b	f102r1|f102r1.3-f102r1.6	102	PREFIX	122	27	28	UNKNOWN_SOURCE	0
8	ZL3b	f102r1|f102r1.3-f102r1.6	102	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
9	ZL3b	f102r1|f102r1.8-f102r1.11	102	PREFIX	122	27	32	UNKNOWN_SOURCE	0
10	ZL3b	f102r1|f102r1.8-f102r1.11	102	POSTFIX	122	27	32	UNKNOWN_SOURCE	0
11	ZL3b	f102r1|f102r1.13-f102r1.17	102	PREFIX	122	27	43	UNKNOWN_SOURCE	0
12	ZL3b	f102r1|f102r1.13-f102r1.17	102	POSTFIX	122	27	43	UNKNOWN_SOURCE	0
13	ZL3b	f102v1|f102v1.7-f102v1.14	102	PREFIX	122	27	73	UNKNOWN_SOURCE	0
14	ZL3b	f102v1|f102v1.7-f102v1.14	102	POSTFIX	122	27	73	UNKNOWN_SOURCE	0
15	ZL3b	f102v1|f102v1.19-f102v1.24	102	PREFIX	122	27	45	UNKNOWN_SOURCE	0
16	ZL3b	f102v1|f102v1.19-f102v1.24	102	POSTFIX	122	27	45	UNKNOWN_SOURCE	0
17	ZL3b	f102v2|f102v2.17-f102v2.23	102	PREFIX	122	27	75	UNKNOWN_SOURCE	0
18	ZL3b	f102v2|f102v2.17-f102v2.23	102	POSTFIX	122	27	75	UNKNOWN_SOURCE	0
19	ZL3b	f102v2|f102v2.30-f102v2.39	102	PREFIX	122	27	93	UNKNOWN_SOURCE	0
20	ZL3b	f102v2|f102v2.30-f102v2.39	102	POSTFIX	122	27	93	UNKNOWN_SOURCE	0
21	ZL3b	f103r|f103r.1-f103r.4	103	PREFIX	122	27	50	UNKNOWN_SOURCE	0
22	ZL3b	f103r|f103r.1-f103r.4	103	POSTFIX	122	27	50	UNKNOWN_SOURCE	0
23	ZL3b	f103r|f103r.5-f103r.7	103	PREFIX	122	27	36	UNKNOWN_SOURCE	0
24	ZL3b	f103r|f103r.5-f103r.7	103	POSTFIX	122	27	36	UNKNOWN_SOURCE	0
25	ZL3b	f103r|f103r.8-f103r.12	103	PREFIX	122	27	62	UNKNOWN_SOURCE	0
26	ZL3b	f103r|f103r.8-f103r.12	103	POSTFIX	122	27	62	UNKNOWN_SOURCE	0
27	ZL3b	f103r|f103r.13-f103r.15	103	PREFIX	122	27	30	UNKNOWN_SOURCE	0
28	ZL3b	f103r|f103r.13-f103r.15	103	POSTFIX	122	27	30	UNKNOWN_SOURCE	0
29	ZL3b	f103r|f103r.16-f103r.17	103	PREFIX	122	27	21	UNKNOWN_SOURCE	0
30	ZL3b	f103r|f103r.16-f103r.17	103	POSTFIX	122	27	21	UNKNOWN_SOURCE	0
31	ZL3b	f103r|f103r.18-f103r.20	103	PREFIX	122	27	28	CONTRADICTED_COMPLETE_EQUATION	0
32	ZL3b	f103r|f103r.18-f103r.20	103	POSTFIX	122	27	28	CONTRADICTED_COMPLETE_EQUATION	0
33	ZL3b	f103r|f103r.21-f103r.23	103	PREFIX	122	27	29	CONTRADICTED_COMPLETE_EQUATION	0
34	ZL3b	f103r|f103r.21-f103r.23	103	POSTFIX	122	27	29	CONTRADICTED_COMPLETE_EQUATION	0
35	ZL3b	f103r|f103r.24-f103r.26	103	PREFIX	122	27	31	UNKNOWN_SOURCE	0
36	ZL3b	f103r|f103r.24-f103r.26	103	POSTFIX	122	27	31	UNKNOWN_SOURCE	0
37	ZL3b	f103r|f103r.27-f103r.29	103	PREFIX	122	27	28	UNKNOWN_SOURCE	0
38	ZL3b	f103r|f103r.27-f103r.29	103	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
39	ZL3b	f103r|f103r.30-f103r.32	103	PREFIX	122	27	28	CONTRADICTED_COMPLETE_EQUATION	0
40	ZL3b	f103r|f103r.30-f103r.32	103	POSTFIX	122	27	28	CONTRADICTED_COMPLETE_EQUATION	0
41	ZL3b	f103r|f103r.33-f103r.34	103	PREFIX	122	27	14	CONTRADICTED_COMPLETE_EQUATION	0
42	ZL3b	f103r|f103r.33-f103r.34	103	POSTFIX	122	27	14	CONTRADICTED_COMPLETE_EQUATION	0
43	ZL3b	f103r|f103r.35-f103r.36	103	PREFIX	122	27	18	UNKNOWN_SOURCE	0
44	ZL3b	f103r|f103r.35-f103r.36	103	POSTFIX	122	27	18	UNKNOWN_SOURCE	0
45	ZL3b	f103r|f103r.37-f103r.39	103	PREFIX	122	27	24	UNKNOWN_SOURCE	0
46	ZL3b	f103r|f103r.37-f103r.39	103	POSTFIX	122	27	24	UNKNOWN_SOURCE	0
47	ZL3b	f103r|f103r.40-f103r.42	103	PREFIX	122	27	27	UNKNOWN_SOURCE	0
48	ZL3b	f103r|f103r.40-f103r.42	103	POSTFIX	122	27	27	UNKNOWN_SOURCE	0
49	ZL3b	f103r|f103r.43-f103r.44	103	PREFIX	122	27	16	CONTRADICTED_COMPLETE_EQUATION	0
50	ZL3b	f103r|f103r.43-f103r.44	103	POSTFIX	122	27	16	CONTRADICTED_COMPLETE_EQUATION	0
51	ZL3b	f103r|f103r.45-f103r.47	103	PREFIX	122	27	28	UNKNOWN_SOURCE	0
52	ZL3b	f103r|f103r.45-f103r.47	103	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
53	ZL3b	f103r|f103r.48-f103r.51	103	PREFIX	122	27	37	UNKNOWN_SOURCE	0
54	ZL3b	f103r|f103r.48-f103r.51	103	POSTFIX	122	27	37	UNKNOWN_SOURCE	0
55	ZL3b	f103r|f103r.52-f103r.54	103	PREFIX	122	27	25	UNKNOWN_SOURCE	0
56	ZL3b	f103r|f103r.52-f103r.54	103	POSTFIX	122	27	25	UNKNOWN_SOURCE	0
57	ZL3b	f103v|f103v.1-f103v.4	103	PREFIX	122	27	43	UNKNOWN_SOURCE	0
58	ZL3b	f103v|f103v.1-f103v.4	103	POSTFIX	122	27	43	UNKNOWN_SOURCE	0
59	ZL3b	f103v|f103v.5-f103v.8	103	PREFIX	122	27	39	CONTRADICTED_COMPLETE_EQUATION	0
60	ZL3b	f103v|f103v.5-f103v.8	103	POSTFIX	122	27	39	CONTRADICTED_COMPLETE_EQUATION	0
61	ZL3b	f103v|f103v.9-f103v.11	103	PREFIX	122	27	28	UNKNOWN_SOURCE	0
62	ZL3b	f103v|f103v.9-f103v.11	103	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
63	ZL3b	f103v|f103v.12-f103v.13	103	PREFIX	122	27	24	UNKNOWN_SOURCE	0
64	ZL3b	f103v|f103v.12-f103v.13	103	POSTFIX	122	27	24	UNKNOWN_SOURCE	0
65	ZL3b	f103v|f103v.14-f103v.16	103	PREFIX	122	27	32	UNKNOWN_SOURCE	0
66	ZL3b	f103v|f103v.14-f103v.16	103	POSTFIX	122	27	32	UNKNOWN_SOURCE	0
67	ZL3b	f103v|f103v.17-f103v.19	103	PREFIX	122	27	28	UNKNOWN_SOURCE	0
68	ZL3b	f103v|f103v.17-f103v.19	103	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
69	ZL3b	f103v|f103v.20-f103v.26	103	PREFIX	122	27	70	UNKNOWN_SOURCE	0
70	ZL3b	f103v|f103v.20-f103v.26	103	POSTFIX	122	27	70	UNKNOWN_SOURCE	0
71	ZL3b	f103v|f103v.27-f103v.29	103	PREFIX	122	27	29	UNKNOWN_SOURCE	0
72	ZL3b	f103v|f103v.27-f103v.29	103	POSTFIX	122	27	29	UNKNOWN_SOURCE	0
73	ZL3b	f103v|f103v.30-f103v.32	103	PREFIX	122	27	29	UNKNOWN_SOURCE	0
74	ZL3b	f103v|f103v.30-f103v.32	103	POSTFIX	122	27	29	UNKNOWN_SOURCE	0
75	ZL3b	f103v|f103v.33-f103v.36	103	PREFIX	122	27	36	UNKNOWN_SOURCE	0
76	ZL3b	f103v|f103v.33-f103v.36	103	POSTFIX	122	27	36	UNKNOWN_SOURCE	0
77	ZL3b	f103v|f103v.37-f103v.38	103	PREFIX	122	27	17	UNKNOWN_SOURCE	0
78	ZL3b	f103v|f103v.37-f103v.38	103	POSTFIX	122	27	17	UNKNOWN_SOURCE	0
79	ZL3b	f103v|f103v.39-f103v.42	103	PREFIX	122	27	39	UNKNOWN_SOURCE	0
80	ZL3b	f103v|f103v.39-f103v.42	103	POSTFIX	122	27	39	UNKNOWN_SOURCE	0
81	ZL3b	f103v|f103v.43-f103v.46	103	PREFIX	122	27	40	UNKNOWN_SOURCE	0
82	ZL3b	f103v|f103v.43-f103v.46	103	POSTFIX	122	27	40	UNKNOWN_SOURCE	0
83	ZL3b	f104r|f104r.1-f104r.4	104	PREFIX	122	27	45	UNKNOWN_SOURCE	0
84	ZL3b	f104r|f104r.1-f104r.4	104	POSTFIX	122	27	45	UNKNOWN_SOURCE	0
85	ZL3b	f104r|f104r.5-f104r.9	104	PREFIX	122	27	52	UNKNOWN_SOURCE	0
86	ZL3b	f104r|f104r.5-f104r.9	104	POSTFIX	122	27	52	UNKNOWN_SOURCE	0
87	ZL3b	f104r|f104r.10-f104r.11	104	PREFIX	122	27	20	UNKNOWN_SOURCE	0
88	ZL3b	f104r|f104r.10-f104r.11	104	POSTFIX	122	27	20	UNKNOWN_SOURCE	0
89	ZL3b	f104r|f104r.12-f104r.15	104	PREFIX	122	27	39	UNKNOWN_SOURCE	0
90	ZL3b	f104r|f104r.12-f104r.15	104	POSTFIX	122	27	39	UNKNOWN_SOURCE	0
91	ZL3b	f104r|f104r.16-f104r.18	104	PREFIX	122	27	26	UNKNOWN_SOURCE	0
92	ZL3b	f104r|f104r.16-f104r.18	104	POSTFIX	122	27	26	UNKNOWN_SOURCE	0
93	ZL3b	f104r|f104r.19-f104r.21	104	PREFIX	122	27	29	UNKNOWN_SOURCE	0
94	ZL3b	f104r|f104r.19-f104r.21	104	POSTFIX	122	27	29	UNKNOWN_SOURCE	0
95	ZL3b	f104r|f104r.22-f104r.26	104	PREFIX	122	27	50	UNKNOWN_SOURCE	0
96	ZL3b	f104r|f104r.22-f104r.26	104	POSTFIX	122	27	50	UNKNOWN_SOURCE	0
97	ZL3b	f104r|f104r.27-f104r.29	104	PREFIX	122	27	34	UNKNOWN_SOURCE	0
98	ZL3b	f104r|f104r.27-f104r.29	104	POSTFIX	122	27	34	UNKNOWN_SOURCE	0
99	ZL3b	f104r|f104r.30-f104r.33	104	PREFIX	122	27	42	UNKNOWN_SOURCE	0
100	ZL3b	f104r|f104r.30-f104r.33	104	POSTFIX	122	27	42	UNKNOWN_SOURCE	0
101	ZL3b	f104r|f104r.34-f104r.35	104	PREFIX	122	27	19	UNKNOWN_SOURCE	0
102	ZL3b	f104r|f104r.34-f104r.35	104	POSTFIX	122	27	19	UNKNOWN_SOURCE	0
103	ZL3b	f104r|f104r.36-f104r.38	104	PREFIX	122	27	25	UNKNOWN_SOURCE	0
104	ZL3b	f104r|f104r.36-f104r.38	104	POSTFIX	122	27	25	UNKNOWN_SOURCE	0
105	ZL3b	f104r|f104r.39-f104r.42	104	PREFIX	122	27	35	UNKNOWN_SOURCE	0
106	ZL3b	f104r|f104r.39-f104r.42	104	POSTFIX	122	27	35	UNKNOWN_SOURCE	0
107	ZL3b	f104r|f104r.43-f104r.45	104	PREFIX	122	27	32	UNKNOWN_SOURCE	0
108	ZL3b	f104r|f104r.43-f104r.45	104	POSTFIX	122	27	32	UNKNOWN_SOURCE	0
109	ZL3b	f104v|f104v.1-f104v.5	104	PREFIX	122	27	51	UNKNOWN_SOURCE	0
110	ZL3b	f104v|f104v.1-f104v.5	104	POSTFIX	122	27	51	UNKNOWN_SOURCE	0
111	ZL3b	f104v|f104v.6-f104v.7	104	PREFIX	122	27	26	UNKNOWN_SOURCE	0
112	ZL3b	f104v|f104v.6-f104v.7	104	POSTFIX	122	27	26	UNKNOWN_SOURCE	0
113	ZL3b	f104v|f104v.8-f104v.11	104	PREFIX	122	27	44	UNKNOWN_SOURCE	0
114	ZL3b	f104v|f104v.8-f104v.11	104	POSTFIX	122	27	44	UNKNOWN_SOURCE	0
115	ZL3b	f104v|f104v.12-f104v.14	104	PREFIX	122	27	31	UNKNOWN_SOURCE	0
116	ZL3b	f104v|f104v.12-f104v.14	104	POSTFIX	122	27	31	UNKNOWN_SOURCE	0
117	ZL3b	f104v|f104v.15-f104v.18	104	PREFIX	122	27	42	UNKNOWN_SOURCE	0
118	ZL3b	f104v|f104v.15-f104v.18	104	POSTFIX	122	27	42	UNKNOWN_SOURCE	0
119	ZL3b	f104v|f104v.19-f104v.21	104	PREFIX	122	27	31	CONTRADICTED_COMPLETE_EQUATION	0
120	ZL3b	f104v|f104v.19-f104v.21	104	POSTFIX	122	27	31	CONTRADICTED_COMPLETE_EQUATION	0
121	ZL3b	f104v|f104v.22-f104v.26	104	PREFIX	122	27	51	UNKNOWN_SOURCE	0
122	ZL3b	f104v|f104v.22-f104v.26	104	POSTFIX	122	27	51	UNKNOWN_SOURCE	0
123	ZL3b	f104v|f104v.27-f104v.28	104	PREFIX	122	27	22	UNKNOWN_SOURCE	0
124	ZL3b	f104v|f104v.27-f104v.28	104	POSTFIX	122	27	22	UNKNOWN_SOURCE	0
125	ZL3b	f104v|f104v.29-f104v.31	104	PREFIX	122	27	35	UNKNOWN_SOURCE	0
126	ZL3b	f104v|f104v.29-f104v.31	104	POSTFIX	122	27	35	UNKNOWN_SOURCE	0
127	ZL3b	f104v|f104v.32-f104v.34	104	PREFIX	122	27	37	UNKNOWN_SOURCE	0
128	ZL3b	f104v|f104v.32-f104v.34	104	POSTFIX	122	27	37	UNKNOWN_SOURCE	0
129	ZL3b	f104v|f104v.35-f104v.36	104	PREFIX	122	27	16	UNKNOWN_SOURCE	0
130	ZL3b	f104v|f104v.35-f104v.36	104	POSTFIX	122	27	16	UNKNOWN_SOURCE	0
131	ZL3b	f104v|f104v.37-f104v.40	104	PREFIX	122	27	50	UNKNOWN_SOURCE	0
132	ZL3b	f104v|f104v.37-f104v.40	104	POSTFIX	122	27	50	UNKNOWN_SOURCE	0
133	ZL3b	f104v|f104v.41-f104v.44	104	PREFIX	122	27	41	UNKNOWN_SOURCE	0
134	ZL3b	f104v|f104v.41-f104v.44	104	POSTFIX	122	27	41	UNKNOWN_SOURCE	0
135	ZL3b	f105r|f105r.1-f105r.5	105	PREFIX	122	27	56	UNKNOWN_SOURCE	0
