statement_id	record_unit_id	page	hand_id	event_count	microcycle_count	surface_line	atomic_value_line	material_owner_line	slot_line	fluent_german_line
H3-S001	H3	f11r	HAND_B_Q_OPERATIONAL	7	2	tshol schoal cfhy shfydaiin cphy shey tchody	Blütenkraut → Zieleingabe → Auswringen → Standzeit → Nachseihen → Klarauszug → Rücknahmeschluss	Rohteil@Blütenkraut der abgebildeten Pflanze | Rohteil@Blütenkraut der abgebildeten Pflanze | Rohteil@Blütenkraut der abgebildeten Pflanze | Rohteil@Blütenkraut der abgebildeten Pflanze | Rohteil@Blütenkraut der abgebildeten Pflanze | Klarauszug@Blütenkraut der abgebildeten Pflanze | Klarauszug@Blütenkraut der abgebildeten Pflanze	S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
H3-S002	H3	f11r	HAND_B_Q_OPERATIONAL	1	1	shoyty	Zutatfolgeteil	Rohteil@Blütenkraut der abgebildeten Pflanze	S1_BEZUG_FOLGE	Halte einen weiteren Zutatteil für den folgenden Gang bereit.
H3-S003	H3	f11r	HAND_B_Q_OPERATIONAL	5	2	dchol y kchy y aiin	Vorfortsetzung → Diesposten → Bindeposten → Diesposten → Sollmaß	Rohteil@Blütenkraut der abgebildeten Pflanze | Rohteil@Blütenkraut der abgebildeten Pflanze | Rohteil@Blütenkraut der abgebildeten Pflanze | Rohteil@Blütenkraut der abgebildeten Pflanze | Bemessene Portion@Blütenkraut der abgebildeten Pflanze	S1_BEZUG_FOLGE → S1_BEZUG_FOLGE → S6_BEREIT_ABSCHLUSS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
H3-S004	H3	f11r	HAND_B_Q_OPERATIONAL	4	2	qotchy okchol cthy y	Folgeposten → Fortsetzungseinsatz → Bereit → Diesposten	Bemessene Portion@Blütenkraut der abgebildeten Pflanze | Bemessene Portion@Blütenkraut der abgebildeten Pflanze | Bemessene Portion@Blütenkraut der abgebildeten Pflanze | Bemessene Portion@Blütenkraut der abgebildeten Pflanze	S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG → S6_BEREIT_ABSCHLUSS → S1_BEZUG_FOLGE	Wechsle zum Folgeposten, setze die Fortsetzung ein und halte diesen Posten bereit.
B2-S001	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	dchedy	überführen	Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER	S3_PROZESS_TRANSFER	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe den Posten über.
B2-S002	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	qolchedy	weiterführen	Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER	S1_BEZUG_FOLGE	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe ihn weiter.
B2-S003	B2	f82r	HAND_B_Q_OPERATIONAL	3	2	qokain y qokeedy	Zugabe → Diesposten → Langkontakt	Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER	S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND	Bei PAARBECKEN_MIT_MITTELZYLINDER: Gib einen Anteil zu; dann halte diesen Posten aktiv; dann lass ihn lange einwirken.
B2-S004	B2	f82r	HAND_B_Q_OPERATIONAL	5	3	qokal lcheckhy lched qokeey lcheckhedy	Zieleinsatz → Abführpassage → Abführung → Langkontakt → Trennabzug	Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER	Bei PAARBECKEN_MIT_MITTELZYLINDER: Setze an der Zielstelle ein; dann führe ihn durch die Abführpassage; dann führe ihn ab; dann lass ihn länger einwirken; dann ziehe die getrennte Fraktion ab.
B2-S005	B2	f82r	HAND_B_Q_OPERATIONAL	8	5	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	Zieleinsatz → Sollsammlung → durchleiten → Sollstellung → Sollstellung → Folgevorbereitung → Langwärmen → abziehen	Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER	Bei PAARBECKEN_MIT_MITTELZYLINDER: Setze an der Zielstelle ein; dann sammle ihn bis zur Sollmenge; dann leite den Posten hindurch; dann stelle das Sollmaß ein; dann stelle das Sollmaß ein; dann setze den nächsten Durchgang an; dann wärme ihn lange; dann ziehe ihn ab.
B2-S006	B2	f82r	HAND_B_Q_OPERATIONAL	4	2	oteey qokal sheckhy qoky	Langfolge → Zieleinsatz → Kurzpassage → Einsetzen	Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER | Klarauszug@B2_UPPER_PAIRED_BASINS_AND_CYLINDER	S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe ihn länger im Folgegang weiter; dann setze an der Zielstelle ein; dann führe ihn kurz hindurch; dann setze den Posten ein.
B2-S007	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	dshedy	Vorabsetzschluss	Klarauszug@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	S3_PROZESS_TRANSFER	Bei ZWISCHENGERAET_MIT_KNOTEN: Setze den vorigen Posten ab und schließe.
B2-S008	B2	f82r	HAND_B_Q_OPERATIONAL	3	2	otaiin qokar tedy	Folgemaß → Quelleinsatz → Kurzabsetzung	Bemessene Portion@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE | Bemessene Portion@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE | Bemessene Portion@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	S2_MATERIAL_MASS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	Bei ZWISCHENGERAET_MIT_KNOTEN: Arbeite danach nach dem nächsten Maß; dann setze den Quellposten ein; dann lass ihn kurz absetzen.
B2-S009	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	solshedy	Folgeabsetzen	Bemessene Portion@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	S3_PROZESS_TRANSFER	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass danach den nächsten Posten absetzen.
B2-S010	B2	f82r	HAND_B_Q_OPERATIONAL	4	2	qokeey qoky ls shey	Langkontakt → Einsetzen → Auslass → Klarauszug	Bemessene Portion@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE | Bemessene Portion@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE | Bemessene Portion@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE | Klarauszug@B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	S4_DAUER_ZUSTAND → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass ihn länger einwirken; dann setze den Posten ein; dann führe zum Auslass; dann nimm den Klarauszug.
B2-S011	B2	f82r	HAND_B_Q_OPERATIONAL	4	2	qokain dar qokain qokeedy	Zugabe → Quelle → Zugabe → Langkontakt	Klarauszug@B2_MIDDLE_RIGHT_AMBIGUOUS_STATION | Klarauszug@B2_MIDDLE_RIGHT_AMBIGUOUS_STATION | Klarauszug@B2_MIDDLE_RIGHT_AMBIGUOUS_STATION | Klarauszug@B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND	Bei AMBIGUER_RECHTER_POSTEN: Gib einen Anteil zu; dann nimm aus der bezeichneten Quelle; dann gib einen Anteil zu; dann lass ihn lange einwirken.
B2-S012	B2	f82r	HAND_B_Q_OPERATIONAL	8	4	lchy shey qcthey qokeey lcheey aiin y qokeeedy	Abführgut → Klarauszug → Kurzvorbereitung → Langkontakt → Klarabzug → Sollmaß → Diesposten → Volleinsatz	Klarauszug@B2_MIDDLE_RIGHT_AMBIGUOUS_STATION | Klarauszug@B2_LOWER_GREEN_MULTI_FIGURE_POOL | Klarauszug@B2_LOWER_GREEN_MULTI_FIGURE_POOL | Klarauszug@B2_LOWER_GREEN_MULTI_FIGURE_POOL | Klarauszug@B2_LOWER_GREEN_MULTI_FIGURE_POOL | Bemessene Portion@B2_LOWER_GREEN_MULTI_FIGURE_POOL | Bemessene Portion@B2_LOWER_GREEN_MULTI_FIGURE_POOL | Anwendungsposten@B2_LOWER_GREEN_MULTI_FIGURE_POOL	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG	Bei AMBIGUER_RECHTER_POSTEN: Nimm das abzuführende Gut. Neuer lokaler Posten: Bei MEHRPLATZ_BADBECKEN: Nimm den Klarauszug; dann bereite ihn kurz vor; dann lass ihn länger einwirken; dann ziehe den klaren Anteil ab; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann setze ihn vollständig ein.
B2-S013	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	lchedy	abführen	Anwendungsposten@B2_LOWER_GREEN_MULTI_FIGURE_POOL	S3_PROZESS_TRANSFER	Bei MEHRPLATZ_BADBECKEN: Führe ihn ab.
B2-S014	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	lar	Quellabzug	Anwendungsposten@B2_LOWER_GREEN_MULTI_FIGURE_POOL	S3_PROZESS_TRANSFER	Bei MEHRPLATZ_BADBECKEN: Ziehe ihn aus der Quelle ab.
B2-S015	B2	f82r	HAND_B_Q_OPERATIONAL	2	1	tshey qokeedy	Folgeklarlauf → Langkontakt	Klarauszug@B2_LOWER_POOL_EDGE_STATIONS | Klarauszug@B2_LOWER_POOL_EDGE_STATIONS	S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Nimm danach den klaren Ablauf; dann lass ihn lange einwirken.
B2-S016	B2	f82r	HAND_B_Q_OPERATIONAL	8	5	al lchedar ches aiin oteey qokaiin qokey pchedy	Stelle → Quellabführung → teilen → Sollmaß → Langfolge → Sollstellung → Kurzkontakt → Zuführung	Klarauszug@B2_LOWER_POOL_EDGE_STATIONS | Klarauszug@B2_LOWER_POOL_EDGE_STATIONS | Klarauszug@B2_LOWER_POOL_EDGE_STATIONS | Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS | Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS | Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS | Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS | Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Binde die bezeichnete Stelle; dann führe ihn von der Quelle ab; dann teile den Posten; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn länger im Folgegang weiter; dann stelle das Sollmaß ein; dann lass ihn kurz einwirken; dann führe ihn zu.
B2-S017	B2	f82r	HAND_B_Q_OPERATIONAL	2	1	rsheal daldy	Zielkurzhalt → Zielschluss	Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS | Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS	S4_DAUER_ZUSTAND → S5_ZIEL_ANWENDUNG	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Halte den zugeführten Posten kurz am Ziel; dann schließe den Schritt am Ziel ab.
B2-S018	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	qokeedy	Langkontakt	Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS	S4_DAUER_ZUSTAND	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.
B2-S019	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	rshedy	Absetzschluss	Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS	S3_PROZESS_TRANSFER	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Setze ab und schließe.
B2-S020	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	qoteedy	Langfolgestufe	Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS	S1_BEZUG_FOLGE	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe die lange Folgestufe aus.
B2-S021	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	qokeedy	Langkontakt	Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS	S4_DAUER_ZUSTAND	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.
B2-S022	B2	f82r	HAND_B_Q_OPERATIONAL	1	1	lochedy	Abführung	Bemessene Portion@B2_LOWER_POOL_EDGE_STATIONS	S3_PROZESS_TRANSFER	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe ihn ab.
