event_id	record_unit_id	page	statement_id	hand_id	rendered_surface	joint_tuple_id	atomic_value_de	slot_code	microcycle	material_marker_state	active_material_label_de	material_thread_action	owner	fluent_statement_de
E039	H3	f11r	H3-S001	HAND_B_Q_OPERATIONAL	tshol	953ad19b79517fc8a211	Blütenkraut	S1_BEZUG_FOLGE	1	M1_RAW_PART	Rohteil	SICHTBARER_STOFFMARKER	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E040	H3	f11r	H3-S001	HAND_B_Q_OPERATIONAL	schoal	428a5e3662aa57b4b256	Zieleingabe	S5_ZIEL_ANWENDUNG	1	NONE	Rohteil	ARBEIT_AM_LAUFENDEN_STOFFFADEN	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E041	H3	f11r	H3-S001	HAND_B_Q_OPERATIONAL	cfhy	bdad9f9ea8b80f141496	Auswringen	S3_PROZESS_TRANSFER	2	NONE	Rohteil	ARBEIT_AM_LAUFENDEN_STOFFFADEN	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E042	H3	f11r	H3-S001	HAND_B_Q_OPERATIONAL	shfydaiin	a8af08e69edab8e54f15	Standzeit	S3_PROZESS_TRANSFER	2	NONE	Rohteil	ARBEIT_AM_LAUFENDEN_STOFFFADEN	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E043	H3	f11r	H3-S001	HAND_B_Q_OPERATIONAL	cphy	deb377381ceaf55ea310	Nachseihen	S3_PROZESS_TRANSFER	2	NONE	Rohteil	ARBEIT_AM_LAUFENDEN_STOFFFADEN	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E044	H3	f11r	H3-S001	HAND_B_Q_OPERATIONAL	shey	b5df9126607030b95175	Klarauszug	S3_PROZESS_TRANSFER	2	M3_CLEAR_EXTRACT	Klarauszug	SICHTBARER_STOFFMARKER	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E045	H3	f11r	H3-S001	HAND_B_Q_OPERATIONAL	tchody	2e2027b1951d79911e24	Rücknahmeschluss	S3_PROZESS_TRANSFER	2	NONE	Klarauszug	ARBEIT_AM_LAUFENDEN_STOFFFADEN	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E046	H3	f11r	H3-S002	HAND_B_Q_OPERATIONAL	shoyty	577c03a928d674d420d7	Zutatfolgeteil	S1_BEZUG_FOLGE	1	M1_RAW_PART	Rohteil	SICHTBARER_STOFFMARKER	Blütenkraut der abgebildeten Pflanze	Halte einen weiteren Zutatteil für den folgenden Gang bereit.
E047	H3	f11r	H3-S003	HAND_B_Q_OPERATIONAL	dchol	d665560c8ff80799a82c	Vorfortsetzung	S1_BEZUG_FOLGE	1	NONE	Rohteil	ARBEIT_AM_LAUFENDEN_STOFFFADEN	Blütenkraut der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
E048	H3	f11r	H3-S003	HAND_B_Q_OPERATIONAL	y	b921a237be883a820352	Diesposten	S1_BEZUG_FOLGE	1	NONE	Rohteil	ARBEIT_AM_LAUFENDEN_STOFFFADEN	Blütenkraut der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
