split	model	record_id	weight	unit_ids	unit_names	roles	reason
train	GDT609_EXACT_SINGLE_CORE	2	245	2,11	C k	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	4	189	92,27,11	j p k	prefix_operator,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	6	148	5,27,5	s p s	literal_carrier,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	10	119	2,9,91	C ok b	literal_carrier,syllabic_carrier,suffix_operator	illegal_body
train	GDT609_EXACT_SINGLE_CORE	11	113	2,7	C d	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	12	111	42,89,89,42	r I I r	literal_carrier,literal_carrier,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	13	102	5,42,91	s r b	literal_carrier,literal_carrier,suffix_operator	illegal_body
train	GDT609_EXACT_SINGLE_CORE	15	90	42,89,9	r I ok	literal_carrier,literal_carrier,syllabic_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	16	84	2,86	C n	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	17	82	92,2,96	j C z	prefix_operator,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	18	78	20,2,42,89,2,49	e C r I C a	prefix_operator,literal_carrier,literal_carrier,literal_carrier,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	19	77	42,27	r p	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	20	71	92,2,42	j C r	prefix_operator,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	21	68	89,56	I N	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	22	66	11,42	k r	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	23	62	89,56,7,56	I N d N	literal_carrier,literal_carrier,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	24	56	42,27,49,46	r p a T	literal_carrier,literal_carrier,literal_carrier,suffix_operator	illegal_body
train	GDT609_EXACT_SINGLE_CORE	25	50	2,93,9	C u ok	literal_carrier,literal_carrier,syllabic_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	26	50	42,56,93,87	r N u g	literal_carrier,literal_carrier,literal_carrier,suffix_operator	illegal_body
train	GDT609_EXACT_SINGLE_CORE	27	49	85,71	P q	literal_carrier,syllabic_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	28	48	5,42	s r	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	29	48	42,27,87	r p g	literal_carrier,literal_carrier,suffix_operator	illegal_body
train	GDT609_EXACT_SINGLE_CORE	30	47	20,2,89,9,49,56,87	e C I ok a N g	prefix_operator,literal_carrier,literal_carrier,syllabic_carrier,literal_carrier,literal_carrier,suffix_operator	illegal_body
train	GDT609_EXACT_SINGLE_CORE	31	47	71,2,9	q C ok	syllabic_carrier,literal_carrier,syllabic_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	32	44	42,2	r C	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	34	41	20,2,89,9,49,2	e C I ok a C	prefix_operator,literal_carrier,literal_carrier,syllabic_carrier,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	35	41	56,11	N k	literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	36	40	20,2,93,89,2	e C u I C	prefix_operator,literal_carrier,literal_carrier,literal_carrier,literal_carrier	illegal_body
train	GDT609_EXACT_SINGLE_CORE	37	40	27,96,5,56,7,93,87	p z s N d u g	literal_carrier,literal_carrier,literal_carrier,literal_carrier,literal_carrier,literal_carrier,suffix_operator	illegal_body
