page	locus	clause_id	line_mode	v68_reader_mode	clause_type	start_ordinal	end_ordinal	token_positions	semantic_units	surfaces	action_ordinals	verb_lemmas	verb_occurrences	explicit_marker_ordinals	right_bound_intro_ids	binding_ids	v68_clause_de	realization_rule	content_word_delta
f102v2	f102v2.3	1	QUANTITY_LABEL	QUANTITY_STATE_REGISTER	NOMINAL_BLOCK	1	1	1	1	oror	NONE	NONE	0	NONE	NONE	NONE	Zwei Portionen.	MAXIMAL_CONTIGUOUS_NOMINAL_BLOCK	0
f104v	f104v.2	1	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	ACTION_CLAUSE	1	1	1	1	ychedaiin	1	abmessen	1	NONE	NONE	NONE	Hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen.	ONE_GDT689_ACTION_CARD_ONE_SENTENCE	0
f104v	f104v.2	2	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	ACTION_CLAUSE	2	2	1	1	qoteed	2	abkühlen|abziehen	2	NONE	NONE	NONE	Auszug vollständig abkühlen und abziehen.	ONE_GDT689_ACTION_CARD_ONE_SENTENCE	0
f104v	f104v.2	3	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	NOMINAL_BLOCK	3	5	3	3	chockhy|otaiin|ydaiin	NONE	NONE	0	NONE	NONE	NONE	Trockene Arzneizubereitung, Gradanfang; kalter Ansatz, Grad III; davon drei Maße.	MAXIMAL_CONTIGUOUS_NOMINAL_BLOCK	0
f104v	f104v.2	4	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	ACTION_CLAUSE	6	6	1	1	qokamdy	6	nehmen|erhitzen	2	NONE	NONE	NONE	Ein Maß nehmen und erhitzen.	ONE_GDT689_ACTION_CARD_ONE_SENTENCE	0
f104v	f104v.2	5	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	NOMINAL_BLOCK	7	10	4	4	otarar|alched|otair|oram	NONE	NONE	0	NONE	NONE	NONE	Unteranteil I des Anteils I des kalten Ansatzes; Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen; Anteil II des kalten Ansatzes; eine Maßportion Ansatz.	MAXIMAL_CONTIGUOUS_NOMINAL_BLOCK	0
f105r	f105r.2	1	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	NOMINAL_BLOCK	1	5	5	5	dshees|yey|cheey|raiin|otchdy	NONE	NONE	0	NONE	I001	NONE	Eine Dosis vollständig eingeweichte Arzneimischung; hieran anschließend: trocken am Ende des Grades; Wurzel, Charge III; kalt-trockene Zubereitung, Anfangsstufe erreicht.	MAXIMAL_CONTIGUOUS_NOMINAL_BLOCK	0
f105r	f105r.2	2	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	ACTION_CLAUSE	6	6	1	1	qodor	6	abmessen	1	NONE	NONE	NONE	Eine Portion des Ansatzes abmessen.	ONE_GDT689_ACTION_CARD_ONE_SENTENCE	0
f105r	f105r.2	3	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	NOMINAL_BLOCK	7	10	4	4	ches|or|cheey|okees	NONE	NONE	0	NONE	NONE	NONE	Trockenes Drogenmaterial, Mittelstufe; Drogenportion; trocken am Ende des Grades; Charge vollständig erhitzten Ansatzes.	MAXIMAL_CONTIGUOUS_NOMINAL_BLOCK	0
f105r	f105r.2	4	MIXED_RECORD	HYBRID_LIST_WITH_ACTION_ISLANDS	ACTION_CLAUSE	11	11	1	1	odar	11	abmessen	1	NONE	NONE	NONE	Anteil I des Ansatzes abmessen.	ONE_GDT689_ACTION_CARD_ONE_SENTENCE	0
