page	locus	v67_word_count	v68_word_count	word_sequence_exact	content_word_additions	content_word_deletions	content_word_reorders	v67_translation_de	v68_clause_translation_de
f102v2	f102v2.3	2	2	1	0	0	0	Zwei Portionen.	Zwei Portionen.
f104v	f104v.2	53	53	1	0	0	0	Hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen; Auszug vollständig abkühlen und abziehen; trockene Arzneizubereitung, Gradanfang; kalter Ansatz, Grad III; davon drei Maße; ein Maß nehmen und erhitzen; Unteranteil I des Anteils I des kalten Ansatzes; Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen; Anteil II des kalten Ansatzes; eine Maßportion Ansatz.	Hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen. Auszug vollständig abkühlen und abziehen. Trockene Arzneizubereitung, Gradanfang; kalter Ansatz, Grad III; davon drei Maße. Ein Maß nehmen und erhitzen. Unteranteil I des Anteils I des kalten Ansatzes; Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen; Anteil II des kalten Ansatzes; eine Maßportion Ansatz.
f105r	f105r.2	46	46	1	0	0	0	Eine Dosis vollständig eingeweichte Arzneimischung; hieran anschließend; trocken am Ende des Grades; Wurzel, Charge III; kalt-trockene Zubereitung, Anfangsstufe erreicht; eine Portion des Ansatzes abmessen; trockenes Drogenmaterial, Mittelstufe; Drogenportion; trocken am Ende des Grades; Charge vollständig erhitzten Ansatzes; Anteil I des Ansatzes abmessen; getrocknete Masse; fertige Zubereitung.	Eine Dosis vollständig eingeweichte Arzneimischung; hieran anschließend: trocken am Ende des Grades; Wurzel, Charge III; kalt-trockene Zubereitung, Anfangsstufe erreicht. Eine Portion des Ansatzes abmessen. Trockenes Drogenmaterial, Mittelstufe; Drogenportion; trocken am Ende des Grades; Charge vollständig erhitzten Ansatzes. Anteil I des Ansatzes abmessen. Getrocknete Masse; fertige Zubereitung.
f105r	f105r.31	50	50	1	0	0	0	Vollständig erhitzte und abgeschlossene Zubereitungsdosis; getrocknetes Holz; eingeweichtes Gummi; Drogenanteil I; in drei Bündel abfüllen und schließen; vollständig bereitetes und abgeschlossenes Arzneikompositum; Rohstoffklasse I im heißen Ansatz, Gradanfang; bis zur mittleren Heizstufe erhitztes Holz; Anteil I der erhitzten Holzdroge; mittlere Trockenstufe erreicht; heiß, Grad III; Drogenportion; heiß-trockene Blütenzubereitung in Grundform.	Vollständig erhitzte und abgeschlossene Zubereitungsdosis; getrocknetes Holz; eingeweichtes Gummi; Drogenanteil I. In drei Bündel abfüllen und schließen. Vollständig bereitetes und abgeschlossenes Arzneikompositum; Rohstoffklasse I im heißen Ansatz, Gradanfang; bis zur mittleren Heizstufe erhitztes Holz; Anteil I der erhitzten Holzdroge; mittlere Trockenstufe erreicht; heiß, Grad III; Drogenportion; heiß-trockene Blütenzubereitung in Grundform.
f105v	f105v.1	39	39	1	0	0	0	Pulveranteil II, abgeschlossen; Anteil II des Ansatzes; trocken gebundenes Holzpulver, Form II; erhitze hiervon auf Stufe III; fertiges Holzextraktpulver; drei Dosen bis zur Mittelstufe getrockneten Pulvers; abgemessener Ansatzanteil II, fertiggestellt; hieraus Pulver bis zur Mittelstufe trocknen; Samenanteil II, abgeschlossen.	Pulveranteil II, abgeschlossen; Anteil II des Ansatzes; trocken gebundenes Holzpulver, Form II. Erhitze hiervon auf Stufe III. Fertiges Holzextraktpulver; drei Dosen bis zur Mittelstufe getrockneten Pulvers; abgemessener Ansatzanteil II, fertiggestellt. Hieraus Pulver bis zur Mittelstufe trocknen. Samenanteil II, abgeschlossen.
f105v	f105v.14	40	40	1	0	0	0	Drei Dosen bis Mittelstufe getrocknetes Pulver; trockenes Arzneikompositum, Anfangsstufe erreicht; nimm den heißen Drogenanteil III; fertiges Holzextraktpulver; abgezogene Portion Holzauszug; Menge IV; kaltgestellte Rohdroge II; Anteil I des Ansatzes abmessen; erhitzter Drogenanteil I, abgezogen; Droge kalt trocknen und leicht nachtrocknen.	Drei Dosen bis Mittelstufe getrocknetes Pulver; trockenes Arzneikompositum, Anfangsstufe erreicht. Nimm den heißen Drogenanteil III. Fertiges Holzextraktpulver; abgezogene Portion Holzauszug; Menge IV; kaltgestellte Rohdroge II. Anteil I des Ansatzes abmessen. Erhitzter Drogenanteil I, abgezogen. Droge kalt trocknen und leicht nachtrocknen.
f106r	f106r.23	46	46	1	0	0	0	Bis zur Mittelstufe getrocknet und abgeschlossen; das Arzneikompositum bis zur Mittelstufe aufbereiten; abgemessener Anteil II; Rohstoffklasse I; heiße Mittelstufe erreicht; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; heiß und trocken am Anfang des Grades; kalter Ansatz, Mittelstufe erreicht; abgemessener Anteil I; eine Portion des Drogenanteils I.	Bis zur Mittelstufe getrocknet und abgeschlossen. Das Arzneikompositum bis zur Mittelstufe aufbereiten. Abgemessener Anteil II; Rohstoffklasse I; heiße Mittelstufe erreicht; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; heiß und trocken am Anfang des Grades; kalter Ansatz, Mittelstufe erreicht; abgemessener Anteil I; eine Portion des Drogenanteils I.
f107r	f107r.2	58	58	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen; Menge III; mittlere Feuchtstufe erreicht; vollständig abgekühlter und abgezogener Auszug; nimm eine Drogenportion; Menge III; trocken angesetztes Arzneikompositum am Gradanfang; Holzansatz vollständig erhitzt; kalter Ansatz, Grad II; trocken in der Mitte des Grades; die vorstehende Behandlung bis zur letzten Stufe führen und abschließen; Holzportion.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen. Menge III; mittlere Feuchtstufe erreicht; vollständig abgekühlter und abgezogener Auszug. Nimm eine Drogenportion. Menge III; trocken angesetztes Arzneikompositum am Gradanfang; Holzansatz vollständig erhitzt; kalter Ansatz, Grad II; trocken in der Mitte des Grades. Die vorstehende Behandlung bis zur letzten Stufe führen und abschließen. Holzportion.
f107r	f107r.40	47	47	1	0	0	0	Holzstoff, heiß auf Stufe III; trocken in der Mitte des Grades; heiß, Grad III; Rohstoffklasse I, trocken am Gradanfang; Menge III; heißer Ansatz, Grad III; Anteil I des heißen Holzansatzes; Anteil II des kalten Ansatzes; Rohstoffklasse I im heißen Ansatz, Gradanfang; Rohstoffklasse I im heißen Ansatz, Gradanfang.	Holzstoff, heiß auf Stufe III; trocken in der Mitte des Grades; heiß, Grad III; Rohstoffklasse I, trocken am Gradanfang; Menge III; heißer Ansatz, Grad III; Anteil I des heißen Holzansatzes; Anteil II des kalten Ansatzes; Rohstoffklasse I im heißen Ansatz, Gradanfang; Rohstoffklasse I im heißen Ansatz, Gradanfang.
f10r	f10r.2	40	40	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; eine Portion Krautansatz; trockener Drogenanteil I; trocken-kalt am Gradanfang; Ansatzcharge; trockener Drogenanteil II; nachgekühlter Trockenstoff im Ansatz; heißer Ansatz am Anfang des Grades; Qualitätsgrad III des erhitzten Ansatzes; bis Mittelstufe gekühlte Zubereitung, abgeschlossen.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Eine Portion Krautansatz; trockener Drogenanteil I; trocken-kalt am Gradanfang; Ansatzcharge; trockener Drogenanteil II; nachgekühlter Trockenstoff im Ansatz; heißer Ansatz am Anfang des Grades; Qualitätsgrad III des erhitzten Ansatzes; bis Mittelstufe gekühlte Zubereitung, abgeschlossen.
f112r	f112r.36	22	22	1	0	0	0	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades; ein Maß Holz.	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades: ein Maß Holz.
f112v	f112v.10	13	13	1	0	0	0	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht; zwei Portionen.	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht: zwei Portionen.
f113v	f113v.12	19	19	1	0	0	0	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; Anteil I der Holzdroge; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; Anteil I der Holzdroge; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.
f113v	f113v.17	33	33	1	0	0	0	Drei Teile des Samenanteils I; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; Anteil I des heißen Holzansatzes; heißer Ansatz, Grad III; drei Portionen Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	Drei Teile des Samenanteils I; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; Anteil I des heißen Holzansatzes: heißer Ansatz, Grad III; drei Portionen Krautdroge. Hiervon eine Portion bis zur letzten Stufe abkühlen.
f113v	f113v.3	22	22	1	0	0	0	Samenanteil I; Menge III; Anteil I des abgekühlten Trockenansatzes; Anteil I des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz; ein Maß Holz.	Samenanteil I; Menge III; Anteil I des abgekühlten Trockenansatzes; Anteil I des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz: ein Maß Holz.
f114r	f114r.24	46	46	1	0	0	0	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenanteil III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; Samenanteil II; Arzneikompositum in Grundform; abgemessener Anteil II.	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenanteil III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; Samenanteil II; Arzneikompositum in Grundform; abgemessener Anteil II.
f114r	f114r.26	40	40	1	0	0	0	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; Anteil III des heißen Holzansatzes; heiß, Grad III; Trockenansatz, Dosis III; Anteil I des heißen Ansatzes; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; Grundansatz aus Drogenanteil II; ein Maß Holz.	Hiervon drei Dosen des zweiten Trockenansatzes abmessen. Anteil III des heißen Holzansatzes; heiß, Grad III; Trockenansatz, Dosis III; Anteil I des heißen Ansatzes; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; Grundansatz aus Drogenanteil II; ein Maß Holz.
