block_id	page	kind	complete	first	last	loci_json	qokeey_targets_json	core	qol_loci_json	reading_scope
f75r.1--f75r.26	f75r	P	1	f75r.1	f75r.26	"[""f75r.1"", ""f75r.2"", ""f75r.3"", ""f75r.4"", ""f75r.5"", ""f75r.6"", ""f75r.7"", ""f75r.8"", ""f75r.9"", ""f75r.10"", ""f75r.11"", ""f75r.12"", ""f75r.13"", ""f75r.14"", ""f75r.15"", ""f75r.16"", ""f75r.17"", ""f75r.18"", ""f75r.19"", ""f75r.20"", ""f75r.21"", ""f75r.22"", ""f75r.23"", ""f75r.24"", ""f75r.25"", ""f75r.26""]"	"[""f75r.5"", ""f75r.23""]"	0	"[""f75r.15"", ""f75r.18"", ""f75r.19"", ""f75r.23""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f75r.27--f75r.31	f75r	P	1	f75r.27	f75r.31	"[""f75r.27"", ""f75r.28"", ""f75r.29"", ""f75r.30"", ""f75r.31""]"	"[""f75r.28""]"	0	"[""f75r.28"", ""f75r.29""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f75r.32--f75r.46	f75r	P	1	f75r.32	f75r.46	"[""f75r.32"", ""f75r.33"", ""f75r.34"", ""f75r.35"", ""f75r.36"", ""f75r.37"", ""f75r.38"", ""f75r.39"", ""f75r.40"", ""f75r.41"", ""f75r.42"", ""f75r.43"", ""f75r.44"", ""f75r.45"", ""f75r.46""]"	"[""f75r.33""]"	1	"[""f75r.33""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f76r.1--f76r.38	f76r	P	1	f76r.1	f76r.38	"[""f76r.1"", ""f76r.2"", ""f76r.3"", ""f76r.4"", ""f76r.5"", ""f76r.6"", ""f76r.7"", ""f76r.8"", ""f76r.9"", ""f76r.10"", ""f76r.11"", ""f76r.12"", ""f76r.13"", ""f76r.14"", ""f76r.15"", ""f76r.16"", ""f76r.17"", ""f76r.18"", ""f76r.19"", ""f76r.20"", ""f76r.21"", ""f76r.22"", ""f76r.23"", ""f76r.24"", ""f76r.25"", ""f76r.26"", ""f76r.27"", ""f76r.28"", ""f76r.29"", ""f76r.30"", ""f76r.31"", ""f76r.32"", ""f76r.33"", ""f76r.34"", ""f76r.35"", ""f76r.36"", ""f76r.37"", ""f76r.38""]"	"[""f76r.2"", ""f76r.3"", ""f76r.5"", ""f76r.8"", ""f76r.16"", ""f76r.19"", ""f76r.24"", ""f76r.25""]"	0	"[""f76r.2"", ""f76r.24"", ""f76r.33"", ""f76r.35""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f76r.51--f76r.56	f76r	P	1	f76r.51	f76r.56	"[""f76r.51"", ""f76r.52"", ""f76r.53"", ""f76r.54"", ""f76r.55"", ""f76r.56""]"	"[""f76r.56""]"	0	"[""f76r.53""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f77r.9--f77r.24	f77r	P	1	f77r.9	f77r.24	"[""f77r.9"", ""f77r.10"", ""f77r.11"", ""f77r.12"", ""f77r.13"", ""f77r.14"", ""f77r.15"", ""f77r.16"", ""f77r.17"", ""f77r.18"", ""f77r.19"", ""f77r.20"", ""f77r.21"", ""f77r.22"", ""f77r.23"", ""f77r.24""]"	"[""f77r.19"", ""f77r.21""]"	0	"[""f77r.13"", ""f77r.18""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f77r.25--f77r.37	f77r	P	1	f77r.25	f77r.37	"[""f77r.25"", ""f77r.26"", ""f77r.27"", ""f77r.28"", ""f77r.29"", ""f77r.30"", ""f77r.31"", ""f77r.32"", ""f77r.33"", ""f77r.34"", ""f77r.35"", ""f77r.36"", ""f77r.37""]"	"[""f77r.31""]"	0	"[""f77r.33"", ""f77r.34""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f77r.38--f77r.48	f77r	P	1	f77r.38	f77r.48	"[""f77r.38"", ""f77r.39"", ""f77r.40"", ""f77r.41"", ""f77r.42"", ""f77r.43"", ""f77r.44"", ""f77r.45"", ""f77r.46"", ""f77r.47"", ""f77r.48""]"	"[""f77r.42""]"	0	"[""f77r.38"", ""f77r.41"", ""f77r.44""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f81r.1--f81r.15	f81r	P	1	f81r.1	f81r.15	"[""f81r.1"", ""f81r.2"", ""f81r.3"", ""f81r.4"", ""f81r.5"", ""f81r.6"", ""f81r.7"", ""f81r.8"", ""f81r.9"", ""f81r.10"", ""f81r.11"", ""f81r.12"", ""f81r.13"", ""f81r.14"", ""f81r.15""]"	"[""f81r.6"", ""f81r.8"", ""f81r.12""]"	0	"[""f81r.5"", ""f81r.13"", ""f81r.14""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
f81r.16--f81r.31	f81r	P	1	f81r.16	f81r.31	"[""f81r.16"", ""f81r.17"", ""f81r.18"", ""f81r.19"", ""f81r.20"", ""f81r.21"", ""f81r.22"", ""f81r.23"", ""f81r.24"", ""f81r.25"", ""f81r.26"", ""f81r.27"", ""f81r.28"", ""f81r.29"", ""f81r.30"", ""f81r.31""]"	"[""f81r.20""]"	1	"[""f81r.20"", ""f81r.22"", ""f81r.25"", ""f81r.26""]"	FULL_NATIVE_PARAGRAPH_ALL_THREE_ALTERNATES_IN_822_READER
