record	at	word	gloss	status	row_status
f17r	f17r.4:1	tcho	OPEN	OPEN	recorded
f17r	f17r.4:2	shol	feucht	HYPOTHESIS	recorded
f17r	f17r.4:3	qokol	OPEN	OPEN	recorded
f17r	f17r.4:4	qor	OPEN	OPEN	recorded
f17r	f17r.4:5	olaiin	OPEN	OPEN	recorded
f17r	f17r.4:6	opydg	OPEN	OPEN	recorded
f17r	f17r.4:7	som	OPEN	OPEN	recorded
f17r	f17r.4:8	ypchy	OPEN	OPEN	recorded
f17r	f17r.4:9	ypaim	OPEN	OPEN	recorded
f17r	f17r.5:1	ychekchy	OPEN	OPEN	recorded
f17r	f17r.5:2	cthy	OPEN	OPEN	recorded
f17r	f17r.5:3	chor	Blütenmaterial	HYPOTHESIS	recorded
f17r	f17r.5:4	shor	Samenmaterial	HYPOTHESIS	recorded
f17r	f17r.5:5	cphor	OPEN	OPEN	recorded
f17r	f17r.5:6	cphaldy	OPEN	OPEN	recorded
f17r	f17r.5:7	dair	OPEN	OPEN	recorded
f17r	f17r.5:8	cthey	OPEN	OPEN	recorded
f17r	f17r.5:9	qody	verwerfen	HYPOTHESIS	recorded
f17r	f17r.6:1	tsho	OPEN	OPEN	recorded
f17r	f17r.6:2	qof	OPEN	OPEN	recorded
f17r	f17r.6:3	cho	OPEN	OPEN	recorded
f17r	f17r.6:4	qokcheor	OPEN	OPEN	recorded
f17r	f17r.6:5	cheteg	OPEN	OPEN	recorded
f21r	f21r.8:1	fcho	OPEN	OPEN	recorded
f21r	f21r.8:2	kshy	OPEN	OPEN	recorded
f21r	f21r.8:3	otor	OPEN	OPEN	recorded
f21r	f21r.8:4	sheol	OPEN	OPEN	recorded
f21r	f21r.8:5	ocphal	OPEN	OPEN	recorded
f21r	f21r.8:6	opsheas	OPEN	OPEN	recorded
f21r	f21r.8:7	cthodaiin	OPEN	OPEN	recorded
f21r	f21r.8:8	oty	OPEN	OPEN	recorded
f21r	f21r.9:1	okaiin	OPEN	OPEN	recorded
f21r	f21r.9:2	sho	OPEN	OPEN	recorded
f21r	f21r.9:3	tshaiin	OPEN	OPEN	recorded
f21r	f21r.9:4	chkaiin	annehmen	HYPOTHESIS	recorded
f21r	f21r.9:5	sh	OPEN	OPEN	recorded
