family_id	spoken_dictation_de	semantic_cues	candidate_count	candidate_controlled_phrases	target_controlled_phrase	target_joint_tuple_ids	apprentice_action	status	teaching_note_de
A01	Bereit + BEREIT	BEREIT	1	SCHLUSS[Bereit]	SCHLUSS[Bereit]	e0b630cb1b5df5e7105b	A01::SCHLUSS[Bereit]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
A01	Bereit + BEREIT+ANSATZ	BEREIT+ANSATZ	1	SCHLUSS[Bereitansatz]	SCHLUSS[Bereitansatz]	dedc383b600397a301ee	A01::SCHLUSS[Bereitansatz]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
A02	Festmachen + POSTEN+BINDEN	POSTEN+BINDEN	1	SCHLUSS[Bindeposten]	SCHLUSS[Bindeposten]	b2812c8283c3a62438bd	A02::SCHLUSS[Bindeposten]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
A02	Festmachen + POSTEN+KURZ+BINDEN	POSTEN+KURZ+BINDEN	1	SCHLUSS[Kurzbindeposten]	SCHLUSS[Kurzbindeposten]	b74e9e65637b7c8538dd	A02::SCHLUSS[Kurzbindeposten]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
A03	Verwahren + OHNE_ZUSATZ	OHNE_ZUSATZ	1	SCHLUSS[Verwahren]	SCHLUSS[Verwahren]	e026af581c99322fbd46	A03::SCHLUSS[Verwahren]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
A04	Rest + OHNE_ZUSATZ	OHNE_ZUSATZ	1	SCHLUSS[Auftragsschluss]	SCHLUSS[Auftragsschluss]	95987d6f198d6d247511	A04::SCHLUSS[Auftragsschluss]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
A04	Rest + POSTEN+VOLL	POSTEN+VOLL	1	SCHLUSS[Endposten]	SCHLUSS[Endposten]	3e9c7f217843b588489d	A04::SCHLUSS[Endposten]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
A04	Rest + KURZ+REST	KURZ+REST	1	SCHLUSS[Kurzrest]	SCHLUSS[Kurzrest]	a6939862e33ece5a0483	A04::SCHLUSS[Kurzrest]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B01	Material + PFLANZENTEIL	PFLANZENTEIL	1	BEZUG[Blütenkraut]	BEZUG[Blütenkraut]	953ad19b79517fc8a211	B01::BEZUG[Blütenkraut]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B01	Material + ZUGABE	ZUGABE	1	BEZUG[Zutat]	BEZUG[Zutat]	2cc054357a929df85f64	B01::BEZUG[Zutat]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B01	Material + FOLGE+ZUGABE+PORTION	FOLGE+ZUGABE+PORTION	1	BEZUG[Zutatfolgeteil]	BEZUG[Zutatfolgeteil]	577c03a928d674d420d7	B01::BEZUG[Zutatfolgeteil]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B01	Material + POSTEN+ZUGABE	POSTEN+ZUGABE	1	BEZUG[Zutatposten]	BEZUG[Zutatposten]	c10aec6d4dd877ec8bd8	B01::BEZUG[Zutatposten]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B02	Quelle + FOLGE+QUELLE	FOLGE+QUELLE	1	BEZUG[Folgequelle]	BEZUG[Folgequelle]	b6b654722e55729cc947	B02::BEZUG[Folgequelle]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B02	Quelle + QUELLE	QUELLE	1	BEZUG[Quelle]	BEZUG[Quelle]	4d4559019a961b834aa1	B02::BEZUG[Quelle]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B02	Quelle + QUELLE+POSTEN	QUELLE+POSTEN	1	BEZUG[Quellposten]	BEZUG[Quellposten]	0bdc8b6db811b4e67a63	B02::BEZUG[Quellposten]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B03	Ansatz + FOLGE+QUELLE+BEREIT+ANSATZ	FOLGE+QUELLE+BEREIT+ANSATZ	1	BEZUG[Folgevorbereitung]	BEZUG[Folgevorbereitung]	a8f891de626fc00028e9	B03::BEZUG[Folgevorbereitung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B03	Ansatz + FOLGE+BEREIT+ANSATZ	FOLGE+BEREIT+ANSATZ	1	BEZUG[Fortsetzungszubereitung]	BEZUG[Fortsetzungszubereitung]	204b04837409088c48f9	B03::BEZUG[Fortsetzungszubereitung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B03	Ansatz + ANSATZ+GEFÄSS	ANSATZ+GEFÄSS	1	BEZUG[Gefäßansatz]	BEZUG[Gefäßansatz]	27d97af8c96eb056c2e6	B03::BEZUG[Gefäßansatz]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B03	Ansatz + ZUGABE+ANSATZ	ZUGABE+ANSATZ	1	BEZUG[Zutatenansatz]	BEZUG[Zutatenansatz]	b9d7b6d68209a9019e7a	B03::BEZUG[Zutatenansatz]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B04	Fortsetzung + FOLGE+KLÄREN	FOLGE+KLÄREN	1	BEZUG[Folgeklarlauf]	BEZUG[Folgeklarlauf]	d4a31dbcf1ed6d9e5aa9	B04::BEZUG[Folgeklarlauf]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B04	Fortsetzung + FOLGE+PORTION	FOLGE+PORTION	1	BEZUG[Folgeteilfortsetzung]	BEZUG[Folgeteilfortsetzung]	62ff059766b21c7de083	B04::BEZUG[Folgeteilfortsetzung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B04	Fortsetzung + OHNE_ZUSATZ	OHNE_ZUSATZ	1	BEZUG[Fortschluss]	BEZUG[Fortschluss]	1b1ffdd869fb1429ad03	B04::BEZUG[Fortschluss]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B04	Fortsetzung + FOLGE+KURZ	FOLGE+KURZ	1	BEZUG[Kurzfolge]	BEZUG[Kurzfolge]	c45ebac60774620561e2	B04::BEZUG[Kurzfolge]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B04	Fortsetzung + KURZ	KURZ	1	BEZUG[Kurzfortgang]	BEZUG[Kurzfortgang]	a06244ef1f2b37ca44c1	B04::BEZUG[Kurzfortgang]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B04	Fortsetzung + FOLGE+QUELLE	FOLGE+QUELLE	1	BEZUG[Vorfortsetzung]	BEZUG[Vorfortsetzung]	d665560c8ff80799a82c	B04::BEZUG[Vorfortsetzung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B05	Diesposten + POSTEN	POSTEN	1	BEZUG[Diesposten]	BEZUG[Diesposten]	b921a237be883a820352	B05::BEZUG[Diesposten]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B06	Gefäß + GEFÄSS	GEFÄSS	1	BEZUG[Gefäß]	BEZUG[Gefäß]	df1098831679a8ad1b39	B06::BEZUG[Gefäß]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B07	Bindefortsetzung + FOLGE+BINDEN	FOLGE+BINDEN	1	BEZUG[Bindefortsetzung]	BEZUG[Bindefortsetzung]	893c570f3fa3fce99711	B07::BEZUG[Bindefortsetzung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B07	Bindefortsetzung + FOLGE+KURZ+BINDEN	FOLGE+KURZ+BINDEN	1	BEZUG[Kurzbindefortsetzung]	BEZUG[Kurzbindefortsetzung]	9bb7122b386ebbc6138f	B07::BEZUG[Kurzbindefortsetzung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
B07	Bindefortsetzung + QUELLE+ZUGABE+BINDEN	QUELLE+ZUGABE+BINDEN	1	BEZUG[Quellenzutatbindung]	BEZUG[Quellenzutatbindung]	c71c72da4e09e0833392	B07::BEZUG[Quellenzutatbindung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D01	Kurzprozess + KURZ	KURZ	1	ZUSTAND[Kurzbearbeitung]	ZUSTAND[Kurzbearbeitung]	43eb9aa12959b4d5cdc9	D01::ZUSTAND[Kurzbearbeitung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D01	Kurzprozess + QUELLE+KURZ+BEREIT+ANSATZ	QUELLE+KURZ+BEREIT+ANSATZ	1	ZUSTAND[Kurzvorbereitung]	ZUSTAND[Kurzvorbereitung]	6b89d6dd70635bc60fe0|cb57b696b815fdef9cb7	D01::ZUSTAND[Kurzvorbereitung]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D02	Langhalten + KURZ+HALTEN	KURZ+HALTEN	1	ZUSTAND[Kurzhalt]	ZUSTAND[Kurzhalt]	74c76d589d44120f647b	D02::ZUSTAND[Kurzhalt]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D02	Langhalten + LANG+HALTEN	LANG+HALTEN	1	ZUSTAND[Langhalt]	ZUSTAND[Langhalt]	92e43836d82f98bf02d3	D02::ZUSTAND[Langhalt]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D02	Langhalten + ZIEL+KURZ+HALTEN	ZIEL+KURZ+HALTEN	1	ZUSTAND[Zielkurzhalt]	ZUSTAND[Zielkurzhalt]	98bdc4244c84cbef3321	D02::ZUSTAND[Zielkurzhalt]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D02	Langhalten + ZIEL+LANG+HALTEN	ZIEL+LANG+HALTEN	1	ZUSTAND[Ziellanghalt]	ZUSTAND[Ziellanghalt]	93f69c38fdedee1598e9	D02::ZUSTAND[Ziellanghalt]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D03	Langkontakt + KURZ+KONTAKT	KURZ+KONTAKT	1	ZUSTAND[Kurzkontakt]	ZUSTAND[Kurzkontakt]	08bd5ca0c2ad137a056d|7db18b2f0fb7ed0fcfd3	D03::ZUSTAND[Kurzkontakt]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D03	Langkontakt + LANG+KONTAKT	LANG+KONTAKT	1	ZUSTAND[Langkontakt]	ZUSTAND[Langkontakt]	0275fbf14e07935b0a45|7d25241b0e56c836372a	D03::ZUSTAND[Langkontakt]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
D04	Wärmen + KURZ	KURZ	1	ZUSTAND[Kurzwärme]	ZUSTAND[Kurzwärme]	d904bf7b044dd3922781	D04::ZUSTAND[Kurzwärme]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M01	Sollmaß + BEREIT+MASS	BEREIT+MASS	1	MASS[Bereitsollmaß]	MASS[Bereitsollmaß]	f3c23f42baf625639e1e	M01::MASS[Bereitsollmaß]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M01	Sollmaß + FOLGE+MASS	FOLGE+MASS	1	MASS[Folgemaß]	MASS[Folgemaß]	54d0e228ca346110af05	M01::MASS[Folgemaß]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M01	Sollmaß + POSTEN+MASS	POSTEN+MASS	1	MASS[Postensollmaß]	MASS[Postensollmaß]	f7dc90b2c31fd341f0a4	M01::MASS[Postensollmaß]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M01	Sollmaß + ZUGABE+MASS	ZUGABE+MASS	1	MASS[Zutatsollmaß]	MASS[Zutatsollmaß]	834825c61d048a6b5628	M01::MASS[Zutatsollmaß]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M02	Portion + PORTION+ANSATZ	PORTION+ANSATZ	1	MASS[Ansatzportion]	MASS[Ansatzportion]	6afeb5c9ab9f6cbdea0d	M02::MASS[Ansatzportion]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M02	Portion + FOLGE+PORTION	FOLGE+PORTION	1	MASS[Folgeportion]	MASS[Folgeportion]	94df4847b7b16c98394a	M02::MASS[Folgeportion]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M02	Portion + KURZ+MASS	KURZ+MASS	1	MASS[Kurzsoll]	MASS[Kurzsoll]	1779decef17481ec2853	M02::MASS[Kurzsoll]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M02	Portion + KURZ+PORTION	KURZ+PORTION	1	MASS[Kurzteil]	MASS[Kurzteil]	a7af89ab31ce5e247395	M02::MASS[Kurzteil]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M02	Portion + PORTION	PORTION	1	MASS[Portion]	MASS[Portion]	9da1b6ac2c929daea697	M02::MASS[Portion]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M02	Portion + VOLL+PORTION	VOLL+PORTION	1	MASS[Vollteil]	MASS[Vollteil]	9247e38d29c79a0d2fa5	M02::MASS[Vollteil]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
M04	Arbeitsstufe + OHNE_ZUSATZ	OHNE_ZUSATZ	1	MASS[Arbeitsstufe]	MASS[Arbeitsstufe]	2c82523794dcb7d2b343	M04::MASS[Arbeitsstufe]	COMPOSED_UNIQUE	aus Familie und Zusätzen gebaut
