source_position_id	event_id	record_unit_id	statement_id	surface	joint_tuple_id	family_id	controlled_phrase	dictation_status	setting_route
S001	E001	H1	H1-S001	dchey	65f320e75510b2f38182	B01	BEZUG[Wurzelteil]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S002	E002	H1	H1-S001	cthoor	dedc383b600397a301ee	A01	SCHLUSS[Bereitansatz]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S003	E003	H1	H1-S001	char	4d4559019a961b834aa1	B02	BEZUG[Quelle]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S004	E004	H1	H1-S001	chty	80ebbbbf238eee9f0aef	M05	MASS[Zerkleinern]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S005	E005	H1	H1-S001	os	df1098831679a8ad1b39	B06	BEZUG[Gefäß]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S006	E006	H1	H1-S001	chair	12efe866f335461823a6	T09	TRANSFER[Wasserzulauf]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S007	E007	H1	H1-S001	otytchol	62ff059766b21c7de083	B04	BEZUG[Folgeteilfortsetzung]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S008	E008	H1	H1-S001	oky	276a7c2d74d1143446f4	Z02	ZIEL[Einsetzen]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S009	E009	H1	H1-S001	daiin	2f1c5e56e8f0ff459065	M01	MASS[Sollmaß]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S010	E010	H1	H1-S001	etyd	a6939862e33ece5a0483	A04	SCHLUSS[Kurzrest]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S011	E011	H1	H1-S002	qokchy	9ad66e67803a12e745de	Z02	ZIEL[Einsetzen]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S012	E012	H1	H1-S002	qotchol	e8a6105b5c3a6220b440	B04	BEZUG[Folgefortsetzung]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S013	E013	H1	H1-S002	chol	dcda95c81a5460feb191	B04	BEZUG[Fortsetzung]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S014	E014	H1	H1-S002	cthy	e0b630cb1b5df5e7105b	A01	SCHLUSS[Bereit]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S015	E015	H2	H2-S001	ycheor	7249edc4df3419c26999	B03	BEZUG[Auszugsansatz]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S016	E016	H2	H2-S001	cthy	e0b630cb1b5df5e7105b	A01	SCHLUSS[Bereit]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S017	E017	H2	H2-S001	chor	7a4bb8136330ee4e6e56	B03	BEZUG[Ansatz]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S018	E018	H2	H2-S001	cthaiin	f3c23f42baf625639e1e	M01	MASS[Bereitsollmaß]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S019	E019	H2	H2-S001	qoctholy	af816c04e65874a0f2fa	B04	BEZUG[Folgefortsetzungsposten]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S020	E020	H2	H2-S001	dy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S021	E021	H2	H2-S001	chy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S022	E022	H2	H2-S001	taiin	2f1c5e56e8f0ff459065	M01	MASS[Sollmaß]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S023	E023	H2	H2-S001	shy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S024	E024	H2	H2-S002	qotchor	10488b911aae52b3b334	B03	BEZUG[Folgeansatz]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S025	E025	H2	H2-S002	chor	7a4bb8136330ee4e6e56	B03	BEZUG[Ansatz]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S026	E026	H2	H2-S002	otol	497cbd9c7401810ff56b	B04	BEZUG[Folgefortsetzung]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S027	E027	H2	H2-S002	chol	dcda95c81a5460feb191	B04	BEZUG[Fortsetzung]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S028	E028	H2	H2-S002	cholor	dec401773c1f0347793d	B03	BEZUG[Fortsetzungsansatz]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S029	E029	H2	H2-S002	chol	dcda95c81a5460feb191	B04	BEZUG[Fortsetzung]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S030	E030	H2	H2-S002	daiin	2f1c5e56e8f0ff459065	M01	MASS[Sollmaß]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S031	E031	H2	H2-S002	dar	4d4559019a961b834aa1	B02	BEZUG[Quelle]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S032	E032	H2	H2-S003	oykchor	27d97af8c96eb056c2e6	B03	BEZUG[Gefäßansatz]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S033	E033	H2	H2-S003	shor	7a4bb8136330ee4e6e56	B03	BEZUG[Ansatz]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S034	E034	H2	H2-S003	chor	7a4bb8136330ee4e6e56	B03	BEZUG[Ansatz]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S035	E035	H2	H2-S003	chy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S036	E036	H2	H2-S003	kaiiin	409de02322e7b2ca0c62	A02	SCHLUSS[Bindestufe]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S037	E037	H2	H2-S003	dy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S038	E038	H2	H2-S003	chodaiin	834825c61d048a6b5628	M01	MASS[Zutatsollmaß]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S039	E039	H3	H3-S001	tshol	953ad19b79517fc8a211	B01	BEZUG[Blütenkraut]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S040	E040	H3	H3-S001	schoal	428a5e3662aa57b4b256	Z01	ZIEL[Zieleingabe]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S041	E041	H3	H3-S001	cfhy	bdad9f9ea8b80f141496	T08	TRANSFER[Auswringen]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S042	E042	H3	H3-S001	shfydaiin	a8af08e69edab8e54f15	T05	TRANSFER[Standzeit]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S043	E043	H3	H3-S001	cphy	deb377381ceaf55ea310	T07	TRANSFER[Nachseihen]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S044	E044	H3	H3-S001	shey	b5df9126607030b95175	T07	TRANSFER[Klarauszug]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S045	E045	H3	H3-S001	tchody	2e2027b1951d79911e24	T06	TRANSFER[Rücknahmeschluss]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S046	E046	H3	H3-S002	shoyty	577c03a928d674d420d7	B01	BEZUG[Zutatfolgeteil]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S047	E047	H3	H3-S003	dchol	d665560c8ff80799a82c	B04	BEZUG[Vorfortsetzung]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S048	E048	H3	H3-S003	chy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S049	E049	H3	H3-S003	kchy	b2812c8283c3a62438bd	A02	SCHLUSS[Bindeposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S050	E050	H3	H3-S003	dy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S051	E051	H3	H3-S003	daiin	2f1c5e56e8f0ff459065	M01	MASS[Sollmaß]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S052	E052	H3	H3-S004	qotchy	a48efd6c4491a046ba78	B04	BEZUG[Folgeposten]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S053	E053	H3	H3-S004	okchol	322281bd391aa621f568	Z02	ZIEL[Fortsetzungseinsatz]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S054	E054	H3	H3-S004	cthy	e0b630cb1b5df5e7105b	A01	SCHLUSS[Bereit]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S055	E055	H3	H3-S004	dy	b921a237be883a820352	B05	BEZUG[Diesposten]	COMPOSED_UNIQUE	COMPOSE_FROM_CUES
S056	E056	H4	H4-S001	qokaiin	b5fcea1eaed06b2f2291	M01	MASS[Sollstellung]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
S057	E057	H4	H4-S001	chaiin	2f1c5e56e8f0ff459065	M01	MASS[Sollmaß]	MASTER_CARD_REQUIRED	FETCH_WHOLE_CARD_FROM_BOARD
