fresh_event_id	passage_id	register	new_owner	position	surface	joint_tuple_id	atomic_value_de	program_id	slot_rank	slot_code	microcycle	generation_action	source_event_id	source_page	registered_identity_match	registered_value_match
FRESH_HERBAL_PREPARATION_E01	FRESH_HERBAL_PREPARATION	HERBAL	NEW_PICTURED_PLANT_OWNER	1	char	4d4559019a961b834aa1	Quelle	P12_BESTAND_REFERENZIEREN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	E003	f10r	YES	YES
FRESH_HERBAL_PREPARATION_E02	FRESH_HERBAL_PREPARATION	HERBAL	NEW_PICTURED_PLANT_OWNER	2	qokain	1645e612504fcef59ced	Zugabe	P02_MATERIAL_GEBEN	2	S2_MATERIAL_MASS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E127	f81v	YES	YES
FRESH_HERBAL_PREPARATION_E03	FRESH_HERBAL_PREPARATION	HERBAL	NEW_PICTURED_PLANT_OWNER	3	daiin	2f1c5e56e8f0ff459065	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	REPEAT_CURRENT_SLOT	E009	f10r	YES	YES
FRESH_HERBAL_PREPARATION_E04	FRESH_HERBAL_PREPARATION	HERBAL	NEW_PICTURED_PLANT_OWNER	4	shey	b5df9126607030b95175	Klarauszug	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E044	f11r	YES	YES
FRESH_HERBAL_PREPARATION_E05	FRESH_HERBAL_PREPARATION	HERBAL	NEW_PICTURED_PLANT_OWNER	5	cheeky	2c1a5fd92b9e3c762242	Langwärme	P05_LANG_BEHANDELN	4	S4_DAUER_ZUSTAND	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E066	f55v	YES	YES
FRESH_HERBAL_PREPARATION_E06	FRESH_HERBAL_PREPARATION	HERBAL	NEW_PICTURED_PLANT_OWNER	6	cthy	e0b630cb1b5df5e7105b	Bereit	P11_BEREITEN_SCHLIESSEN	6	S6_BEREIT_ABSCHLUSS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E014	f10r	YES	YES
FRESH_BIO_CONTINUATION_E01	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	1	otchey	faf321940aed922846a9	Folgeposten	P06_FORTSETZEN	1	S1_BEZUG_FOLGE	1	OPEN_FIRST_CYCLE	E098	f56r	YES	YES
FRESH_BIO_CONTINUATION_E02	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	2	daiin	2f1c5e56e8f0ff459065	Sollmaß	P01_DOSIEREN	2	S2_MATERIAL_MASS	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E009	f10r	YES	YES
FRESH_BIO_CONTINUATION_E03	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	3	chckhal	21ed2873b71e57269c08	Zielpassage	P08_DURCHLASSEN	3	S3_PROZESS_TRANSFER	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E355	f83r	YES	YES
FRESH_BIO_CONTINUATION_E04	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	4	qokeey	0275fbf14e07935b0a45	Langkontakt	P05_LANG_BEHANDELN	4	S4_DAUER_ZUSTAND	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E175	f82r	YES	YES
FRESH_BIO_CONTINUATION_E05	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	5	qoky	276a7c2d74d1143446f4	Einsetzen	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	1	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E140	f81v	YES	YES
FRESH_BIO_CONTINUATION_E06	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	6	cheey	b5df9126607030b95175	Klarauszug	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	2	RESET_TO_NEW_MICROCYCLE	E197	f82r	YES	YES
FRESH_BIO_CONTINUATION_E07	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	7	qokedy	7db18b2f0fb7ed0fcfd3	Kurzkontakt	P04_KURZ_BEHANDELN	4	S4_DAUER_ZUSTAND	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E101	f81v	YES	YES
FRESH_BIO_CONTINUATION_E08	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	8	qokeeedy	d25110e0d8488927278f	Volleinsatz	P03_AM_ZIEL_EINSETZEN	5	S5_ZIEL_ANWENDUNG	2	ADVANCE_WITH_SKIPPED_SLOTS_ALLOWED	E209	f82r	YES	YES
FRESH_BIO_CONTINUATION_E09	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	9	lchedy	de7321bface5628e35d6	abführen	P10_ABZIEHEN_ABFUEHREN	3	S3_PROZESS_TRANSFER	3	RESET_TO_NEW_MICROCYCLE	E210	f82r	YES	YES
FRESH_BIO_CONTINUATION_E10	FRESH_BIO_CONTINUATION	BIO	NEW_LOCAL_BASIN_STATION	10	solkey	42cdc187d5b9ffc60063	Kurzsammlung	P09_ABSETZEN_SAMMELN	3	S3_PROZESS_TRANSFER	3	REPEAT_CURRENT_SLOT	E356	f83r	YES	YES
