page	locus	target_surfaces	zl3b_line	v33_tokenwise_de	v34_tokenwise_de	complete_v34
f103v	f103v.43	shtal	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	[orain:?] | Arzneikompositum: trocken, Gradmitte | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | [shtal:?] | [opchy:?] | [lkeedy:?] | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	[orain:?] | Arzneikompositum: trocken, Gradmitte | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | Rohstoffklasse I, feucht-kalt am Gradanfang | [opchy:?] | [lkeedy:?] | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	False
f104v	f104v.19	chekal	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal	[pcheor:?] | trocken; nominal trockenes Gut/Material | [chpcheor:?] | [cholkshedy:?] | kaltes Material | feucht am Ende des Grades, abgeschlossen | heiß und trocken am Anfang des Grades | [qotched:?] | feuchter Ansatz | [fchor:?] | [ols:?] | Menge III | [chekal:?]	[pcheor:?] | trocken; nominal trockenes Gut/Material | [chpcheor:?] | [cholkshedy:?] | kaltes Material | feucht am Ende des Grades, abgeschlossen | heiß und trocken am Anfang des Grades | [qotched:?] | feuchter Ansatz | [fchor:?] | [ols:?] | Menge III | Rohstoffklasse I: trocken in der Gradmitte; heiß am Gradanfang	False
f106r	f106r.43	chekal	daiiral sheol daiin otedy qokain okar cheor al taiin chekal otaras	[daiiral:?] | feuchtes Material | Qualitätsgrad III | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | heiße Drogenfraktion I im Ansatz | trockener Drogenteil | Rohstoffklasse I | kalt, Grad III | [chekal:?] | [otaras:?]	[daiiral:?] | feuchtes Material | Qualitätsgrad III | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | heiße Drogenfraktion I im Ansatz | trockener Drogenteil | Rohstoffklasse I | kalt, Grad III | Rohstoffklasse I: trocken in der Gradmitte; heiß am Gradanfang | [otaras:?]	False
f106v	f106v.16	chotal	sarar okear aiin chotal shody qotchdy qotar shedy chodal chedy qotam	[sarar:?] | [okear:?] | Menge III | [chotal:?] | [shody:?] | kalt und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | [chodal:?] | trocken in der Mitte des Grades, abgeschlossen | [qotam:?]	[sarar:?] | [okear:?] | Menge III | Trockenansatz aus kaltem Rohstoff Klasse I am Gradanfang | [shody:?] | kalt und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | [chodal:?] | trocken in der Mitte des Grades, abgeschlossen | [qotam:?]	False
f106v	f106v.27	sheotal	olcheo odaiin sheotal shoor qokeey oarar	[olcheo:?] | Zubereitungsdosis III | [sheotal:?] | [shoor:?] | heiß am Ende des Grades | [oarar:?]	[olcheo:?] | Zubereitungsdosis III | feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I am Gradanfang | [shoor:?] | heiß am Ende des Grades | [oarar:?]	False
f107r	f107r.48	chkal	fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	[fairal:?] | [chkal:?] | [lky:?] | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | [kalkal:?] | kalt im qo-Rahmen, Grad II | kalter Ansatz am Anfang des Grades | [lky:?] | kalt im Zubereitungsrahmen, Grad III | [ytaiin:?] | [om:?]	[fairal:?] | Rohstoffklasse I, trocken-heiß am Gradanfang | [lky:?] | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | [kalkal:?] | kalt im qo-Rahmen, Grad II | kalter Ansatz am Anfang des Grades | [lky:?] | kalt im Zubereitungsrahmen, Grad III | [ytaiin:?] | [om:?]	False
f107v	f107v.15	chkal	solain qokal okeey lkaiin okain chkal otain chcthy tarairy	[solain:?] | Rohstoffklasse I, heiß am Gradanfang | heißer Ansatz am Ende des Grades | [lkaiin:?] | heiß im Zubereitungsrahmen, Grad II | [chkal:?] | kalt im Zubereitungsrahmen, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [tarairy:?]	[solain:?] | Rohstoffklasse I, heiß am Gradanfang | heißer Ansatz am Ende des Grades | [lkaiin:?] | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, trocken-heiß am Gradanfang | kalt im Zubereitungsrahmen, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [tarairy:?]	False
f107v	f107v.2	chkal	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	Grad-/Maßwert III | [dckhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [chkal:?] | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | [oteos:?] | Menge III | kalte Drogenfraktion I im Ansatz | [alkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grad-/Maßwert III | [dckhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Rohstoffklasse I, trocken-heiß am Gradanfang | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | [oteos:?] | Menge III | kalte Drogenfraktion I im Ansatz | [alkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	False
f108r	f108r.19	chtal	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om	[dchedy:?] | [okeedar:?] | [shchy:?] | [okol:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken am Gradanfang | Wurzel, Typ/Charge III | kalter Ansatz in der Mitte des Grades, abgeschlossen | [chtal:?] | [om:?]	[dchedy:?] | [okeedar:?] | [shchy:?] | [okol:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken am Gradanfang | Wurzel, Typ/Charge III | kalter Ansatz in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, trocken-kalt am Gradanfang | [om:?]	False
f108r	f108r.21	shokal	qolshy qoeedy lkealshedy shokal keedy qotedy qopchedy otal dkedam	[qolshy:?] | [qoeedy:?] | [lkealshedy:?] | [shokal:?] | heiß am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [qopchedy:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dkedam:?]	[qolshy:?] | [qoeedy:?] | [lkealshedy:?] | Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang | heiß am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [qopchedy:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dkedam:?]	False
