audit_id	round	surface	mode	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	zl3b_it2a_exact	before_gloss_de	after_gloss_de	known_other_tokens	v33_line_de	v34_line_de	hard_collision	verdict
G657-A01-0001	1	chkal	EXACT_ORDERED_WHOLE	f107r	f107r.48	S	B	3	2	MEDIAL	fairal	lky	fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	faiiral chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	feiiral chkal lky otain ar kal kal qotain oty lky otaiin ytaiin om	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	5	[fairal:?] | [chkal:?] | [lky:?] | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | [kalkal:?] | kalt im qo-Rahmen, Grad II | kalter Ansatz am Anfang des Grades | [lky:?] | kalt im Zubereitungsrahmen, Grad III | [ytaiin:?] | [om:?]	[fairal:?] | Rohstoffklasse I, trocken-heiß am Gradanfang | [lky:?] | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | [kalkal:?] | kalt im qo-Rahmen, Grad II | kalter Ansatz am Anfang des Grades | [lky:?] | kalt im Zubereitungsrahmen, Grad III | [ytaiin:?] | [om:?]	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0002	1	chkal	EXACT_ORDERED_WHOLE	f107v	f107v.15	S	B	3	6	MEDIAL	okain	otain	solain qokal okeey lkaiin okain chkal otain chcthy tarairy	solain qokal okeey lkaiin okain chkal otain chcthy tarairy	solain qokal okeey lkaiin okain chkal otain chcthy tarairy	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	5	[solain:?] | Rohstoffklasse I, heiß am Gradanfang | heißer Ansatz am Ende des Grades | [lkaiin:?] | heiß im Zubereitungsrahmen, Grad II | [chkal:?] | kalt im Zubereitungsrahmen, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [tarairy:?]	[solain:?] | Rohstoffklasse I, heiß am Gradanfang | heißer Ansatz am Ende des Grades | [lkaiin:?] | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, trocken-heiß am Gradanfang | kalt im Zubereitungsrahmen, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [tarairy:?]	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0003	1	chkal	EXACT_ORDERED_WHOLE	f107v	f107v.2	S	B	3	5	MEDIAL	daiin	qokedy	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	9	Grad-/Maßwert III | [dckhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [chkal:?] | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | [oteos:?] | Menge III | kalte Drogenfraktion I im Ansatz | [alkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grad-/Maßwert III | [dckhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Rohstoffklasse I, trocken-heiß am Gradanfang | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | [oteos:?] | Menge III | kalte Drogenfraktion I im Ansatz | [alkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0004	1	chkal	EXACT_ORDERED_WHOLE	f111r	f111r.31	S	B	3	7	MEDIAL	qokeedy	checthy	sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy	sheotchedy shedain shkey qokeain shkeody qokeey qokeedy chkal checthy	sheotched shedain shkey qokeaiin shteo y qokeey qokee y chkal checthy	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	3	[sheotchedy:?] | [shedain:?] | [shkeyqokeaiin:?] | [shkeody:?] | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | [chkal:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	[sheotchedy:?] | [shedain:?] | [shkeyqokeaiin:?] | [shkeody:?] | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken-heiß am Gradanfang | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0005	1	chkal	EXACT_ORDERED_WHOLE	f111r	f111r.33	S	B	3	9	MEDIAL	cheda	keeodal	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s oin ar olkeey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s ain ar olkeey lkain cheda chkal keeodal eees eeo y qokee y l	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	5	[qoeeeo:?] | [s:?] | Menge-/Klassenwert II | Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | [lkair:?] | [cheda:?] | [chkal:?] | [keeodal:?] | [eees:?] | [chody:?] | heiß am Ende des Grades, abgeschlossen | [dl:?]	[qoeeeo:?] | [s:?] | Menge-/Klassenwert II | Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | [lkair:?] | [cheda:?] | Rohstoffklasse I, trocken-heiß am Gradanfang | [keeodal:?] | [eees:?] | [chody:?] | heiß am Ende des Grades, abgeschlossen | [dl:?]	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0006	1	chkal	EXACT_ORDERED_WHOLE	f111v	f111v.17	S	B	3	6	MEDIAL	qokain	chckhy	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	9	[solkain:?] | feucht in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | feucht am Ende des Grades | heiß, Grad II | [chkal:?] | Arzneikompositum: trocken, Gradanfang | Samen/Saatgut, Typ/Charge III | Drogenfraktion I | [lchal:?] | feucht, attributiv gebunden | kalt im Zubereitungsrahmen, Grad II	[solkain:?] | feucht in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | feucht am Ende des Grades | heiß, Grad II | Rohstoffklasse I, trocken-heiß am Gradanfang | Arzneikompositum: trocken, Gradanfang | Samen/Saatgut, Typ/Charge III | Drogenfraktion I | [lchal:?] | feucht, attributiv gebunden | kalt im Zubereitungsrahmen, Grad II	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0007	1	chkal	EXACT_ORDERED_WHOLE	f113r	f113r.46	S	B	3	4	MEDIAL	lkaiin	kar	oaiin cheokeeas lkaiin chkal kar cheeody qokeeody qokeey chos araiinol	oaiin cheokeeos lkaiin chkal kar cheeody qokeeody qokeey chos ar aiin ol	oaiin cheokee s lkaiin chkalkar cheeody qokeeody qokeey chos araiinol	ZL3B_IT2A_EXACT_RF_VARIANT	0	0	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	3	Ansatzmenge III | [cheokeeas:?] | [lkaiin:?] | [chkal:?] | heiße Drogenfraktion I | [cheeody:?] | [qokeeody:?] | heiß am Ende des Grades | [chos:?] | [araiinol:?]	Ansatzmenge III | [cheokeeas:?] | [lkaiin:?] | Rohstoffklasse I, trocken-heiß am Gradanfang | heiße Drogenfraktion I | [cheeody:?] | [qokeeody:?] | heiß am Ende des Grades | [chos:?] | [araiinol:?]	0	READER_VARIANT_WARNING
G657-A01-0008	1	chkal	EXACT_ORDERED_WHOLE	f115v	f115v.27	S	B	3	10	MEDIAL	oteed	kchetam	olain cheo lkain cheey qot cheody lor aiin oteed chkal kchetam	olain cheo lkain cheey qot cheody lor aiin oteed chkal kchetam	olain cheolkain cheey qot cheody ol r aiin oteed chkal kchetam	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	5	[olain:?] | trocken angesetzte Zubereitung | [lkain:?] | trocken am Ende des Grades | [qot:?] | getrockneter Ansatz | Holzportion | Menge III | [oteed:?] | [chkal:?] | [kchetam:?]	[olain:?] | trocken angesetzte Zubereitung | [lkain:?] | trocken am Ende des Grades | [qot:?] | getrockneter Ansatz | Holzportion | Menge III | [oteed:?] | Rohstoffklasse I, trocken-heiß am Gradanfang | [kchetam:?]	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0009	1	chkal	EXACT_ORDERED_WHOLE	f46r	f46r.10	H	B	2	3	MEDIAL	shy	chd	tchey shy chkal chd qokdy shdy adoldy olaiir sheol	tchey shy chkal chd qokdy shdy aloldy olaiir sheol	tchey shy chkal chd qok y shdy aloldy olaiir sheol	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	5	kalt und trocken in der Mitte des Grades | feucht am Anfang des Grades | [chkal:?] | [chd:?] | heiß am Anfang des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | [adoldy:?] | [olaiir:?] | feuchtes Material	kalt und trocken in der Mitte des Grades | feucht am Anfang des Grades | Rohstoffklasse I, trocken-heiß am Gradanfang | [chd:?] | heiß am Anfang des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | [adoldy:?] | [olaiir:?] | feuchtes Material	0	CONCRETE_CONTEXT_COMPATIBLE
G657-A01-0010	1	chkal	EXACT_ORDERED_WHOLE	f75r	f75r.29	B	B	2	2	MEDIAL	dain	dy	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	dain chkal dy lolkaiin ol okeedy qol dain olchey qokeedy chedy qotan	dain chkal dy lo lkaiin ol okeedy qol ain olchey qokeedy chedy qotan	ALL_THREE_EXACT	1	1	1	[chkal:?]	Rohstoffklasse I, trocken-heiß am Gradanfang	6	Grad-/Maßwert II | [chkal:?] | [dy:?] | [lo:?] | [lkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okeedyqol:?] | Qualitätsgrad II | [olchey:?] | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad I	Grad-/Maßwert II | Rohstoffklasse I, trocken-heiß am Gradanfang | [dy:?] | [lo:?] | [lkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okeedyqol:?] | Qualitätsgrad II | [olchey:?] | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad I	0	CONCRETE_CONTEXT_COMPATIBLE
