control	surface	matched_units	occurrences	pages	reader_exact_occurrences	split_normalized_occurrences	loci	v33_status	decision
GLOBAL_SHORT_TAIL_NONLEAK	akal	kal	1	1	1	1	f113v.47	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	alkal	kal	1	1	1	1	f107r.46	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	aloal	oal	1	1	1	1	f106r.39	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	chakal	kal	1	1	0	0	f93r.22	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	cheeytal	tal	1	1	0	0	f80r.42	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	chekoal	oal	1	1	0	0	f103v.8	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	cholkal	kal	2	2	2	2	f105v.18|f39r.16	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	cphoal	oal	1	1	1	1	f113r.32	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	dalkal	kal	1	1	1	1	f66v.13	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	daroal	oal	1	1	1	1	f103r.8	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	dlkal	kal	1	1	1	1	f107v.14	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
