audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G650-A01-001	1	otcho	STRONG_ATTESTED_FAMILY	f14r	f14r.7	H	A	1	1	INITIAL	<BOS>	dain	otcho dain chckhy	otcho dain chckhy	otcho dain chckhy	ALL_THREE_EXACT	1	1	[otcho:?]	kalt-trockene Zubereitung	2	2	[otcho:?] | Grad-/Maßwert II | trockene Arzneimischung am Gradanfang	kalt-trockene Zubereitung | Grad-/Maßwert II | trockene Arzneimischung am Gradanfang	0	FAMILY_CONTEXT_COMPATIBLE
G650-A01-002	1	otcho	STRONG_ATTESTED_FAMILY	f15r	f15r.14	H	A	1	1	INITIAL	<BOS>	kchy	otcho kchy chol daiin ar ytol dor dom	otcho kchy chol daiin cthar ytol dor dom	otcho kchy chol daiin cthar ytol dor dom	ALL_THREE_EXACT	1	1	[otcho:?]	kalt-trockene Zubereitung	3	3	[otcho:?] | heiß und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ar:?] | [ytol:?] | [dor:?] | [dom:?]	kalt-trockene Zubereitung | heiß und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ar:?] | [ytol:?] | [dor:?] | [dom:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A01-003	1	otcho	STRONG_ATTESTED_FAMILY	f32r	f32r.13	H	A	1	1	INITIAL	<BOS>	rol	otcho rol dain daiin cthy	otcho r ol dain daiin cthy	otchorol dain daiin cthy	READER_VARIANT	0	0	[otcho:?]	kalt-trockene Zubereitung	4	3	[otcho:?] | Wurzelstoff | Qualitätsgrad II | Grad-/Maßwert III | CTH-Drogenmaterial	kalt-trockene Zubereitung | Wurzelstoff | Qualitätsgrad II | Grad-/Maßwert III | CTH-Drogenmaterial	0	READER_VARIANT_WARNING
G650-A01-004	1	otcho	STRONG_ATTESTED_FAMILY	f37r	f37r.9	H	A	1	6	MEDIAL	qotordy	loldaiin	ykchody qotchy ykaiin chy qotordy otcho loldaiin	ykchody qotchy ykaiin chy qotor dy otcho lol daiin	ykchody qotchy ykaiin chy qotordy otcho loldaiin	ALL_THREE_EXACT	1	1	[otcho:?]	kalt-trockene Zubereitung	2	2	[ykchody:?] | kalt und trocken am Anfang des Grades | [ykaiin:?] | trocken am Anfang des Grades | [qotordy:?] | [otcho:?] | [loldaiin:?]	[ykchody:?] | kalt und trocken am Anfang des Grades | [ykaiin:?] | trocken am Anfang des Grades | [qotordy:?] | kalt-trockene Zubereitung | [loldaiin:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A01-005	1	otcho	STRONG_ATTESTED_FAMILY	f47r	f47r.10	H	A	1	2	MEDIAL	shy	keey	shy otcho keey tor chey otchy tchol dain dam	shy otcho keey tor chey otchy tchol dain dam	shy otcho keey tor chey otchy tchol dain dam	ALL_THREE_EXACT	1	1	[otcho:?]	kalt-trockene Zubereitung	5	5	feucht am Anfang des Grades | [otcho:?] | heiß am Ende des Grades | [tor:?] | trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | [tchol:?] | Qualitätsgrad II | [dam:?]	feucht am Anfang des Grades | kalt-trockene Zubereitung | heiß am Ende des Grades | [tor:?] | trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | [tchol:?] | Qualitätsgrad II | [dam:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A01-006	1	otcho	STRONG_ATTESTED_FAMILY	f53r	f53r.5	H	A	1	7	MEDIAL	qokchod	qot	oksh otol cfhy cphodol ykody qokchod otcho qot oty	okes otol cfhy cphodol ykody qokchod otcho qot oty	oksh otol cfhy cphodol ykody qokchod otcho qot oty	ALL_THREE_EXACT	1	1	[otcho:?]	kalt-trockene Zubereitung	2	2	[oksh:?] | kaltes Zubereitungsgut | [cfhy:?] | [cphodol:?] | [ykody:?] | [qokchod:?] | [otcho:?] | [qot:?] | kalter Ansatz am Anfang des Grades	[oksh:?] | kaltes Zubereitungsgut | [cfhy:?] | [cphodol:?] | [ykody:?] | [qokchod:?] | kalt-trockene Zubereitung | [qot:?] | kalter Ansatz am Anfang des Grades	0	FAMILY_CONTEXT_COMPATIBLE
G650-A01-007	1	otcho	STRONG_ATTESTED_FAMILY	f86v5	f86v5.18	T	B	2	4	MEDIAL	teraiin	lkaiin	poldaiin shea teraiin otcho lkaiin os al ody qotar ytedy daiin	poldaiin sheo tesaiin otcho lkaiin os al ody qotar ytedy daiin	pol aiin sheo tesaiin otcho lkaiin os al ody qotar yte y aiin	ALL_THREE_EXACT	1	1	[otcho:?]	kalt-trockene Zubereitung	1	0	[poldaiin:?] | [shea:?] | [teraiin:?] | [otcho:?] | [lkaiin:?] | [os:?] | [al:?] | [ody:?] | [qotar:?] | [ytedy:?] | Grad-/Maßwert III	[poldaiin:?] | [shea:?] | [teraiin:?] | kalt-trockene Zubereitung | [lkaiin:?] | [os:?] | [al:?] | [ody:?] | [qotar:?] | [ytedy:?] | Grad-/Maßwert III	0	SHORT_OR_OPAQUE_CONTEXT
G650-A02-001	2	cholor	PROVISIONAL_BOUNDARY_FAMILY	f107r	f107r.28	S	B	3	4	MEDIAL	chl	sheees	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykal kal	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal	ALL_THREE_EXACT	1	1	[cholor:?]	trockene Zutat	4	4	[kar:?] | Menge III | [chl:?] | [cholor:?] | [sheees:?] | Menge III | trocken am Ende des Grades | kalt-trockener Ansatz am Anfang des Grades | [lkaiin:?] | [ykaiin:?] | [ykalkal:?]	[kar:?] | Menge III | [chl:?] | trockene Zutat | [sheees:?] | Menge III | trocken am Ende des Grades | kalt-trockener Ansatz am Anfang des Grades | [lkaiin:?] | [ykaiin:?] | [ykalkal:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A02-002	2	cholor	PROVISIONAL_BOUNDARY_FAMILY	f10r	f10r.8	H	A	1	5	MEDIAL	chol	chol	qotchor chor otol chol cholor chol daiin dar	qotchor chor otol chol cholor chol daiin dar	qotchor chor otol chol cholor chol daiin dar	ALL_THREE_EXACT	1	1	[cholor:?]	trockene Zutat	7	7	kalt-trockene Drogenportion | Pflanzen-/Reproduktionsteil | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [cholor:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | abgemessene Fraktion I	kalt-trockene Drogenportion | Pflanzen-/Reproduktionsteil | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | trockene Zutat | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | abgemessene Fraktion I	0	FAMILY_CONTEXT_COMPATIBLE
G650-A02-003	2	cholor	PROVISIONAL_BOUNDARY_FAMILY	f115r	f115r.3	S	B	@	8	MEDIAL	qockheos	daar	qol cheol chor od qol chedy qockheos cholor daar oraro	qolcheol chor od qol chedy qockheos cholor daar oraro	qol che l chor od qol che y qockheos cholor daar oraro	ALL_THREE_EXACT	1	1	[cholor:?]	trockene Zutat	3	1	[qol:?] | trockener Drogenstoff | Pflanzen-/Reproduktionsteil | [od:?] | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [qockheos:?] | [cholor:?] | [daar:?] | [oraro:?]	[qol:?] | trockener Drogenstoff | Pflanzen-/Reproduktionsteil | [od:?] | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [qockheos:?] | trockene Zutat | [daar:?] | [oraro:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A02-004	2	cholor	PROVISIONAL_BOUNDARY_FAMILY	f6r	f6r.1	H	A	1	4	MEDIAL	shol	cphol	foar y shol cholor cphol chor ch chopchol otcham	foar y shol cholor cphol chor chckh chopchol otcham	foar y shol cholor cphol chor ch chopchol otcham	ALL_THREE_EXACT	1	1	[cholor:?]	trockene Zutat	2	2	[foar:?] | [y:?] | feucht; nominal feuchtes Gut/Material | [cholor:?] | [cphol:?] | Pflanzen-/Reproduktionsteil | [ch:?] | [chopchol:?] | [otcham:?]	[foar:?] | [y:?] | feucht; nominal feuchtes Gut/Material | trockene Zutat | [cphol:?] | Pflanzen-/Reproduktionsteil | [ch:?] | [chopchol:?] | [otcham:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A02-005	2	cholor	PROVISIONAL_BOUNDARY_FAMILY	f79r	f79r.27	B	B	2	8	MEDIAL	ory	oty	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	qokeedy sheey kas cheey olkaiin ol ory chol r oty oky	READER_VARIANT	0	0	[cholor:?]	trockene Zutat	6	5	heiß am Ende des Grades, abgeschlossen | feucht am Ende des Grades | [kas:?] | trocken am Ende des Grades | [olkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ory:?] | [cholor:?] | kalter Ansatz am Anfang des Grades | heißer Ansatz am Anfang des Grades	heiß am Ende des Grades, abgeschlossen | feucht am Ende des Grades | [kas:?] | trocken am Ende des Grades | [olkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ory:?] | trockene Zutat | kalter Ansatz am Anfang des Grades | heißer Ansatz am Anfang des Grades	0	READER_VARIANT_WARNING
G650-A03-001	3	sheo	STRONG_COMPOSITIONAL_SHELL	f105r	f105r.14	S	B	3	11	MEDIAL	qokeeody	lkeey	kesoar qoeeedy keeody dlls air shckhy oekeody cheody oeey qokeeody sheo lkeey	kesoar qoeeedy keeody dlls air shckhy oekeody cheody oeey qokeeody sheolkeey	kesoar qoeee y keeody dlls air shckhy oekeody cheody oeey qokeeody sheolkeey	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	1	1	[kesoar:?] | [qoeeedy:?] | [keeody:?] | [dlls:?] | [air:?] | [shckhy:?] | [oekeody:?] | getrockneter Ansatz | [oeey:?] | [qokeeody:?] | [sheo:?] | [lkeey:?]	[kesoar:?] | [qoeeedy:?] | [keeody:?] | [dlls:?] | [air:?] | [shckhy:?] | [oekeody:?] | getrockneter Ansatz | [oeey:?] | [qokeeody:?] | Feuchtzubereitung | [lkeey:?]	0	READER_VARIANT_WARNING
G650-A03-002	3	sheo	STRONG_COMPOSITIONAL_SHELL	f105r	f105r.24	S	B	3	9	MEDIAL	chpaiikey	pcheey	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	5	5	[pcheor:?] | Menge-/Klassenwert II | [ckheey:?] | [okeeey:?] | Pulver, Typ/Charge III | [ar:?] | Menge-/Klassenwert IV | [chpaiikey:?] | [sheo:?] | Pulver, trocken gebunden, Form II | [dal:?] | Grad-/Maßwert III | [dam:?]	[pcheor:?] | Menge-/Klassenwert II | [ckheey:?] | [okeeey:?] | Pulver, Typ/Charge III | [ar:?] | Menge-/Klassenwert IV | [chpaiikey:?] | Feuchtzubereitung | Pulver, trocken gebunden, Form II | [dal:?] | Grad-/Maßwert III | [dam:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-003	3	sheo	STRONG_COMPOSITIONAL_SHELL	f105v	f105v.37	S	B	3	3	MEDIAL	ckhy	qoeeo	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	yshe ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	2	2	[yshey:?] | [ckhy:?] | [sheo:?] | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	[yshey:?] | [ckhy:?] | Feuchtzubereitung | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	0	FAMILY_CONTEXT_COMPATIBLE
