rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	1	f76v	f76v.32	B	B	2	10	10	3	0	0	0	1.000000	10	10	1	1	tain sheey qotain chedy qokaiin chedy taiin chckhedy otol oty	kalt, Grad II | feucht am Ende des Grades | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | trockene Arzneimischung in der Gradmitte, abgeschlossen | kaltes Zubereitungsgut | kalter Ansatz am Anfang des Grades	V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT649:EXPLORATORY_LEARNED_HEAD_FAMILY | GDT648:STRICT_WHOLE_COMPLETION | GDT647:FAMILY_MIGRATION	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	kalt, Grad II; feucht am Ende des Grades; kalt im qo-Rahmen, Grad II; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad III; trocken in der Mitte des Grades, abgeschlossen; kalt, Grad III; trockene Arzneimischung in der Gradmitte, abgeschlossen; kaltes Zubereitungsgut; kalter Ansatz am Anfang des Grades
2	1	f77r	f77r.19	B	B	2	9	9	0	0	0	0	1.000000	9	9	1	1	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	heiß am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | eingeweichtes Drogenholz, Form II | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiße Portion | heiß am Ende des Grades | Drogenholz, Typ/Charge III | trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT648:STRICT_WHOLE_COMPLETION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	heiß am Ende des Grades, abgeschlossen; Drogenholz, trocken gebunden, Form I; eingeweichtes Drogenholz, Form II; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiße Portion; heiß am Ende des Grades; Drogenholz, Typ/Charge III; trocken in der Mitte des Grades
3	1	f10r	f10r.8	H	A	1	8	8	4	0	0	0	1.000000	8	8	1	1	qotchor chor otol chol cholor chol daiin dar	kalt-trockene Drogenportion | Pflanzen-/Reproduktionsteil | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | trockene Zutat | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | abgemessene Fraktion I	GDT639:ROUND_01 | V13:PART_OR_FORM | GDT648:STRICT_WHOLE_COMPLETION | V13:DRY_OL_FORM | GDT650:PROVISIONAL_BOUNDARY_FAMILY | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT649:STRONG_FAMILY_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	kalt-trockene Drogenportion; Pflanzen-/Reproduktionsteil; kaltes Zubereitungsgut; trocken; nominal trockenes Gut/Material; trockene Zutat; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; abgemessene Fraktion I
4	1	f20r	f20r.12	H	A	1	8	8	1	0	0	0	1.000000	8	8	1	1	shoiin cheody otchey otchy tchy qoteey daiin dar	Feuchtansatz, Form III | getrockneter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | abgemessene Fraktion I	GDT649:STRONG_FAMILY_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT649:STRONG_FAMILY_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	Feuchtansatz, Form III; getrockneter Ansatz; kalt-trockener Ansatz in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; kalt und trocken am Anfang des Grades; kalt am Ende des Grades; Grad-/Maßwert III; abgemessene Fraktion I
5	1	f28v	f28v.5	H	A	1	8	8	3	0	0	0	1.000000	8	8	1	1	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | heiß-trocken, Grad III | Feuchtansatz, Form III | kalt und trocken in der Mitte des Grades | kalt und feucht in der Mitte des Grades | Grad-/Maßwert IV	GDT648:STRICT_WHOLE_COMPLETION | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT638:ROUND_08 | GDT649:STRONG_FAMILY_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	kaltes Zubereitungsgut; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; heiß-trocken, Grad III; Feuchtansatz, Form III; kalt und trocken in der Mitte des Grades; kalt und feucht in der Mitte des Grades; Grad-/Maßwert IV
6	1	f35r	f35r.14	H	A	1	8	8	3	0	0	0	1.000000	8	8	1	1	cthol chol aiin qotchy otchor daiin shol qotaiin	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | trocken; nominal trockenes Gut/Material | Menge III | kalt und trocken am Anfang des Grades | kalt-trockene Drogenportion im Ansatz | Menge/Portion III | feucht; nominal feuchtes Gut/Material | kalt, Grad III	GDT644:ROUND_02 | V13:DRY_OL_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT645:ROUND_02 | V13:CONTEXTUAL_VALUE_SERIES | V13:MOIST_OL_FORM | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; trocken; nominal trockenes Gut/Material; Menge III; kalt und trocken am Anfang des Grades; kalt-trockene Drogenportion im Ansatz; Menge/Portion III; feucht; nominal feuchtes Gut/Material; kalt, Grad III
7	1	f20v	f20v.10	H	A	1	7	7	4	0	0	0	1.000000	7	7	1	1	shokaiin chocthy chol daiin chy chor ety	feucht-heißer Ansatz, Grad III | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken am Anfang des Grades | Pflanzen-/Reproduktionsteil | gekühlt	V13:TARGET_SURFACE_DEFAULT | V13:DRY_CTH_PREPARATION | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | V13:PART_OR_FORM | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	feucht-heißer Ansatz, Grad III; trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; trocken am Anfang des Grades; Pflanzen-/Reproduktionsteil; gekühlt
8	1	f4r	f4r.3	H	A	1	7	7	4	0	0	0	1.000000	7	7	1	1	otchol chol chy chaiin qotaiin daiin shain	kalt-trockener Zubereitungsstoff | trocken; nominal trockenes Gut/Material | trocken am Anfang des Grades | trocken, Grad III | kalt, Grad III | Grad-/Maßwert III | feucht, Grad II	GDT638:ROUND_06 | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	NONE	NONE	kalt-trockener Zubereitungsstoff; trocken; nominal trockenes Gut/Material; trocken am Anfang des Grades; trocken, Grad III; kalt, Grad III; Grad-/Maßwert III; feucht, Grad II
9	1	f15r	f15r.12	H	A	1	6	6	3	0	0	0	1.000000	6	6	1	1	qotor shor tcheor chy cthaiin shan	kalte Drogenportion | Blüten-/Fruchtstand; reproduktiver Teil | kalt-trockener Drogenteil | trocken am Anfang des Grades | Blatt-/Krautgut, Menge/Klasse III | feucht, Grad I	GDT640:ROUND_02 | V13:PART_OR_FORM | GDT641:ROUND_01 | GDT647:FAMILY_MIGRATION | V13:PART_VALUE_SERIES | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	NONE	NONE	kalte Drogenportion; Blüten-/Fruchtstand; reproduktiver Teil; kalt-trockener Drogenteil; trocken am Anfang des Grades; Blatt-/Krautgut, Menge/Klasse III; feucht, Grad I
10	1	f81r	f81r.23	B	B	2	6	6	1	0	0	0	1.000000	6	6	1	1	chey okain sheckhy soiin chey lchey	trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | feuchte Arzneimischung, Anfangsgrad, gebunden | Samen/Saatgutzubereitung, Form III | trocken in der Mitte des Grades | Drogenholz, trocken gebunden, Form I	GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT650:EXPLORATORY_LEARNED_CKH_HEAD | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	trocken in der Mitte des Grades; heiß im Zubereitungsrahmen, Grad II; feuchte Arzneimischung, Anfangsgrad, gebunden; Samen/Saatgutzubereitung, Form III; trocken in der Mitte des Grades; Drogenholz, trocken gebunden, Form I
11	1	f83r	f83r.36	B	B	2	6	6	0	0	0	0	1.000000	6	6	1	1	sor aiin shy shey lshedy qoky	Samenportion | Menge III | feucht am Anfang des Grades | feucht in der Mitte des Grades | eingeweichtes Drogenholz | heiß am Anfang des Grades	V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Samenportion; Menge III; feucht am Anfang des Grades; feucht in der Mitte des Grades; eingeweichtes Drogenholz; heiß am Anfang des Grades
