joint_tuple_id	semantic_reading_de	registered_surface_family	variant_count	occurrences	variant_event_counts	line_entry_counts	postcommit_counts	bare_forms	q_forms	s_forms	tuple_meaning_status
0275fbf14e07935b0a45	länger ansetzen	okeey|qokeey	2	7	okeey:1;qokeey:6	okeey:0;qokeey:1	okeey:0;qokeey:2	okeey	qokeey	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
07913ef9b1fb773cd325	umsetzen; Schluss	okchedy|qokchedy	2	2	okchedy:1;qokchedy:1	okchedy:0;qokchedy:1	okchedy:0;qokchedy:0	okchedy	qokchedy	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
08bd5ca0c2ad137a056d	kurz ansetzen	okey|qokey	2	2	okey:1;qokey:1	okey:0;qokey:0	okey:0;qokey:0	okey	qokey	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
10488b911aae52b3b334	Folgeansatz	otchor|qotchor	2	2	otchor:1;qotchor:1	otchor:0;qotchor:1	otchor:0;qotchor:0	otchor	qotchor	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
1645e612504fcef59ced	eine Portion zugeben	okain|qokain	2	7	okain:3;qokain:4	okain:1;qokain:1	okain:0;qokain:3	okain	qokain	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
259b2b3b0bf859882e2c	umsetzen; Schluss	dchedy|schedy|tchedy	3	4	dchedy:1;schedy:2;tchedy:1	dchedy:1;schedy:1;tchedy:1	dchedy:0;schedy:0;tchedy:1	dchedy;tchedy	NONE	schedy	INVARIANT_ACROSS_REGISTERED_SURFACES
276a7c2d74d1143446f4	Posten ansetzen	choky|oky|qoky	3	10	choky:2;oky:1;qoky:7	choky:0;oky:0;qoky:0	choky:0;oky:0;qoky:2	choky;oky	qoky	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
28ffbc88b97772a75f1e	fortsetzen; Schluss	olchedy|qolchedy	2	3	olchedy:1;qolchedy:2	olchedy:0;qolchedy:0	olchedy:0;qolchedy:2	olchedy	qolchedy	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
2c82523794dcb7d2b343	Sollstufe	oiiin|soiiin	2	2	oiiin:1;soiiin:1	oiiin:0;soiiin:1	oiiin:0;soiiin:1	oiiin	NONE	soiiin	INVARIANT_ACROSS_REGISTERED_SURFACES
2cc054357a929df85f64	Zutat	cho|sho	2	4	cho:2;sho:2	cho:0;sho:2	cho:0;sho:0	cho	NONE	sho	INVARIANT_ACROSS_REGISTERED_SURFACES
