joint_tuple_id	surface_allographs	shortest_visible_kernel	visible_occurrences	pages	concrete_stems	semantic_composition_de	concrete_word_default_de	memorized_exception	working_status
00d8ebe3c68294eeac39	chdal	chdal	1	f83r	AL	AL[Zielstelle, Gefäßplatz oder bezeichnete Zeitstelle]	Mischung am Gefäß	NO	BEST_CURRENT_CREATIVE_READING
0275fbf14e07935b0a45	okeey|qokeey	okeey	7	f81v|f82r|f83r	OK|KEY/KEEY/EKY|EE	OK[einsetzen, aufbringen oder eintauchen] + KEY/KEEY/EKY[Wärme oder Erwärmen] + EE[klar, warm oder vollständig bereitet]	Wasser temperieren	NO	BEST_CURRENT_CREATIVE_READING
03626ca94cb17800d767	sheedy	sheedy	1	f83r	DY|SHE|EE	DY[Wasser, Nässe oder nasse Behandlung] + SHE[Waschwasser oder spülen] + EE[klar, warm oder vollständig bereitet]	einmal spülen	NO	BEST_CURRENT_CREATIVE_READING
04a3877f0fc81b7597c9	ldy	ldy	2	f82r|f83r	DY	DY[Wasser, Nässe oder nasse Behandlung]	Flüssigkeit abziehen	NO	BEST_CURRENT_CREATIVE_READING
07913ef9b1fb773cd325	okchedy|qokchedy	okchedy	2	f81v|f83r	OK|DY|LCH/CHED	OK[einsetzen, aufbringen oder eintauchen] + DY[Wasser, Nässe oder nasse Behandlung] + LCH/CHED[Flüssigkeit ziehen, umfüllen oder ablassen]	Wasser abkühlen	NO	BEST_CURRENT_CREATIVE_READING
087a47b5423438cd6b6a	chokcheo	chokcheo	1	f56r	CHO/SHO|OK	CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz] + OK[einsetzen, aufbringen oder eintauchen]	Pflanzenstoff in Wein	NO	BEST_CURRENT_CREATIVE_READING
08bd5ca0c2ad137a056d	okey|qokey	okey	2	f81v|f82r	OK|KEY/KEEY/EKY	OK[einsetzen, aufbringen oder eintauchen] + KEY/KEEY/EKY[Wärme oder Erwärmen]	warmes Wasser	NO	BEST_CURRENT_CREATIVE_READING
0ab57b7166de99db3a55	lchy	lchy	1	f82r	LCH/CHED|CHY	LCH/CHED[Flüssigkeit ziehen, umfüllen oder ablassen] + CHY[zubereitete Dosis oder Auflage]	klare Flüssigkeit abziehen	NO	BEST_CURRENT_CREATIVE_READING
0bdc8b6db811b4e67a63	chary	chary	1	f83r	AR	AR[gießen, überführen oder Abfluss]	zum Kühlen umgießen	NO	BEST_CURRENT_CREATIVE_READING
0ec6a45e2950e8e7061d	chodaly	chodaly	1	f56r	AL|CHO/SHO	AL[Zielstelle, Gefäßplatz oder bezeichnete Zeitstelle] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanze zur Blütezeit	NO	BEST_CURRENT_CREATIVE_READING
