joint_tuple_id	surface_family	common_visible_core	occurrences	records	pages	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	reading_type	local_expansion_examples_de	variation_note
00d8ebe3c68294eeac39	chdal	chdal	1	B5	f83r	chdal=weiterrühren	weiterrühren	weiterrühren	CONCRETE_MEMORIZED_WHOLE_WORD	Mit der vorigen Mischung	NONE
0275fbf14e07935b0a45	okeey|qokeey	okeey	7	B1|B2|B3|B4	f81v|f82r|f83r	ok=geben + eey=warm	geben + warm	Wärme geben	REUSABLE_MORPHEME_COMPOUND	Die Charge für den vorgesehenen Gebrauch temperieren	NONE
03626ca94cb17800d767	sheedy	sheedy	1	B3	f83r	shee=waschen + dy=Ende	waschen + Ende	waschen; Ende	CONCRETE_BASE_PLUS_DY	Wasche einmal und beende den Schritt	NONE
04a3877f0fc81b7597c9	ldy	ldy	2	B2|B3	f82r|f83r	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	REUSABLE_MORPHEME_COMPOUND	Ziehe es ab und beende den Schritt	NONE
07913ef9b1fb773cd325	okchedy|qokchedy	okchedy	2	B1|B3	f81v|f83r	okche=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	CONCRETE_BASE_PLUS_DY	Lasse es abkühlen und beende den Schritt	NONE
087a47b5423438cd6b6a	chokcheo	chokcheo	1	H5	f56r	chokcheo=milder Wein	milder Wein	milder Wein	CONCRETE_MEMORIZED_WHOLE_WORD	Nimm milden Wein als Medium	NONE
08bd5ca0c2ad137a056d	okey|qokey	okey	2	B1|B2	f81v|f82r	ok=geben + ey=Wasser	geben + Wasser	Wasser zugeben	REUSABLE_MORPHEME_COMPOUND	Warmes Wasser || warmes Wasser	eine Bedeutung, mehrere lokale Anwendungen
0ab57b7166de99db3a55	lchy	lchy	1	B2	f82r	lch=ablassen + y=Ansatz	ablassen + Ansatz	klare Flüssigkeit abziehen	REUSABLE_MORPHEME_COMPOUND	Ziehe die klare Flüssigkeit ab	NONE
0bdc8b6db811b4e67a63	chary	chary	1	B3	f83r	chary=abkühlen	abkühlen	abkühlen	CONCRETE_MEMORIZED_WHOLE_WORD	Und lasse es abkühlen	NONE
0ec6a45e2950e8e7061d	chodaly	chodaly	1	H5	f56r	chodaly=Blütebeginn	Blütebeginn	Blütebeginn	CONCRETE_MEMORIZED_WHOLE_WORD	Nimm es zu Beginn der Blüte	NONE
0f15effeca7ab10bb026	lchedar	lchedar	1	B2	f82r	lchedar=kühles Wasser	kühles Wasser	kühles Wasser	CONCRETE_MEMORIZED_WHOLE_WORD	Kühles Wasser	NONE
0f18de177ed7c878bf95	dl	dl	2	B1	f81v	dl=Badezusatz	Badezusatz	Badezusatz	CONCRETE_MEMORIZED_WHOLE_WORD	Der vorbereitete Bade- oder Waschzusatz	NONE
10488b911aae52b3b334	otchor|qotchor	otchor	2	H2|H5	f10r|f56r	otchor=zweite Auswahl	zweite Auswahl	zweite Auswahl	CONCRETE_MEMORIZED_WHOLE_WORD	Nimm vor voller Blüte eine zweite Portion der Spitzen || Auf eine einzelne Warze oder ein Hühnerauge	eine Bedeutung, mehrere lokale Anwendungen
12efe866f335461823a6	chair	chair	1	H1	f10r	air=fließende Flüssigkeit	fließende Flüssigkeit	Quellwasser	REUSABLE_SEMANTIC_STEM	Gieße Quellwasser darüber	NONE
1322bc176443fc2a8a86	qokokchy	qokokchy	1	H5	f56r	qokokchy=trocken verwahren	trocken verwahren	trocken verwahren	CONCRETE_MEMORIZED_WHOLE_WORD	Verwahre sie trocken	NONE
1496a731803a9f48d2e1	rol	rol	1	B1	f81v	rol=vor dem Abkühlen	vor dem Abkühlen	vor dem Abkühlen	CONCRETE_MEMORIZED_WHOLE_WORD	Bevor es abkühlt	NONE
1645e612504fcef59ced	okain|qokain	okain	7	B1|B2|B3|B4	f81v|f82r|f83r	ok=geben + ain=Portion	geben + Portion	Portion geben	REUSABLE_MORPHEME_COMPOUND	Gib einen abgemessenen Anteil in das Gefäß	NONE
1779decef17481ec2853	qotedaiin	qotedaiin	1	B3	f83r	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	CONCRETE_MEMORIZED_WHOLE_WORD	Das breite Gefäß	NONE
1b1ffdd869fb1429ad03	oldy	oldy	2	B4|H4	f55v|f83r	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	REUSABLE_MORPHEME_COMPOUND	Beende diesen Gebrauch || Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	eine Bedeutung, mehrere lokale Anwendungen
1bfd786e6b8b63734a59	solkeey	solkeey	1	B6	f83r	solkeey=Beckenstation	Beckenstation	Beckenstation	CONCRETE_MEMORIZED_WHOLE_WORD	Richte die bezeichnete Beckenstation ein	NONE
204b04837409088c48f9	oltchy	oltchy	1	H4	f55v	oltchy=gelind erwärmen	gelind erwärmen	gelind erwärmen	CONCRETE_MEMORIZED_WHOLE_WORD	Erwärme sie gelinde	NONE
21ed2873b71e57269c08	chckhal	chckhal	1	B4	f83r	chckhal=Dauer	Dauer	Dauer	CONCRETE_MEMORIZED_WHOLE_WORD	Für die angegebene Dauer	NONE
22fb87a5a83e5c3fb510	kair	kair	1	B1	f81v	air=fließende Flüssigkeit	fließende Flüssigkeit	Rückstrom	REUSABLE_SEMANTIC_STEM	den zurücklaufenden Strom	NONE
232195d6ff2f326322f7	qokol	qokol	1	B4	f83r	qokol=einlaufen lassen	einlaufen lassen	einlaufen lassen	CONCRETE_MEMORIZED_WHOLE_WORD	Lasse die Mischung einlaufen	NONE
259b2b3b0bf859882e2c	dchedy|schedy|tchedy	chedy	4	B1|B2|B3	f81v|f82r|f83r	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	REUSABLE_MORPHEME_COMPOUND	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NONE
276a7c2d74d1143446f4	choky|oky|qoky	oky	10	B1|B2|B3|B4|H1|H5	f10r|f56r|f81v|f82r|f83r	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	REUSABLE_MORPHEME_COMPOUND	Gebrauche diesen Auszug innerlich || Lass die Auflage nur kurz einwirken	eine Bedeutung, mehrere lokale Anwendungen
27d97af8c96eb056c2e6	oykchor	oykchor	1	H2	f10r	oykchor=glasiertes Gefäß	glasiertes Gefäß	glasiertes Gefäß	CONCRETE_MEMORIZED_WHOLE_WORD	Gib sie in ein glasiertes Gefäß	NONE
