recipe_id	pictured_owner	template	field_no	card_no	exact_tuple_id	selected_surface	intended_default_English	support_events	support_folios	surface_meaning_count
NEW01_SCABIOSA_RED_WINE	pictured Scabiosa/Succisa candidate	HERBAL_OPEN_CLAUSES_THEN_COMMITTED_USE	1	1	65f320e75510b2f38182	dchey	take the fibrous lower root	1	1	1
NEW01_SCABIOSA_RED_WINE	pictured Scabiosa/Succisa candidate	HERBAL_OPEN_CLAUSES_THEN_COMMITTED_USE	1	2	dedc383b600397a301ee	cthoor	wash it in running water	1	1	1
NEW01_SCABIOSA_RED_WINE	pictured Scabiosa/Succisa candidate	HERBAL_OPEN_CLAUSES_THEN_COMMITTED_USE	2	1	12efe866f335461823a6	chair	add red wine	1	1	1
NEW01_SCABIOSA_RED_WINE	pictured Scabiosa/Succisa candidate	HERBAL_OPEN_CLAUSES_THEN_COMMITTED_USE	2	2	1b1ffdd869fb1429ad03	oldy	boil gently; close the rubric	3	2	1
NEW01_SCABIOSA_RED_WINE	pictured Scabiosa/Succisa candidate	HERBAL_OPEN_CLAUSES_THEN_COMMITTED_USE	3	1	087a47b5423438cd6b6a	chokcheo	drink it for pain of the stomach	2	2	1
NEW02_VIOLET_WARM_POULTICE	pictured Viola candidate	HERBAL_PREPARATION_AND_APPLICATION	1	1	a48efd6c4491a046ba78	qotchy	make a warm poultice from its leaves	1	1	1
NEW02_VIOLET_WARM_POULTICE	pictured Viola candidate	HERBAL_PREPARATION_AND_APPLICATION	1	2	c71c72da4e09e0833392	kchoar	mix it with honey	1	1	1
NEW02_VIOLET_WARM_POULTICE	pictured Viola candidate	HERBAL_PREPARATION_AND_APPLICATION	2	1	e8a6105b5c3a6220b440	qotchol	apply it while warm	1	1	1
NEW02_VIOLET_WARM_POULTICE	pictured Viola candidate	HERBAL_PREPARATION_AND_APPLICATION	2	2	b2812c8283c3a62438bd	kchy	bind it upon a swollen place	1	1	1
NEW03_ALLIUM_WOUND_WASH	pictured broad Allium/ramsons candidate	MEASURED_HERBAL_WASH	1	1	b5fcea1eaed06b2f2291	qokaiin	begin the next measured entry	9	4	1
