outer_fold	joint_tuple_id	latent_form_id	selected_fraction	training_events	training_folios	cluster_size
0	T0001	LATENT_FORM_0001	1.00	3	3	1
0	T0002	LATENT_FORM_0002	1.00	2	2	1
0	T0003	LATENT_FORM_0003	1.00	1	1	1
0	T0004	LATENT_FORM_0004	1.00	2	2	1
0	T0005	LATENT_FORM_0005	1.00	1	1	1
0	T0006	LATENT_FORM_0006	1.00	1	1	1
0	T0007	LATENT_FORM_0007	1.00	11	9	1
0	T0009	LATENT_FORM_0008	1.00	5	4	1
0	T0010	LATENT_FORM_0009	1.00	4	4	1
0	T0011	LATENT_FORM_0010	1.00	1	1	1
0	T0013	LATENT_FORM_0011	1.00	3	3	1
0	T0016	LATENT_FORM_0012	1.00	21	13	1
0	T0017	LATENT_FORM_0013	1.00	101	27	1
0	T0018	LATENT_FORM_0014	1.00	1	1	1
0	T0019	LATENT_FORM_0015	1.00	1	1	1
0	T0020	LATENT_FORM_0016	1.00	34	18	1
0	T0021	LATENT_FORM_0017	1.00	1	1	1
0	T0022	LATENT_FORM_0018	1.00	1	1	1
0	T0023	LATENT_FORM_0019	1.00	1	1	1
0	T0024	LATENT_FORM_0020	1.00	1	1	1
0	T0025	LATENT_FORM_0021	1.00	2	2	1
0	T0026	LATENT_FORM_0022	1.00	2	2	1
0	T0027	LATENT_FORM_0023	1.00	1	1	1
0	T0028	LATENT_FORM_0024	1.00	1	1	1
0	T0029	LATENT_FORM_0025	1.00	1	1	1
0	T0030	LATENT_FORM_0026	1.00	1	1	1
0	T0031	LATENT_FORM_0027	1.00	1	1	1
0	T0032	LATENT_FORM_0028	1.00	1	1	1
0	T0033	LATENT_FORM_0029	1.00	9	9	1
0	T0034	LATENT_FORM_0030	1.00	1	1	1
0	T0035	LATENT_FORM_0031	1.00	1	1	1
0	T0036	LATENT_FORM_0032	1.00	3	3	1
0	T0037	LATENT_FORM_0033	1.00	1	1	1
0	T0038	LATENT_FORM_0034	1.00	1	1	1
0	T0039	LATENT_FORM_0035	1.00	1	1	1
0	T0040	LATENT_FORM_0036	1.00	2	2	1
0	T0041	LATENT_FORM_0037	1.00	43	20	1
0	T0042	LATENT_FORM_0038	1.00	2	2	1
0	T0043	LATENT_FORM_0039	1.00	1	1	1
0	T0044	LATENT_FORM_0040	1.00	1	1	1
0	T0045	LATENT_FORM_0041	1.00	5	5	1
0	T0046	LATENT_FORM_0042	1.00	2	2	1
0	T0047	LATENT_FORM_0043	1.00	1	1	1
0	T0048	LATENT_FORM_0044	1.00	1	1	1
0	T0049	LATENT_FORM_0045	1.00	3	3	1
0	T0050	LATENT_FORM_0046	1.00	1	1	1
0	T0051	LATENT_FORM_0047	1.00	15	9	1
0	T0052	LATENT_FORM_0048	1.00	3	3	1
0	T0053	LATENT_FORM_0049	1.00	1	1	1
0	T0054	LATENT_FORM_0050	1.00	2	2	1
0	T0055	LATENT_FORM_0051	1.00	5	5	1
0	T0056	LATENT_FORM_0052	1.00	1	1	1
0	T0057	LATENT_FORM_0053	1.00	1	1	1
0	T0058	LATENT_FORM_0054	1.00	2	2	1
0	T0059	LATENT_FORM_0055	1.00	39	21	1
0	T0060	LATENT_FORM_0056	1.00	1	1	1
0	T0061	LATENT_FORM_0057	1.00	19	13	1
0	T0062	LATENT_FORM_0058	1.00	2	2	1
0	T0063	LATENT_FORM_0059	1.00	1	1	1
0	T0064	LATENT_FORM_0060	1.00	1	1	1
0	T0065	LATENT_FORM_0061	1.00	1	1	1
0	T0066	LATENT_FORM_0062	1.00	1	1	1
0	T0067	LATENT_FORM_0063	1.00	2	2	1
0	T0068	LATENT_FORM_0064	1.00	7	5	1
0	T0069	LATENT_FORM_0065	1.00	3	3	1
0	T0070	LATENT_FORM_0066	1.00	1	1	1
0	T0071	LATENT_FORM_0067	1.00	1	1	1
0	T0072	LATENT_FORM_0068	1.00	1	1	1
0	T0073	LATENT_FORM_0069	1.00	25	16	1
0	T0074	LATENT_FORM_0070	1.00	4	3	1
0	T0075	LATENT_FORM_0071	1.00	1	1	1
0	T0076	LATENT_FORM_0072	1.00	1	1	1
0	T0077	LATENT_FORM_0073	1.00	3	1	1
0	T0078	LATENT_FORM_0074	1.00	1	1	1
0	T0079	LATENT_FORM_0075	1.00	1	1	1
0	T0080	LATENT_FORM_0076	1.00	2	2	1
0	T0081	LATENT_FORM_0077	1.00	1	1	1
0	T0082	LATENT_FORM_0078	1.00	1	1	1
0	T0083	LATENT_FORM_0079	1.00	11	10	1
0	T0084	LATENT_FORM_0080	1.00	18	14	1
0	T0086	LATENT_FORM_0081	1.00	1	1	1
0	T0087	LATENT_FORM_0082	1.00	1	1	1
0	T0088	LATENT_FORM_0083	1.00	2	2	1
0	T0089	LATENT_FORM_0084	1.00	1	1	1
0	T0091	LATENT_FORM_0085	1.00	1	1	1
0	T0093	LATENT_FORM_0086	1.00	2	1	1
0	T0094	LATENT_FORM_0087	1.00	1	1	1
0	T0095	LATENT_FORM_0088	1.00	1	1	1
0	T0096	LATENT_FORM_0089	1.00	1	1	1
0	T0097	LATENT_FORM_0090	1.00	1	1	1
0	T0098	LATENT_FORM_0091	1.00	5	4	1
0	T0099	LATENT_FORM_0092	1.00	1	1	1
0	T0100	LATENT_FORM_0093	1.00	2	2	1
0	T0101	LATENT_FORM_0094	1.00	2	2	1
0	T0102	LATENT_FORM_0095	1.00	3	3	1
0	T0103	LATENT_FORM_0096	1.00	1	1	1
0	T0104	LATENT_FORM_0097	1.00	1	1	1
0	T0105	LATENT_FORM_0098	1.00	2	2	1
0	T0106	LATENT_FORM_0099	1.00	16	15	1
0	T0107	LATENT_FORM_0100	1.00	5	5	1
0	T0108	LATENT_FORM_0101	1.00	1	1	1
0	T0110	LATENT_FORM_0102	1.00	1	1	1
0	T0111	LATENT_FORM_0103	1.00	1	1	1
0	T0112	LATENT_FORM_0104	1.00	1	1	1
0	T0113	LATENT_FORM_0105	1.00	2	2	1
0	T0114	LATENT_FORM_0106	1.00	10	9	1
0	T0115	LATENT_FORM_0107	1.00	1	1	1
0	T0116	LATENT_FORM_0108	1.00	1	1	1
0	T0117	LATENT_FORM_0109	1.00	1	1	1
0	T0118	LATENT_FORM_0110	1.00	1	1	1
0	T0119	LATENT_FORM_0111	1.00	1	1	1
0	T0120	LATENT_FORM_0112	1.00	4	4	1
0	T0121	LATENT_FORM_0113	1.00	1	1	1
0	T0122	LATENT_FORM_0114	1.00	1	1	1
0	T0123	LATENT_FORM_0115	1.00	1	1	1
0	T0124	LATENT_FORM_0116	1.00	1	1	1
0	T0125	LATENT_FORM_0117	1.00	1	1	1
0	T0126	LATENT_FORM_0118	1.00	11	11	1
0	T0127	LATENT_FORM_0119	1.00	1	1	1
0	T0128	LATENT_FORM_0120	1.00	1	1	1
0	T0129	LATENT_FORM_0121	1.00	1	1	1
0	T0130	LATENT_FORM_0122	1.00	8	7	1
0	T0131	LATENT_FORM_0123	1.00	1	1	1
0	T0132	LATENT_FORM_0124	1.00	34	24	1
0	T0133	LATENT_FORM_0125	1.00	1	1	1
0	T0135	LATENT_FORM_0126	1.00	1	1	1
0	T0136	LATENT_FORM_0127	1.00	1	1	1
0	T0137	LATENT_FORM_0128	1.00	1	1	1
0	T0138	LATENT_FORM_0129	1.00	1	1	1
0	T0139	LATENT_FORM_0130	1.00	1	1	1
0	T0140	LATENT_FORM_0131	1.00	1	1	1
0	T0141	LATENT_FORM_0132	1.00	1	1	1
0	T0142	LATENT_FORM_0133	1.00	1	1	1
0	T0143	LATENT_FORM_0134	1.00	1	1	1
0	T0144	LATENT_FORM_0135	1.00	1	1	1
0	T0145	LATENT_FORM_0136	1.00	7	4	1
0	T0146	LATENT_FORM_0137	1.00	1	1	1
0	T0148	LATENT_FORM_0138	1.00	2	2	1
0	T0149	LATENT_FORM_0139	1.00	1	1	1
0	T0150	LATENT_FORM_0140	1.00	1	1	1
0	T0151	LATENT_FORM_0141	1.00	2	2	1
0	T0152	LATENT_FORM_0142	1.00	1	1	1
0	T0153	LATENT_FORM_0143	1.00	6	6	1
0	T0154	LATENT_FORM_0144	1.00	1	1	1
0	T0155	LATENT_FORM_0145	1.00	1	1	1
0	T0156	LATENT_FORM_0146	1.00	1	1	1
0	T0157	LATENT_FORM_0147	1.00	2	2	1
0	T0158	LATENT_FORM_0148	1.00	1	1	1
0	T0159	LATENT_FORM_0149	1.00	107	25	1
0	T0160	LATENT_FORM_0150	1.00	10	7	1
0	T0161	LATENT_FORM_0151	1.00	3	3	1
0	T0162	LATENT_FORM_0152	1.00	1	1	1
