outer_fold	held_folios	selected_fraction	selected_k	training_types	held_events	model	bits_total	bits_previous	bits_next	bits_placement	bits_boundary_before	bits_boundary_after	raw_gain_vs_exact	partition_cost	selector_cost	selector_paid_gain	positive
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	GLOBAL_FREQUENCY	14071.398541515	6014.200886072	5972.458366994	833.004206180	625.867541135	625.867541135	1061.474039443	0.000000000	0.000000000	1061.474039443	1
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	EXACT_TUPLE	15132.872580958	6642.276476394	6604.031526708	740.793880246	575.221269012	570.549428598	0.000000000	0.000000000	0.000000000	0.000000000	0
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	PAGE_HOST	15323.649462240	6783.798942242	6650.669617296	745.334952590	571.605664204	572.240285908	-190.776881282	0.000000000	0.000000000	-190.776881282	0
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	GDT338_NORMALIZED	15132.872580958	6642.276476394	6604.031526708	740.793880246	575.221269012	570.549428598	0.000000000	0.000000000	0.000000000	0.000000000	0
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	STRING_SIMILARITY	15376.286371951	6705.265754909	6611.495339539	824.406524615	615.653291695	619.465461194	-243.413790993	0.000000000	0.000000000	-243.413790993	0
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	PLACEMENT_FREQUENCY	15669.975613929	6878.457480001	6739.730259577	816.779891463	607.324723017	627.683259871	-537.103032971	0.000000000	0.000000000	-537.103032971	0
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	LEARNED_LATENT_CLASS	15132.872580958	6642.276476394	6604.031526708	740.793880246	575.221269012	570.549428598	0.000000000	10.633903409	2.584962501	-13.218865910	0
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	1.00	1589	1589	771	CANDIDATE_CUT	15132.872580958	6642.276476394	6604.031526708	740.793880246	575.221269012	570.549428598	0.000000000	10.633903409	2.584962501	-13.218865910	0
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	0.90	1430	1589	771	CANDIDATE_CUT	15025.392697304	6613.226172106	6478.805437624	757.179390345	591.541118864	584.640578365	107.479883654	10.633903409	2.584962501	94.261017744	1
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	0.75	1192	1589	771	CANDIDATE_CUT	14926.891221989	6518.716718620	6473.617690323	765.746139316	581.209184250	587.601489479	205.981358969	10.633903409	2.584962501	192.762493059	1
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	0.60	953	1589	771	CANDIDATE_CUT	15019.950102696	6567.465585533	6504.603753520	772.257150127	581.285818271	594.337795244	112.922478262	10.633903409	2.584962501	99.703612352	1
0	f1|f111|f19|f23|f43|f46|f47|f53|f81	0.45	715	1589	771	CANDIDATE_CUT	15134.036062647	6637.372161318	6535.514362318	778.491526792	587.541334443	595.116677775	-1.163481689	10.633903409	2.584962501	-14.382347599	0
