paragraph	candidate	status	strict_source	chedy_class	code	variant	independent_meaning_capacity
ZL3b|f103r|f103r.13-f103r.15	UNPINNED	unsat	False	UNBOUND	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B00	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B01	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B02	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B03	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B04	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B05	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B06	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B07	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B08	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B09	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B10	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B11	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B12	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B13	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B14	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B15	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B16	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B17	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B18	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B19	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B20	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B21	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B22	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B23	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B24	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B25	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B26	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B27	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B28	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B29	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B30	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B31	unsat	False	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B32	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B33	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B34	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.13-f103r.15	B35	unsat	False	NAME	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	UNPINNED	unsat	True	UNBOUND	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B00	unsat	True	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B01	unsat	True	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B02	unsat	True	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B03	unsat	True	REFERENCE	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B04	unsat	True	NAME	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B05	unsat	True	NAME	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B06	unsat	True	NAME	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B07	unsat	True	NAME	{}	{}	0
ZL3b|f103r|f103r.18-f103r.20	B08	unsat	True	NAME	{}	{}	0
