candidate	chedy	class	variant	coherent_contexts	contradictions	unknown	independent_meaning_capacity
B00	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B01	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B02	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B03	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B04	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B05	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B06	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B07	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B08	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B09	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B10	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B11	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B12	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B13	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B14	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B15	W	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B16	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B17	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B18	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B19	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B20	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B21	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B22	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B23	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B24	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B25	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B26	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B27	G	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B28	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B29	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B30	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B31	FIRST_CARGO	REFERENCE	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B32	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B33	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B34	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
B35	C	NAME	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	ZL3b|f107r|f107r.4-f107r.7;IT2a|f108r|f108r.8-f108r.10	118	0	0
