event_id	source_position_id	semantic_execution	page	record	statement_id	locus	surface	card_no	component_parse	atomic_card_value_de	occurrence_action_expansion_de	containing_clause_de	silent_owner_de	atomic_value_stable	complete_default_available
E001	SRC_E001	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	dchey	PROC001	CH+E+Y	diesen Posten kurz abziehen	abnehmen	den laufenden Posten kurz abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E002	SRC_E002	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	cthoor	PROC002	CTH+O+OR	bereit · Arbeitsgang · Ansatz	NON_ACTION_CONTRIBUTION	den laufenden Posten von dort im Arbeitsgang bis bereit übertragen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E003	SRC_E003	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	char	PROC003	AR	von dort	NON_ACTION_CONTRIBUTION	den laufenden Posten von dort im Arbeitsgang bis bereit übertragen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E004	SRC_E004	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	chty	PROC004	T+Y	den aktuellen Posten eintragen	übertragen	den laufenden Posten von dort im Arbeitsgang bis bereit übertragen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E005	SRC_E005	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	os	PROC005	OS	Arbeitsfach	NON_ACTION_CONTRIBUTION	den laufenden Posten im Lauf ablaufen lassen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E006	SRC_E006	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	chair	PROC006	CH+AIR	den laufenden Posten durch laufender Bestand abziehen	ablaufen lassen	den laufenden Posten im Lauf ablaufen lassen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E007	SRC_E007	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	otytchol	PROC007	OT+Y+T+CH+OL	danach fortsetzen diesen Posten eintragen und abziehen	eintragen + abnehmen	danach den laufenden Posten weiter eintragen und abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E008	SRC_E008	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	oky	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den laufenden Posten einsetzen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E009	SRC_E009	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	daiin	PROC009	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	den laufenden Posten nach vorgeschriebenem Maß kurz eintragen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E010	SRC_E010	EXECUTE_ONCE	f10r	H1	H1-S001	f10r.2	etyd	PROC010	E+T+Y	diesen Posten kurz eintragen	eintragen	den laufenden Posten nach vorgeschriebenem Maß kurz eintragen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E011	SRC_E011	EXECUTE_ONCE	f10r	H1	H1-S002	f10r.5	qokchy	PROC011	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den laufenden Posten einsetzen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E012	SRC_E012	EXECUTE_ONCE	f10r	H1	H1-S002	f10r.5	qotchol	PROC012	OT+CH+OL	danach fortsetzen den laufenden Posten abziehen	abnehmen	danach den laufenden Posten weiter bis bereit abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E013	SRC_E013	EXECUTE_ONCE	f10r	H1	H1-S002	f10r.5	chol	PROC013	OL	fortsetzen	NON_ACTION_CONTRIBUTION	danach den laufenden Posten weiter bis bereit abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E014	SRC_E014	EXECUTE_ONCE	f10r	H1	H1-S002	f10r.5	cthy	PROC014	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	danach den laufenden Posten weiter bis bereit abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E015	SRC_E015	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	ycheor	PROC015	Y+CH+E+OR	diesen Posten kurz abziehen	abziehen	den laufenden Posten kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E016	SRC_E016	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	cthy	PROC014	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
