record	locus	word	role	reading
f17r	f17r.4:1	tcho	OPEN	[tcho]
f17r	f17r.4:2	shol	FINDING	Feuchtigkeit
f17r	f17r.4:3	qokol	OPEN	[qokol]
f17r	f17r.4:4	qor	OPEN	[qor]
f17r	f17r.4:5	olaiin	OPEN	[olaiin]
f17r	f17r.4:6	opydg	OPEN	[opydg]
f17r	f17r.4:7	som	OPEN	[som]
f17r	f17r.4:8	ypchy	OPEN	[ypchy]
f17r	f17r.4:9	ypaim	OPEN	[ypaim]
f17r	f17r.5:1	ychekchy	OPEN	[ychekchy]
f17r	f17r.5:2	cthy	FINDING	Schwellung
f17r	f17r.5:3	chor	FINDING	Schmerz
f17r	f17r.5:4	shor	FINDING	Absonderung
f17r	f17r.5:5	cphor	OPEN	[cphor]
f17r	f17r.5:6	cphaldy	OPEN	[cphaldy]
f17r	f17r.5:7	dair	GRADE	Grad A → UNBOUND
f17r	f17r.5:8	cthey	OPEN	[cthey]
f17r	f17r.5:9	qody	OPEN	[qody]
f17r	f17r.6:1	tsho	OPEN	[tsho]
f17r	f17r.6:2	qof	OPEN	[qof]
f17r	f17r.6:3	cho	OPEN	[cho]
f17r	f17r.6:4	qokcheor	OPEN	[qokcheor]
f17r	f17r.6:5	cheteg	OPEN	[cheteg]
f21r	f21r.8:1	fcho	OPEN	[fcho]
f21r	f21r.8:2	kshy	OPEN	[kshy]
f21r	f21r.8:3	otor	OPEN	[otor]
f21r	f21r.8:4	sheol	OPEN	[sheol]
f21r	f21r.8:5	ocphal	OPEN	[ocphal]
f21r	f21r.8:6	opsheas	OPEN	[opsheas]
f21r	f21r.8:7	cthodaiin	OPEN	[cthodaiin]
f21r	f21r.8:8	oty	OPEN	[oty]
f21r	f21r.9:1	okaiin	OPEN	[okaiin]
f21r	f21r.9:2	sho	ACTION	Benetzen
f21r	f21r.9:3	tshaiin	OPEN	[tshaiin]
f21r	f21r.9:4	chkaiin	ACTION	Trocknen
f21r	f21r.9:5	sh	OPEN	[sh]
f21r	f21r.9:6	cthey	OPEN	[cthey]
f21r	f21r.9:7	cthody	OPEN	[cthody]
f21r	f21r.9:8	cthy	FINDING	Schwellung
f21r	f21r.9:9	s	OPEN	[s]
f21r	f21r.10:1	totchy	OPEN	[totchy]
f21r	f21r.10:2	keor	OPEN	[keor]
f21r	f21r.10:3	chy	OPEN	[chy]
f21r	f21r.10:4	ky	OPEN	[ky]
f21r	f21r.10:5	qotaiin	OPEN	[qotaiin]
f21r	f21r.10:6	qotchol	OPEN	[qotchol]
f21r	f21r.10:7	ty	OPEN	[ty]
f21r	f21r.10:8	ctheey	OPEN	[ctheey]
f21r	f21r.10:9	otaiin	OPEN	[otaiin]
f21r	f21r.11:1	shol	FINDING	Feuchtigkeit
f21r	f21r.11:2	chol	FINDING	Trockenheit
f21r	f21r.11:3	shol	FINDING	Feuchtigkeit
f21r	f21r.11:4	tchol	OPEN	[tchol]
f21r	f21r.11:5	chcthy	OPEN	[chcthy]
f21r	f21r.11:6	otyky	OPEN	[otyky]
f21r	f21r.11:7	shey	FINDING	Hitze
f21r	f21r.11:8	yteol	OPEN	[yteol]
f21r	f21r.11:9	shody	OPEN	[shody]
f21r	f21r.12:1	ykeey	OPEN	[ykeey]
f21r	f21r.12:2	chor	FINDING	Schmerz
f21r	f21r.12:3	sheey	OPEN	[sheey]
f21r	f21r.12:4	ysheol	OPEN	[ysheol]
f21r	f21r.12:5	chor	FINDING	Schmerz
f21r	f21r.12:6	chol	FINDING	Trockenheit
f21r	f21r.12:7	daiin	GRADE	Grad C → f21r.12:6
f21r	f21r.12:8	chkaiin	ACTION	Trocknen
f32v	f32v.7:1	ksho	OPEN	[ksho]
f32v	f32v.7:2	cphos	OPEN	[cphos]
f32v	f32v.7:3	she	OPEN	[she]
f32v	f32v.7:4	sheaiin	OPEN	[sheaiin]
f32v	f32v.7:5	otshcho	OPEN	[otshcho]
f32v	f32v.7:6	r	OPEN	[r]
f32v	f32v.7:7	dain	GRADE	Grad B → UNBOUND
f32v	f32v.7:8	shckhy	OPEN	[shckhy]
f32v	f32v.7:9	s	OPEN	[s]
f32v	f32v.7:10	odan	OPEN	[odan]
f32v	f32v.8:1	otchol	OPEN	[otchol]
f32v	f32v.8:2	daiin	GRADE	Grad C → UNBOUND
f32v	f32v.8:3	daiin	GRADE	Grad C → UNBOUND
f32v	f32v.8:4	ctho	OPEN	[ctho]
f32v	f32v.8:5	daiin	GRADE	Grad C → UNBOUND
f32v	f32v.8:6	qotaiin	OPEN	[qotaiin]
f32v	f32v.8:7	otchy	OPEN	[otchy]
f32v	f32v.8:8	d	OPEN	[d]
f32v	f32v.8:9	shan	OPEN	[shan]
f32v	f32v.9:1	qotchy	ACTION	Kühlen
f32v	f32v.9:2	cfhy	OPEN	[cfhy]
f32v	f32v.9:3	skey	OPEN	[skey]
f32v	f32v.9:4	chocthy	OPEN	[chocthy]
f32v	f32v.9:5	daiin	GRADE	Grad C → UNBOUND
f32v	f32v.9:6	cthaiin	OPEN	[cthaiin]
f32v	f32v.9:7	daiin	GRADE	Grad C → UNBOUND
f32v	f32v.10:1	sho	ACTION	Benetzen
f32v	f32v.10:2	keol	OPEN	[keol]
f32v	f32v.10:3	chor	FINDING	Schmerz
f32v	f32v.10:4	chol	FINDING	Trockenheit
f32v	f32v.10:5	daiin	GRADE	Grad C → f32v.10:4
f32v	f32v.10:6	cpho	OPEN	[cpho]
f32v	f32v.10:7	l	OPEN	[l]
f32v	f32v.10:8	cthol	OPEN	[cthol]
