unified_id	section	page	record_or_locus	case_or_namespace	visible_surface	local_identity	short_default_reading_de	learning_layer	writing_or_copy_rule	owner_address_policy	required_for_case	orientation	cross_page_key
PROSE:E001	PROSE_WORKSHOP	f10r	H1	C1	dchey	PROC001	ABNEHMEN · KURZ · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E002	PROSE_WORKSHOP	f10r	H1	C1	cthoor	PROC002	BEREIT · ARBEITSGANG · ANSATZ	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E003	PROSE_WORKSHOP	f10r	H1	C1	char	PROC003	VORRAT	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E004	PROSE_WORKSHOP	f10r	H1	C1	chty	PROC004	EINTRAGEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E005	PROSE_WORKSHOP	f10r	H1	C1	os	PROC005	ARBEITSFACH	TRUE_LEARNED_WHOLE_CARD	SEMANTIC_CARD_OR_DESK_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E006	PROSE_WORKSHOP	f10r	H1	C1	chair	PROC006	ABNEHMEN · FLUESSIGKEITSLAUF	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E007	PROSE_WORKSHOP	f10r	H1	C1	otytchol	PROC007	DANACH [ARBEITSPOSTEN EINTRAGEN · ABNEHMEN] FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E008	PROSE_WORKSHOP	f10r	H1	C1	oky	PROC008	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E009	PROSE_WORKSHOP	f10r	H1	C1	daiin	PROC009	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E010	PROSE_WORKSHOP	f10r	H1	C1	etyd	PROC010	KURZ · EINTRAGEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
PROSE:E011	PROSE_WORKSHOP	f10r	H1	C1	qokchy	PROC011	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	VISIBLE_CASE_OWNER_AND_RECORD_STATE	YES	NOT_APPLICABLE	NONE
