page	locus	group_count	complete_surface_display_only	canonical_namespace_id	local_image_owner	interface_role	applicable_case_ids	workshop_reading_de	master_action_de	semantic_label_de	orientation	cross_page_key	architecture_role	required_for_case	selection_mode	label_reading
f67r2	f67r2.1	3	ykshy s aram	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_01	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.2	3	ykecho ols eesydy	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_02	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.3	3	ey shs okar	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_03	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.4	2	shekchy sykos	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_04	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.5	2	ykeody okchy	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_05	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.6	1	dchetay	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_06	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.7	3	ykchy kchey ykchys	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_07	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.8	1	chkchdar	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_08	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.9	2	ykar ykaly	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_09	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
f67r2	f67r2.10	3	lkshy kchy okar	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_10	SELECTABLE_CELESTIAL_SLOT	C1|C2	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	Bildplatz zeigen → vollständige Marke kopieren → Fallbedingung merken	LOCAL_CELESTIAL_LABEL_MEMORIZED_AS_WHOLE	NONE	NONE	OPTIONAL_CONDITION_OR_ADDRESS_LOCUS	NO	MASTER_OR_IMAGE_LOCAL__NO_PROSE_POINTER	WHOLE_LOCAL_LABEL__NO_WORD_DECOMPOSITION
